generation,mean_fitness,max_fitness,min_fitness,std_fitness
0,0.0025369990574853544,0.045341515674164126,0.0,0.00857622463609296
1,0.02372328717292387,0.10526315789473745,9.390960480387611e-05,0.017670204119963923
2,0.04566304614677597,0.10526315789473745,0.0,0.018859163512171543
3,0.07454190627467595,0.10526315789473745,0.00031367893249802824,0.033276369379121214
4,0.09633831425649113,0.10526315789473745,9.386294813999812e-05,0.02746617349361251
5,0.09847190676179615,0.10526315789473745,9.387867168054517e-05,0.022972644175177127
