================================================================================
TRAJECTORY LOG -- iter_220 consistency champion rule
Source JSON: champion_vc_rule_consistency.json
Seed: L_TROMINO_3bit at [(63, 63), (64, 63), (64, 64)]
Grid: 128x128, Steps: 500
Rule entries: 18

Rule dictionary:
    8 (0b0001000) -> 72
   24 (0b0011000) -> 88
   33 (0b0100001) -> 97
   37 (0b0100101) -> 101
   41 (0b0101001) -> 105
   42 (0b0101010) -> 106
   50 (0b0110010) -> 114
   56 (0b0111000) -> 120
   57 (0b0111001) -> 121
   68 (0b1000100) -> 4
   69 (0b1000101) -> 5
   70 (0b1000110) -> 6
   71 (0b1000111) -> 7
   76 (0b1001100) -> 12
   96 (0b1100000) -> 32
  118 (0b1110110) -> 54
  120 (0b1111000) -> 56
  124 (0b1111100) -> 60

================================================================================
STEP | CoM_row_raw | CoM_col_raw | CoM_row_unwrapped | CoM_col_unwrapped | Active | Displacement | Step Velocity
 238 |   63.666667 |   45.333333 |         63.666667 |        301.333333 |      3 |   238.000000 |      1.000000
 239 |   63.666667 |   46.333333 |         63.666667 |        302.333333 |      3 |   239.000000 |      1.000000
 240 |   63.666667 |   47.333333 |         63.666667 |        303.333333 |      3 |   240.000000 |      1.000000
 241 |   63.666667 |   48.333333 |         63.666667 |        304.333333 |      3 |   241.000000 |      1.000000
 242 |   63.666667 |   49.333333 |         63.666667 |        305.333333 |      3 |   242.000000 |      1.000000
 243 |   63.666667 |   50.333333 |         63.666667 |        306.333333 |      3 |   243.000000 |      1.000000
 244 |   63.666667 |   51.333333 |         63.666667 |        307.333333 |      3 |   244.000000 |      1.000000
 245 |   63.666667 |   52.333333 |         63.666667 |        308.333333 |      3 |   245.000000 |      1.000000
 246 |   63.666667 |   53.333333 |         63.666667 |        309.333333 |      3 |   246.000000 |      1.000000
 247 |   63.666667 |   54.333333 |         63.666667 |        310.333333 |      3 |   247.000000 |      1.000000
 248 |   63.666667 |   55.333333 |         63.666667 |        311.333333 |      3 |   248.000000 |      1.000000
 249 |   63.666667 |   56.333333 |         63.666667 |        312.333333 |      3 |   249.000000 |      1.000000
 250 |   63.666667 |   57.333333 |         63.666667 |        313.333333 |      3 |   250.000000 |      1.000000
 251 |   63.666667 |   58.333333 |         63.666667 |        314.333333 |      3 |   251.000000 |      1.000000
 252 |   63.666667 |   59.333333 |         63.666667 |        315.333333 |      3 |   252.000000 |      1.000000
 253 |   63.666667 |   60.333333 |         63.666667 |        316.333333 |      3 |   253.000000 |      1.000000
 254 |   63.666667 |   61.333333 |         63.666667 |        317.333333 |      3 |   254.000000 |      1.000000
 255 |   63.666667 |   62.333333 |         63.666667 |        318.333333 |      3 |   255.000000 |      1.000000
 256 |   63.666667 |   63.333333 |         63.666667 |        319.333333 |      3 |   256.000000 |      1.000000
 257 |   63.666667 |   64.333333 |         63.666667 |        320.333333 |      3 |   257.000000 |      1.000000
 258 |   63.666667 |   65.333333 |         63.666667 |        321.333333 |      3 |   258.000000 |      1.000000
 259 |   63.666667 |   66.333333 |         63.666667 |        322.333333 |      3 |   259.000000 |      1.000000
 260 |   63.666667 |   67.333333 |         63.666667 |        323.333333 |      3 |   260.000000 |      1.000000
 261 |   63.666667 |   68.333333 |         63.666667 |        324.333333 |      3 |   261.000000 |      1.000000
 262 |   63.666667 |   69.333333 |         63.666667 |        325.333333 |      3 |   262.000000 |      1.000000
 263 |   63.666667 |   70.333333 |         63.666667 |        326.333333 |      3 |   263.000000 |      1.000000
 264 |   63.666667 |   71.333333 |         63.666667 |        327.333333 |      3 |   264.000000 |      1.000000
 265 |   63.666667 |   72.333333 |         63.666667 |        328.333333 |      3 |   265.000000 |      1.000000
 266 |   63.666667 |   73.333333 |         63.666667 |        329.333333 |      3 |   266.000000 |      1.000000
 267 |   63.666667 |   74.333333 |         63.666667 |        330.333333 |      3 |   267.000000 |      1.000000
 268 |   63.666667 |   75.333333 |         63.666667 |        331.333333 |      3 |   268.000000 |      1.000000
 269 |   63.666667 |   76.333333 |         63.666667 |        332.333333 |      3 |   269.000000 |      1.000000
 270 |   63.666667 |   77.333333 |         63.666667 |        333.333333 |      3 |   270.000000 |      1.000000
 271 |   63.666667 |   78.333333 |         63.666667 |        334.333333 |      3 |   271.000000 |      1.000000
 272 |   63.666667 |   79.333333 |         63.666667 |        335.333333 |      3 |   272.000000 |      1.000000
 273 |   63.666667 |   80.333333 |         63.666667 |        336.333333 |      3 |   273.000000 |      1.000000
 274 |   63.666667 |   81.333333 |         63.666667 |        337.333333 |      3 |   274.000000 |      1.000000
 275 |   63.666667 |   82.333333 |         63.666667 |        338.333333 |      3 |   275.000000 |      1.000000
 276 |   63.666667 |   83.333333 |         63.666667 |        339.333333 |      3 |   276.000000 |      1.000000
 277 |   63.666667 |   84.333333 |         63.666667 |        340.333333 |      3 |   277.000000 |      1.000000
 278 |   63.666667 |   85.333333 |         63.666667 |        341.333333 |      3 |   278.000000 |      1.000000
 279 |   63.666667 |   86.333333 |         63.666667 |        342.333333 |      3 |   279.000000 |      1.000000
 280 |   63.666667 |   87.333333 |         63.666667 |        343.333333 |      3 |   280.000000 |      1.000000
 281 |   63.666667 |   88.333333 |         63.666667 |        344.333333 |      3 |   281.000000 |      1.000000
 282 |   63.666667 |   89.333333 |         63.666667 |        345.333333 |      3 |   282.000000 |      1.000000
 283 |   63.666667 |   90.333333 |         63.666667 |        346.333333 |      3 |   283.000000 |      1.000000
 284 |   63.666667 |   91.333333 |         63.666667 |        347.333333 |      3 |   284.000000 |      1.000000
 285 |   63.666667 |   92.333333 |         63.666667 |        348.333333 |      3 |   285.000000 |      1.000000
 286 |   63.666667 |   93.333333 |         63.666667 |        349.333333 |      3 |   286.000000 |      1.000000
 287 |   63.666667 |   94.333333 |         63.666667 |        350.333333 |      3 |   287.000000 |      1.000000
 288 |   63.666667 |   95.333333 |         63.666667 |        351.333333 |      3 |   288.000000 |      1.000000
 289 |   63.666667 |   96.333333 |         63.666667 |        352.333333 |      3 |   289.000000 |      1.000000
 290 |   63.666667 |   97.333333 |         63.666667 |        353.333333 |      3 |   290.000000 |      1.000000
 291 |   63.666667 |   98.333333 |         63.666667 |        354.333333 |      3 |   291.000000 |      1.000000
 292 |   63.666667 |   99.333333 |         63.666667 |        355.333333 |      3 |   292.000000 |      1.000000
 293 |   63.666667 |  100.333333 |         63.666667 |        356.333333 |      3 |   293.000000 |      1.000000
 294 |   63.666667 |  101.333333 |         63.666667 |        357.333333 |      3 |   294.000000 |      1.000000
 295 |   63.666667 |  102.333333 |         63.666667 |        358.333333 |      3 |   295.000000 |      1.000000
 296 |   63.666667 |  103.333333 |         63.666667 |        359.333333 |      3 |   296.000000 |      1.000000
 297 |   63.666667 |  104.333333 |         63.666667 |        360.333333 |      3 |   297.000000 |      1.000000
 298 |   63.666667 |  105.333333 |         63.666667 |        361.333333 |      3 |   298.000000 |      1.000000
 299 |   63.666667 |  106.333333 |         63.666667 |        362.333333 |      3 |   299.000000 |      1.000000
 300 |   63.666667 |  107.333333 |         63.666667 |        363.333333 |      3 |   300.000000 |      1.000000 ***
 301 |   63.666667 |  108.333333 |         63.666667 |        364.333333 |      3 |   301.000000 |      1.000000
 302 |   63.666667 |  109.333333 |         63.666667 |        365.333333 |      3 |   302.000000 |      1.000000
 303 |   63.666667 |  110.333333 |         63.666667 |        366.333333 |      3 |   303.000000 |      1.000000
 304 |   63.666667 |  111.333333 |         63.666667 |        367.333333 |      3 |   304.000000 |      1.000000
 305 |   63.666667 |  112.333333 |         63.666667 |        368.333333 |      3 |   305.000000 |      1.000000
 306 |   63.666667 |  113.333333 |         63.666667 |        369.333333 |      3 |   306.000000 |      1.000000
 307 |   63.666667 |  114.333333 |         63.666667 |        370.333333 |      3 |   307.000000 |      1.000000
 308 |   63.666667 |  115.333333 |         63.666667 |        371.333333 |      3 |   308.000000 |      1.000000
 309 |   63.666667 |  116.333333 |         63.666667 |        372.333333 |      3 |   309.000000 |      1.000000
 310 |   63.666667 |  117.333333 |         63.666667 |        373.333333 |      3 |   310.000000 |      1.000000
 311 |   63.666667 |  118.333333 |         63.666667 |        374.333333 |      3 |   311.000000 |      1.000000
 312 |   63.666667 |  119.333333 |         63.666667 |        375.333333 |      3 |   312.000000 |      1.000000
 313 |   63.666667 |  120.333333 |         63.666667 |        376.333333 |      3 |   313.000000 |      1.000000
 314 |   63.666667 |  121.333333 |         63.666667 |        377.333333 |      3 |   314.000000 |      1.000000
 315 |   63.666667 |  122.333333 |         63.666667 |        378.333333 |      3 |   315.000000 |      1.000000
 316 |   63.666667 |  123.333333 |         63.666667 |        379.333333 |      3 |   316.000000 |      1.000000
 317 |   63.666667 |  124.333333 |         63.666667 |        380.333333 |      3 |   317.000000 |      1.000000
 318 |   63.666667 |  125.333333 |         63.666667 |        381.333333 |      3 |   318.000000 |      1.000000
 319 |   63.666667 |  126.333333 |         63.666667 |        382.333333 |      3 |   319.000000 |      1.000000
 320 |   63.666667 |   84.666667 |         63.666667 |        383.333333 |      3 |   320.000000 |      1.000000
 321 |   63.666667 |    0.333333 |         63.666667 |        384.333333 |      3 |   321.000000 |      1.000000
 322 |   63.666667 |    1.333333 |         63.666667 |        385.333333 |      3 |   322.000000 |      1.000000
 323 |   63.666667 |    2.333333 |         63.666667 |        386.333333 |      3 |   323.000000 |      1.000000
 324 |   63.666667 |    3.333333 |         63.666667 |        387.333333 |      3 |   324.000000 |      1.000000
 325 |   63.666667 |    4.333333 |         63.666667 |        388.333333 |      3 |   325.000000 |      1.000000
 326 |   63.666667 |    5.333333 |         63.666667 |        389.333333 |      3 |   326.000000 |      1.000000
 327 |   63.666667 |    6.333333 |         63.666667 |        390.333333 |      3 |   327.000000 |      1.000000
 328 |   63.666667 |    7.333333 |         63.666667 |        391.333333 |      3 |   328.000000 |      1.000000
 329 |   63.666667 |    8.333333 |         63.666667 |        392.333333 |      3 |   329.000000 |      1.000000
 330 |   63.666667 |    9.333333 |         63.666667 |        393.333333 |      3 |   330.000000 |      1.000000
 331 |   63.666667 |   10.333333 |         63.666667 |        394.333333 |      3 |   331.000000 |      1.000000
 332 |   63.666667 |   11.333333 |         63.666667 |        395.333333 |      3 |   332.000000 |      1.000000
 333 |   63.666667 |   12.333333 |         63.666667 |        396.333333 |      3 |   333.000000 |      1.000000
 334 |   63.666667 |   13.333333 |         63.666667 |        397.333333 |      3 |   334.000000 |      1.000000
 335 |   63.666667 |   14.333333 |         63.666667 |        398.333333 |      3 |   335.000000 |      1.000000
 336 |   63.666667 |   15.333333 |         63.666667 |        399.333333 |      3 |   336.000000 |      1.000000
 337 |   63.666667 |   16.333333 |         63.666667 |        400.333333 |      3 |   337.000000 |      1.000000
 338 |   63.666667 |   17.333333 |         63.666667 |        401.333333 |      3 |   338.000000 |      1.000000
 339 |   63.666667 |   18.333333 |         63.666667 |        402.333333 |      3 |   339.000000 |      1.000000
 340 |   63.666667 |   19.333333 |         63.666667 |        403.333333 |      3 |   340.000000 |      1.000000
 341 |   63.666667 |   20.333333 |         63.666667 |        404.333333 |      3 |   341.000000 |      1.000000
 342 |   63.666667 |   21.333333 |         63.666667 |        405.333333 |      3 |   342.000000 |      1.000000
 343 |   63.666667 |   22.333333 |         63.666667 |        406.333333 |      3 |   343.000000 |      1.000000
 344 |   63.666667 |   23.333333 |         63.666667 |        407.333333 |      3 |   344.000000 |      1.000000
 345 |   63.666667 |   24.333333 |         63.666667 |        408.333333 |      3 |   345.000000 |      1.000000
 346 |   63.666667 |   25.333333 |         63.666667 |        409.333333 |      3 |   346.000000 |      1.000000
 347 |   63.666667 |   26.333333 |         63.666667 |        410.333333 |      3 |   347.000000 |      1.000000
 348 |   63.666667 |   27.333333 |         63.666667 |        411.333333 |      3 |   348.000000 |      1.000000
 349 |   63.666667 |   28.333333 |         63.666667 |        412.333333 |      3 |   349.000000 |      1.000000
 350 |   63.666667 |   29.333333 |         63.666667 |        413.333333 |      3 |   350.000000 |      1.000000
 351 |   63.666667 |   30.333333 |         63.666667 |        414.333333 |      3 |   351.000000 |      1.000000
 352 |   63.666667 |   31.333333 |         63.666667 |        415.333333 |      3 |   352.000000 |      1.000000
 353 |   63.666667 |   32.333333 |         63.666667 |        416.333333 |      3 |   353.000000 |      1.000000
 354 |   63.666667 |   33.333333 |         63.666667 |        417.333333 |      3 |   354.000000 |      1.000000
 355 |   63.666667 |   34.333333 |         63.666667 |        418.333333 |      3 |   355.000000 |      1.000000
 356 |   63.666667 |   35.333333 |         63.666667 |        419.333333 |      3 |   356.000000 |      1.000000
 357 |   63.666667 |   36.333333 |         63.666667 |        420.333333 |      3 |   357.000000 |      1.000000
 358 |   63.666667 |   37.333333 |         63.666667 |        421.333333 |      3 |   358.000000 |      1.000000
 359 |   63.666667 |   38.333333 |         63.666667 |        422.333333 |      3 |   359.000000 |      1.000000
 360 |   63.666667 |   39.333333 |         63.666667 |        423.333333 |      3 |   360.000000 |      1.000000
 361 |   63.666667 |   40.333333 |         63.666667 |        424.333333 |      3 |   361.000000 |      1.000000
 362 |   63.666667 |   41.333333 |         63.666667 |        425.333333 |      3 |   362.000000 |      1.000000
 363 |   63.666667 |   42.333333 |         63.666667 |        426.333333 |      3 |   363.000000 |      1.000000
 364 |   63.666667 |   43.333333 |         63.666667 |        427.333333 |      3 |   364.000000 |      1.000000
 365 |   63.666667 |   44.333333 |         63.666667 |        428.333333 |      3 |   365.000000 |      1.000000
 366 |   63.666667 |   45.333333 |         63.666667 |        429.333333 |      3 |   366.000000 |      1.000000
 367 |   63.666667 |   46.333333 |         63.666667 |        430.333333 |      3 |   367.000000 |      1.000000
 368 |   63.666667 |   47.333333 |         63.666667 |        431.333333 |      3 |   368.000000 |      1.000000
 369 |   63.666667 |   48.333333 |         63.666667 |        432.333333 |      3 |   369.000000 |      1.000000
 370 |   63.666667 |   49.333333 |         63.666667 |        433.333333 |      3 |   370.000000 |      1.000000
 371 |   63.666667 |   50.333333 |         63.666667 |        434.333333 |      3 |   371.000000 |      1.000000
 372 |   63.666667 |   51.333333 |         63.666667 |        435.333333 |      3 |   372.000000 |      1.000000
 373 |   63.666667 |   52.333333 |         63.666667 |        436.333333 |      3 |   373.000000 |      1.000000
 374 |   63.666667 |   53.333333 |         63.666667 |        437.333333 |      3 |   374.000000 |      1.000000
 375 |   63.666667 |   54.333333 |         63.666667 |        438.333333 |      3 |   375.000000 |      1.000000
 376 |   63.666667 |   55.333333 |         63.666667 |        439.333333 |      3 |   376.000000 |      1.000000
 377 |   63.666667 |   56.333333 |         63.666667 |        440.333333 |      3 |   377.000000 |      1.000000
 378 |   63.666667 |   57.333333 |         63.666667 |        441.333333 |      3 |   378.000000 |      1.000000
 379 |   63.666667 |   58.333333 |         63.666667 |        442.333333 |      3 |   379.000000 |      1.000000
 380 |   63.666667 |   59.333333 |         63.666667 |        443.333333 |      3 |   380.000000 |      1.000000
 381 |   63.666667 |   60.333333 |         63.666667 |        444.333333 |      3 |   381.000000 |      1.000000
 382 |   63.666667 |   61.333333 |         63.666667 |        445.333333 |      3 |   382.000000 |      1.000000
 383 |   63.666667 |   62.333333 |         63.666667 |        446.333333 |      3 |   383.000000 |      1.000000
 384 |   63.666667 |   63.333333 |         63.666667 |        447.333333 |      3 |   384.000000 |      1.000000
 385 |   63.666667 |   64.333333 |         63.666667 |        448.333333 |      3 |   385.000000 |      1.000000
 386 |   63.666667 |   65.333333 |         63.666667 |        449.333333 |      3 |   386.000000 |      1.000000
 387 |   63.666667 |   66.333333 |         63.666667 |        450.333333 |      3 |   387.000000 |      1.000000
 388 |   63.666667 |   67.333333 |         63.666667 |        451.333333 |      3 |   388.000000 |      1.000000
 389 |   63.666667 |   68.333333 |         63.666667 |        452.333333 |      3 |   389.000000 |      1.000000
 390 |   63.666667 |   69.333333 |         63.666667 |        453.333333 |      3 |   390.000000 |      1.000000
 391 |   63.666667 |   70.333333 |         63.666667 |        454.333333 |      3 |   391.000000 |      1.000000
 392 |   63.666667 |   71.333333 |         63.666667 |        455.333333 |      3 |   392.000000 |      1.000000
 393 |   63.666667 |   72.333333 |         63.666667 |        456.333333 |      3 |   393.000000 |      1.000000
 394 |   63.666667 |   73.333333 |         63.666667 |        457.333333 |      3 |   394.000000 |      1.000000
 395 |   63.666667 |   74.333333 |         63.666667 |        458.333333 |      3 |   395.000000 |      1.000000
 396 |   63.666667 |   75.333333 |         63.666667 |        459.333333 |      3 |   396.000000 |      1.000000
 397 |   63.666667 |   76.333333 |         63.666667 |        460.333333 |      3 |   397.000000 |      1.000000
 398 |   63.666667 |   77.333333 |         63.666667 |        461.333333 |      3 |   398.000000 |      1.000000
 399 |   63.666667 |   78.333333 |         63.666667 |        462.333333 |      3 |   399.000000 |      1.000000
 400 |   63.666667 |   79.333333 |         63.666667 |        463.333333 |      3 |   400.000000 |      1.000000 ***
 401 |   63.666667 |   80.333333 |         63.666667 |        464.333333 |      3 |   401.000000 |      1.000000
 402 |   63.666667 |   81.333333 |         63.666667 |        465.333333 |      3 |   402.000000 |      1.000000
 403 |   63.666667 |   82.333333 |         63.666667 |        466.333333 |      3 |   403.000000 |      1.000000
 404 |   63.666667 |   83.333333 |         63.666667 |        467.333333 |      3 |   404.000000 |      1.000000
 405 |   63.666667 |   84.333333 |         63.666667 |        468.333333 |      3 |   405.000000 |      1.000000
 406 |   63.666667 |   85.333333 |         63.666667 |        469.333333 |      3 |   406.000000 |      1.000000
 407 |   63.666667 |   86.333333 |         63.666667 |        470.333333 |      3 |   407.000000 |      1.000000
 408 |   63.666667 |   87.333333 |         63.666667 |        471.333333 |      3 |   408.000000 |      1.000000
 409 |   63.666667 |   88.333333 |         63.666667 |        472.333333 |      3 |   409.000000 |      1.000000
 410 |   63.666667 |   89.333333 |         63.666667 |        473.333333 |      3 |   410.000000 |      1.000000
 411 |   63.666667 |   90.333333 |         63.666667 |        474.333333 |      3 |   411.000000 |      1.000000
 412 |   63.666667 |   91.333333 |         63.666667 |        475.333333 |      3 |   412.000000 |      1.000000
 413 |   63.666667 |   92.333333 |         63.666667 |        476.333333 |      3 |   413.000000 |      1.000000
 414 |   63.666667 |   93.333333 |         63.666667 |        477.333333 |      3 |   414.000000 |      1.000000
 415 |   63.666667 |   94.333333 |         63.666667 |        478.333333 |      3 |   415.000000 |      1.000000
 416 |   63.666667 |   95.333333 |         63.666667 |        479.333333 |      3 |   416.000000 |      1.000000
 417 |   63.666667 |   96.333333 |         63.666667 |        480.333333 |      3 |   417.000000 |      1.000000
 418 |   63.666667 |   97.333333 |         63.666667 |        481.333333 |      3 |   418.000000 |      1.000000
 419 |   63.666667 |   98.333333 |         63.666667 |        482.333333 |      3 |   419.000000 |      1.000000
 420 |   63.666667 |   99.333333 |         63.666667 |        483.333333 |      3 |   420.000000 |      1.000000
 421 |   63.666667 |  100.333333 |         63.666667 |        484.333333 |      3 |   421.000000 |      1.000000
 422 |   63.666667 |  101.333333 |         63.666667 |        485.333333 |      3 |   422.000000 |      1.000000
 423 |   63.666667 |  102.333333 |         63.666667 |        486.333333 |      3 |   423.000000 |      1.000000
 424 |   63.666667 |  103.333333 |         63.666667 |        487.333333 |      3 |   424.000000 |      1.000000
 425 |   63.666667 |  104.333333 |         63.666667 |        488.333333 |      3 |   425.000000 |      1.000000
 426 |   63.666667 |  105.333333 |         63.666667 |        489.333333 |      3 |   426.000000 |      1.000000
 427 |   63.666667 |  106.333333 |         63.666667 |        490.333333 |      3 |   427.000000 |      1.000000
 428 |   63.666667 |  107.333333 |         63.666667 |        491.333333 |      3 |   428.000000 |      1.000000
 429 |   63.666667 |  108.333333 |         63.666667 |        492.333333 |      3 |   429.000000 |      1.000000
 430 |   63.666667 |  109.333333 |         63.666667 |        493.333333 |      3 |   430.000000 |      1.000000
 431 |   63.666667 |  110.333333 |         63.666667 |        494.333333 |      3 |   431.000000 |      1.000000
 432 |   63.666667 |  111.333333 |         63.666667 |        495.333333 |      3 |   432.000000 |      1.000000
 433 |   63.666667 |  112.333333 |         63.666667 |        496.333333 |      3 |   433.000000 |      1.000000
 434 |   63.666667 |  113.333333 |         63.666667 |        497.333333 |      3 |   434.000000 |      1.000000
 435 |   63.666667 |  114.333333 |         63.666667 |        498.333333 |      3 |   435.000000 |      1.000000
 436 |   63.666667 |  115.333333 |         63.666667 |        499.333333 |      3 |   436.000000 |      1.000000
 437 |   63.666667 |  116.333333 |         63.666667 |        500.333333 |      3 |   437.000000 |      1.000000
 438 |   63.666667 |  117.333333 |         63.666667 |        501.333333 |      3 |   438.000000 |      1.000000
 439 |   63.666667 |  118.333333 |         63.666667 |        502.333333 |      3 |   439.000000 |      1.000000
 440 |   63.666667 |  119.333333 |         63.666667 |        503.333333 |      3 |   440.000000 |      1.000000
 441 |   63.666667 |  120.333333 |         63.666667 |        504.333333 |      3 |   441.000000 |      1.000000
 442 |   63.666667 |  121.333333 |         63.666667 |        505.333333 |      3 |   442.000000 |      1.000000
 443 |   63.666667 |  122.333333 |         63.666667 |        506.333333 |      3 |   443.000000 |      1.000000
 444 |   63.666667 |  123.333333 |         63.666667 |        507.333333 |      3 |   444.000000 |      1.000000
 445 |   63.666667 |  124.333333 |         63.666667 |        508.333333 |      3 |   445.000000 |      1.000000
 446 |   63.666667 |  125.333333 |         63.666667 |        509.333333 |      3 |   446.000000 |      1.000000
 447 |   63.666667 |  126.333333 |         63.666667 |        510.333333 |      3 |   447.000000 |      1.000000
 448 |   63.666667 |   84.666667 |         63.666667 |        511.333333 |      3 |   448.000000 |      1.000000
 449 |   63.666667 |    0.333333 |         63.666667 |        512.333333 |      3 |   449.000000 |      1.000000
 450 |   63.666667 |    1.333333 |         63.666667 |        513.333333 |      3 |   450.000000 |      1.000000
 451 |   63.666667 |    2.333333 |         63.666667 |        514.333333 |      3 |   451.000000 |      1.000000
 452 |   63.666667 |    3.333333 |         63.666667 |        515.333333 |      3 |   452.000000 |      1.000000
 453 |   63.666667 |    4.333333 |         63.666667 |        516.333333 |      3 |   453.000000 |      1.000000
 454 |   63.666667 |    5.333333 |         63.666667 |        517.333333 |      3 |   454.000000 |      1.000000
 455 |   63.666667 |    6.333333 |         63.666667 |        518.333333 |      3 |   455.000000 |      1.000000
 456 |   63.666667 |    7.333333 |         63.666667 |        519.333333 |      3 |   456.000000 |      1.000000
 457 |   63.666667 |    8.333333 |         63.666667 |        520.333333 |      3 |   457.000000 |      1.000000
 458 |   63.666667 |    9.333333 |         63.666667 |        521.333333 |      3 |   458.000000 |      1.000000
 459 |   63.666667 |   10.333333 |         63.666667 |        522.333333 |      3 |   459.000000 |      1.000000
 460 |   63.666667 |   11.333333 |         63.666667 |        523.333333 |      3 |   460.000000 |      1.000000
 461 |   63.666667 |   12.333333 |         63.666667 |        524.333333 |      3 |   461.000000 |      1.000000
 462 |   63.666667 |   13.333333 |         63.666667 |        525.333333 |      3 |   462.000000 |      1.000000
 463 |   63.666667 |   14.333333 |         63.666667 |        526.333333 |      3 |   463.000000 |      1.000000
 464 |   63.666667 |   15.333333 |         63.666667 |        527.333333 |      3 |   464.000000 |      1.000000
 465 |   63.666667 |   16.333333 |         63.666667 |        528.333333 |      3 |   465.000000 |      1.000000
 466 |   63.666667 |   17.333333 |         63.666667 |        529.333333 |      3 |   466.000000 |      1.000000
 467 |   63.666667 |   18.333333 |         63.666667 |        530.333333 |      3 |   467.000000 |      1.000000
 468 |   63.666667 |   19.333333 |         63.666667 |        531.333333 |      3 |   468.000000 |      1.000000
 469 |   63.666667 |   20.333333 |         63.666667 |        532.333333 |      3 |   469.000000 |      1.000000
 470 |   63.666667 |   21.333333 |         63.666667 |        533.333333 |      3 |   470.000000 |      1.000000
 471 |   63.666667 |   22.333333 |         63.666667 |        534.333333 |      3 |   471.000000 |      1.000000
 472 |   63.666667 |   23.333333 |         63.666667 |        535.333333 |      3 |   472.000000 |      1.000000
 473 |   63.666667 |   24.333333 |         63.666667 |        536.333333 |      3 |   473.000000 |      1.000000
 474 |   63.666667 |   25.333333 |         63.666667 |        537.333333 |      3 |   474.000000 |      1.000000
 475 |   63.666667 |   26.333333 |         63.666667 |        538.333333 |      3 |   475.000000 |      1.000000
 476 |   63.666667 |   27.333333 |         63.666667 |        539.333333 |      3 |   476.000000 |      1.000000
 477 |   63.666667 |   28.333333 |         63.666667 |        540.333333 |      3 |   477.000000 |      1.000000
 478 |   63.666667 |   29.333333 |         63.666667 |        541.333333 |      3 |   478.000000 |      1.000000
 479 |   63.666667 |   30.333333 |         63.666667 |        542.333333 |      3 |   479.000000 |      1.000000
 480 |   63.666667 |   31.333333 |         63.666667 |        543.333333 |      3 |   480.000000 |      1.000000
 481 |   63.666667 |   32.333333 |         63.666667 |        544.333333 |      3 |   481.000000 |      1.000000
 482 |   63.666667 |   33.333333 |         63.666667 |        545.333333 |      3 |   482.000000 |      1.000000
 483 |   63.666667 |   34.333333 |         63.666667 |        546.333333 |      3 |   483.000000 |      1.000000
 484 |   63.666667 |   35.333333 |         63.666667 |        547.333333 |      3 |   484.000000 |      1.000000
 485 |   63.666667 |   36.333333 |         63.666667 |        548.333333 |      3 |   485.000000 |      1.000000
 486 |   63.666667 |   37.333333 |         63.666667 |        549.333333 |      3 |   486.000000 |      1.000000
 487 |   63.666667 |   38.333333 |         63.666667 |        550.333333 |      3 |   487.000000 |      1.000000
 488 |   63.666667 |   39.333333 |         63.666667 |        551.333333 |      3 |   488.000000 |      1.000000
 489 |   63.666667 |   40.333333 |         63.666667 |        552.333333 |      3 |   489.000000 |      1.000000
 490 |   63.666667 |   41.333333 |         63.666667 |        553.333333 |      3 |   490.000000 |      1.000000
 491 |   63.666667 |   42.333333 |         63.666667 |        554.333333 |      3 |   491.000000 |      1.000000
 492 |   63.666667 |   43.333333 |         63.666667 |        555.333333 |      3 |   492.000000 |      1.000000
 493 |   63.666667 |   44.333333 |         63.666667 |        556.333333 |      3 |   493.000000 |      1.000000
 494 |   63.666667 |   45.333333 |         63.666667 |        557.333333 |      3 |   494.000000 |      1.000000
 495 |   63.666667 |   46.333333 |         63.666667 |        558.333333 |      3 |   495.000000 |      1.000000
 496 |   63.666667 |   47.333333 |         63.666667 |        559.333333 |      3 |   496.000000 |      1.000000
 497 |   63.666667 |   48.333333 |         63.666667 |        560.333333 |      3 |   497.000000 |      1.000000
 498 |   63.666667 |   49.333333 |         63.666667 |        561.333333 |      3 |   498.000000 |      1.000000
 499 |   63.666667 |   50.333333 |         63.666667 |        562.333333 |      3 |   499.000000 |      1.000000
 500 |   63.666667 |   51.333333 |         63.666667 |        563.333333 |      3 |   500.000000 |      1.000000 ***
-----------------------------------------------------------------------------------------------------------------------------

SUMMARY
================================================================================
Classification:              MOVING/GLIDER
Avg velocity v:              1.00000000 cells/step
Total displacement (unwrapped): (0.000000, 500.000000)
Total unwrapped distance:    500.000000 cells
Canonical shapes count:      1
  Shape 1: ((0, 0), (1, 0), (1, 1))
Period of shape oscillation: 1 step(s)
Perfect size conservation:   True (min=3, max=3)
True stable v<c glider:      No (it is a speed-of-light v=c glider since v = 1.000000)
Max step speed:              1.000000
Mean step speed:             1.000000
Motion steps:                500/500
Stationary steps:            0/500

================================================================================
ACTIVE CELL COORDINATES (selected steps)
--------------------------------------------------------------------------------
Step 0:
  ( 63,  63)
  ( 64,  63)
  ( 64,  64)

Step 100:
  ( 63,  35)
  ( 64,  35)
  ( 64,  36)

Step 200:
  ( 63,   7)
  ( 64,   7)
  ( 64,   8)

Step 300:
  ( 63, 107)
  ( 64, 107)
  ( 64, 108)

Step 400:
  ( 63,  79)
  ( 64,  79)
  ( 64,  80)

Step 500:
  ( 63,  51)
  ( 64,  51)
  ( 64,  52)

================================================================================
