step,com_x,com_y,bit_count
993,63.9167,90.2083,48
994,63.5000,63.7500,12
995,63.7500,79.6250,16
996,63.6154,71.0769,26
997,63.7857,81.8929,28
998,63.5714,68.2857,28
999,63.8947,88.8158,38
1000,63.7222,77.8611,36
1001,63.8148,83.7407,54
1002,63.4286,59.2143,28
1003,63.7857,81.8929,28
1004,63.6800,75.1800,50
1005,63.7857,81.8929,56
1006,63.5000,63.7500,44
1007,63.9167,90.2083,48
1008,63.8148,83.7407,54
1009,63.8148,83.7407,54
1010,63.2000,44.7000,20
1011,63.2857,50.1429,14
1012,63.1765,43.2059,34
1013,63.2000,44.7000,20
1014,63.2273,46.4318,44
1015,63.5000,63.7500,12
1016,63.4286,59.2143,28
1017,63.2000,44.7000,20
1018,63.2778,49.6389,36
1019,63.4545,60.8636,22
1020,63.3200,52.3200,50
1021,63.2143,45.6071,28
1022,63.2667,48.9333,60
1023,63.8571,86.4286,14
1024,63.8462,85.7308,26
1025,63.5000,63.7500,8
1026,63.6250,71.6875,16
1027,63.7143,77.3571,14
1028,63.6154,71.0769,26
1029,63.6250,71.6875,16
1030,63.7000,76.4500,40
1031,63.8000,82.8000,20
1032,63.7727,81.0682,44
1033,63.3750,55.8125,16
1034,63.5000,63.7500,32
1035,63.7273,78.1818,22
1036,63.6190,71.3095,42
1037,63.5000,63.7500,24
1038,63.6071,70.5536,56
1039,63.8462,85.7308,26
1040,63.8148,83.7407,54
1041,63.2857,50.1429,14
1042,63.2727,49.3182,22
1043,63.5000,63.7500,20
1044,63.3000,51.0500,40
1045,63.3846,56.4231,26
1046,63.3200,52.3200,50
1047,63.7273,78.1818,22
1048,63.5789,68.7632,38
1049,63.3846,56.4231,26
1050,63.3810,56.1905,42
1051,63.7000,76.4500,40
1052,63.5000,63.7500,68
1053,63.4211,58.7368,38
1054,63.3714,55.5857,70
1055,63.9444,91.9722,36
1056,63.9167,90.2083,48
1057,63.6000,70.1000,10
1058,63.6667,74.3333,18
1059,63.8000,82.8000,20
1060,63.6875,75.6562,32
1061,63.7273,78.1818,22
1062,63.7391,78.9348,46
1063,63.8667,87.0333,30
1064,63.8148,83.7407,54
1065,63.5455,66.6364,22
1066,63.5789,68.7632,38
1067,63.8500,85.9750,40
1068,63.7333,78.5667,60
1069,63.6471,73.0882,34
1070,63.6667,74.3333,66
1071,63.9167,90.2083,48
1072,63.8148,83.7407,54
1073,63.2857,50.1429,14
1074,63.2000,44.7000,20
1075,63.3750,55.8125,16
1076,63.1250,39.9375,32
1077,63.3846,56.4231,26
1078,63.1500,41.5250,40
1079,63.6667,74.3333,18
1080,63.2000,44.7000,20
1081,63.3846,56.4231,26
1082,63.2778,49.6389,36
1083,63.5714,68.2857,28
1084,63.1500,41.5250,40
1085,63.4211,58.7368,38
1086,63.2143,45.6071,56
1087,63.9167,90.2083,24
1088,63.5000,63.7500,8
1089,63.7143,77.3571,14
1090,63.6250,71.6875,16
1091,63.8000,82.8000,20
1092,63.5000,63.7500,20
1093,63.8235,84.2941,34
1094,63.5714,68.2857,28
1095,63.8947,88.8158,38
1096,63.3750,55.8125,16
1097,63.6154,71.0769,26
1098,63.5000,63.7500,32
1099,63.8125,83.5938,32
1100,63.4286,59.2143,28
1101,63.7391,78.9348,46
1102,63.5000,63.7500,44
1103,63.9167,90.2083,48
1104,63.2857,50.1429,14
1105,63.3750,55.8125,16
1106,63.3846,56.4231,26
1107,63.5455,66.6364,22
1108,63.2632,48.7105,38
1109,63.5000,63.7500,32
1110,63.3200,52.3200,50
1111,63.7857,81.8929,28
1112,63.3846,56.4231,26
1113,63.5000,63.7500,32
1114,63.5185,64.9259,54
1115,63.7391,78.9348,46
1116,63.3200,52.3200,50
1117,63.5417,66.3958,48
1118,63.4359,59.6795,78
1119,63.9565,92.7391,46
1120,63.6000,70.1000,10
1121,63.7500,79.6250,16
1122,63.7273,78.1818,22
1123,63.8462,85.7308,26
1124,63.6154,71.0769,26
1125,63.8500,85.9750,40
1126,63.6842,75.4474,38
1127,63.9167,90.2083,48
1128,63.5455,66.6364,22
1129,63.6875,75.6562,32
1130,63.6800,75.1800,50
1131,63.8800,87.8800,50
1132,63.5789,68.7632,38
1133,63.7857,81.8929,56
1134,63.6667,74.3333,66
1135,63.9167,90.2083,48
1136,63.2857,50.1429,14
1137,63.2857,50.1429,14
1138,63.2727,49.3182,22
1139,63.2857,50.1429,14
1140,63.2632,48.7105,38
1141,63.2727,49.3182,22
1142,63.2609,48.5652,46
1143,63.4000,57.4000,10
1144,63.3846,56.4231,26
1145,63.3846,56.4231,26
1146,63.3810,56.1905,42
1147,63.3333,53.1667,18
1148,63.3200,52.3200,50
1149,63.3529,54.4118,34
1150,63.3333,53.1667,66
1151,63.6667,74.3333,6
1152,63.7143,77.3571,14
1153,63.7143,77.3571,14
1154,63.7273,78.1818,22
1155,63.7143,77.3571,14
1156,63.7368,78.7895,38
1157,63.7273,78.1818,22
1158,63.7391,78.9348,46
1159,63.6000,70.1000,10
1160,63.6154,71.0769,26
1161,63.6154,71.0769,26
1162,63.6190,71.3095,42
1163,63.6667,74.3333,18
1164,63.6800,75.1800,50
1165,63.6471,73.0882,34
1166,63.6667,74.3333,66
1167,63.5000,63.7500,8
1168,63.3750,55.8125,16
1169,63.5000,63.7500,20
1170,63.4286,59.2143,28
1171,63.5000,63.7500,20
1172,63.3636,55.0909,44
1173,63.5000,63.7500,32
1174,63.3929,56.9464,56
1175,63.6250,71.6875,16
1176,63.5000,63.7500,32
1177,63.6364,72.4091,44
1178,63.5667,67.9833,60
1179,63.5714,68.2857,28
1180,63.4333,59.5167,60
1181,63.6071,70.5536,56
1182,63.5000,63.7500,88
1183,63.7500,79.6250,8
1184,63.7500,79.6250,16
1185,63.8000,82.8000,20
1186,63.7857,81.8929,28
1187,63.8000,82.8000,20
1188,63.7727,81.0682,44
1189,63.8125,83.5938,32
1190,63.7857,81.8929,56
1191,63.7500,79.6250,16
1192,63.6875,75.6562,32
1193,63.7727,81.0682,44
1194,63.7333,78.5667,60
1195,63.7857,81.8929,28
1196,63.7333,78.5667,60
1197,63.7857,81.8929,56
1198,63.6667,74.3333,66
1199,63.5000,63.7500,8
1200,63.2857,50.1429,14
1201,63.3750,55.8125,16
1202,63.2000,44.7000,20
1203,63.5000,63.7500,20
1204,63.1765,43.2059,34
1205,63.4286,59.2143,28
1206,63.1053,38.6842,38
1207,63.6250,71.6875,16
1208,63.3846,56.4231,26
1209,63.5000,63.7500,32
1210,63.1875,43.9062,32
1211,63.5714,68.2857,28
1212,63.2609,48.5652,46
1213,63.5000,63.7500,44
1214,63.0833,37.2917,48
1215,63.8333,84.9167,12
1216,63.7143,77.3571,14
1217,63.8000,82.8000,20
1218,63.6250,71.6875,16
1219,63.8750,87.5625,32
1220,63.6154,71.0769,26
1221,63.8500,85.9750,40
1222,63.3333,53.1667,18
1223,63.8000,82.8000,20
1224,63.6154,71.0769,26
1225,63.7222,77.8611,36
1226,63.4286,59.2143,28
1227,63.8500,85.9750,40
1228,63.5789,68.7632,38
1229,63.7857,81.8929,56
1230,63.1538,41.7692,26
1231,63.6000,70.1000,10
1232,63.5000,63.7500,20
1233,63.5455,66.6364,22
1234,63.3846,56.4231,26
1235,63.6154,71.0769,26
1236,63.3636,55.0909,44
1237,63.5789,68.7632,38
1238,63.2273,46.4318,44
1239,63.7273,78.1818,22
1240,63.6364,72.4091,44
1241,63.6800,75.1800,50
1242,63.3810,56.1905,42
1243,63.6842,75.4474,38
1244,63.5000,63.7500,68
1245,63.6667,74.3333,66
1246,63.1200,39.6200,50
1247,63.8571,86.4286,14
1248,63.8000,82.8000,20
1249,63.8462,85.7308,26
1250,63.7273,78.1818,22
1251,63.8947,88.8158,38
1252,63.7222,77.8611,36
1253,63.8800,87.8800,50
1254,63.5000,63.7500,24
1255,63.8462,85.7308,26
1256,63.7727,81.0682,44
1257,63.8148,83.7407,54
1258,63.5789,68.7632,38
1259,63.8800,87.8800,50
1260,63.7333,78.5667,60
1261,63.7857,81.8929,56
1262,63.1538,41.7692,26
1263,63.5000,63.7500,8
1264,63.3750,55.8125,16
1265,63.2857,50.1429,14
1266,63.3846,56.4231,26
1267,63.3750,55.8125,16
1268,63.3000,51.0500,40
1269,63.2000,44.7000,20
1270,63.2273,46.4318,44
1271,63.6250,71.6875,16
1272,63.5000,63.7500,32
1273,63.2727,49.3182,22
1274,63.3810,56.1905,42
1275,63.5000,63.7500,24
1276,63.3929,56.9464,56
1277,63.1538,41.7692,26
1278,63.1852,43.7593,54
1279,63.8333,84.9167,12
1280,63.8000,82.8000,20
1281,63.7143,77.3571,14
1282,63.8235,84.2941,34
1283,63.8000,82.8000,20
1284,63.7727,81.0682,44
1285,63.5000,63.7500,12
1286,63.5714,68.2857,28
1287,63.8000,82.8000,20
1288,63.7222,77.8611,36
1289,63.5455,66.6364,22
1290,63.6800,75.1800,50
1291,63.7857,81.8929,28
1292,63.7333,78.5667,60
1293,63.2500,47.8750,16
1294,63.2143,45.6071,28
1295,63.7143,77.3571,14
1296,63.5455,66.6364,22
1297,63.5000,63.7500,20
1298,63.5000,63.7500,32
1299,63.6154,71.0769,26
1300,63.4400,59.9400,50
1301,63.3846,56.4231,26
1302,63.3200,52.3200,50
1303,63.8235,84.2941,34
1304,63.6800,75.1800,50
1305,63.5000,63.7500,32
1306,63.5000,63.7500,52
1307,63.7391,78.9348,46
1308,63.5641,67.8205,78
1309,63.2143,45.6071,28
1310,63.2143,45.6071,56
1311,63.8889,88.4444,18
1312,63.8462,85.7308,26
1313,63.8000,82.8000,20
1314,63.8500,85.9750,40
1315,63.8667,87.0333,30
1316,63.8148,83.7407,54
1317,63.6667,74.3333,18
1318,63.6471,73.0882,34
1319,63.8947,88.8158,38
1320,63.8148,83.7407,54
1321,63.6875,75.6562,32
1322,63.7333,78.5667,60
1323,63.8800,87.8800,50
1324,63.7333,78.5667,60
1325,63.2500,47.8750,16
1326,63.1538,41.7692,26
1327,63.6000,70.1000,10
1328,63.2857,50.1429,14
1329,63.5000,63.7500,20
1330,63.2727,49.3182,22
1331,63.5455,66.6364,22
1332,63.1250,39.9375,32
1333,63.3846,56.4231,26
1334,63.2273,46.4318,44
1335,63.7273,78.1818,22
1336,63.2727,49.3182,22
1337,63.5000,63.7500,32
1338,63.3158,52.0526,38
1339,63.6471,73.0882,34
1340,63.1053,38.6842,38
1341,63.3125,51.8438,32
1342,63.1852,43.7593,54
1343,63.8889,88.4444,18
1344,63.7143,77.3571,14
1345,63.8750,87.5625,32
1346,63.7273,78.1818,22
1347,63.8947,88.8158,38
1348,63.3750,55.8125,16
1349,63.7273,78.1818,22
1350,63.5714,68.2857,28
1351,63.8667,87.0333,30
1352,63.5455,66.6364,22
1353,63.7727,81.0682,44
1354,63.5789,68.7632,38
1355,63.8800,87.8800,50
1356,63.2000,44.7000,20
1357,63.3333,53.1667,18
1358,63.3125,51.8438,32
1359,63.7500,79.6250,16
1360,63.5000,63.7500,20
1361,63.6154,71.0769,26
1362,63.5000,63.7500,32
1363,63.6875,75.6562,32
1364,63.2632,48.7105,38
1365,63.5000,63.7500,32
1366,63.4516,60.6774,62
1367,63.8500,85.9750,40
1368,63.5000,63.7500,32
1369,63.6190,71.3095,42
1370,63.5667,67.9833,60
1371,63.7857,81.8929,56
1372,63.1500,41.5250,40
1373,63.3529,54.4118,34
1374,63.2667,48.9333,60
1375,63.9167,90.2083,24
1376,63.8000,82.8000,20
1377,63.8947,88.8158,38
1378,63.8125,83.5938,32
1379,63.9167,90.2083,48
1380,63.5455,66.6364,22
1381,63.7857,81.8929,28
1382,63.7391,78.9348,46
1383,63.9167,90.2083,48
1384,63.6875,75.6562,32
1385,63.8148,83.7407,54
1386,63.7333,78.5667,60
1387,63.8800,87.8800,50
1388,63.2000,44.7000,20
1389,63.2500,47.8750,16
1390,63.2143,45.6071,28
1391,63.5000,63.7500,8
1392,63.5000,63.7500,20
1393,63.3750,55.8125,16
1394,63.4286,59.2143,28
1395,63.2857,50.1429,14
1396,63.2632,48.7105,38
1397,63.3846,56.4231,26
1398,63.3200,52.3200,50
1399,63.5000,63.7500,12
1400,63.5000,63.7500,32
1401,63.4286,59.2143,28
1402,63.4583,61.1042,48
1403,63.2500,47.8750,16
1404,63.2273,46.4318,44
1405,63.3125,51.8438,32
1406,63.2667,48.9333,60
1407,63.8333,84.9167,12
1408,63.8750,87.5625,32
1409,63.8000,82.8000,20
1410,63.8500,85.9750,40
1411,63.6000,70.1000,10
1412,63.6154,71.0769,26
1413,63.7273,78.1818,22
1414,63.6842,75.4474,38
1415,63.7500,79.6250,16
1416,63.7727,81.0682,44
1417,63.6875,75.6562,32
1418,63.7333,78.5667,60
1419,63.4000,57.4000,10
1420,63.2727,49.3182,22
1421,63.4545,60.8636,22
1422,63.3529,54.4118,34
1423,63.7143,77.3571,14
1424,63.6154,71.0769,26
1425,63.6154,71.0769,26
1426,63.5789,68.7632,38
1427,63.5000,63.7500,20
1428,63.3636,55.0909,44
1429,63.6364,72.4091,44
1430,63.5000,63.7500,68
1431,63.7273,78.1818,22
1432,63.6190,71.3095,42
1433,63.6800,75.1800,50
1434,63.6286,71.9143,70
1435,63.3333,53.1667,18
1436,63.2609,48.5652,46
1437,63.4211,58.7368,38
1438,63.3333,53.1667,66
1439,63.8889,88.4444,18
1440,63.8947,88.8158,38
1441,63.8667,87.0333,30
1442,63.8800,87.8800,50
1443,63.7500,79.6250,16
1444,63.6875,75.6562,32
1445,63.8500,85.9750,40
1446,63.7857,81.8929,56
1447,63.8462,85.7308,26
1448,63.8148,83.7407,54
1449,63.8148,83.7407,54
1450,63.7333,78.5667,60
1451,63.4000,57.4000,10
1452,63.2000,44.7000,20
1453,63.3333,53.1667,18
1454,63.1538,41.7692,26
1455,63.7143,77.3571,14
1456,63.3750,55.8125,16
1457,63.5455,66.6364,22
1458,63.2000,44.7000,20
1459,63.5000,63.7500,20
1460,63.2632,48.7105,38
1461,63.5000,63.7500,32
1462,63.1500,41.5250,40
1463,63.7273,78.1818,22
1464,63.4286,59.2143,28
1465,63.5789,68.7632,38
1466,63.1333,40.4667,30
1467,63.4545,60.8636,22
1468,63.2273,46.4318,44
1469,63.4211,58.7368,38
1470,63.1852,43.7593,54
1471,63.9333,91.2667,30
1472,63.8000,82.8000,20
1473,63.8947,88.8158,38
1474,63.5000,63.7500,12
1475,63.8000,82.8000,20
1476,63.6154,71.0769,26
1477,63.8125,83.5938,32
1478,63.5000,63.7500,24
1479,63.8947,88.8158,38
1480,63.6875,75.6562,32
1481,63.8148,83.7407,54
1482,63.2000,44.7000,20
1483,63.5000,63.7500,12
1484,63.3846,56.4231,26
1485,63.5000,63.7500,24
1486,63.3125,51.8438,32
1487,63.8000,82.8000,20
1488,63.6154,71.0769,26
1489,63.6875,75.6562,32
1490,63.3846,56.4231,26
1491,63.6154,71.0769,26
1492,63.5000,63.7500,56
1493,63.6800,75.1800,50
1494,63.3200,52.3200,50
1495,63.8125,83.5938,32
1496,63.6800,75.1800,50
1497,63.7333,78.5667,60
1498,63.1875,43.9062,32
1499,63.5000,63.7500,24
1500,63.3200,52.3200,50
1501,63.5000,63.7500,44
1502,63.2667,48.9333,60
1503,63.9444,91.9722,36
1504,63.8667,87.0333,30
1505,63.9167,90.2083,48
1506,63.6667,74.3333,18
1507,63.8462,85.7308,26
1508,63.7727,81.0682,44
1509,63.8800,87.8800,50
1510,63.6471,73.0882,34
1511,63.9167,90.2083,48
1512,63.8148,83.7407,54
1513,63.8148,83.7407,54
1514,63.2000,44.7000,20
1515,63.4000,57.4000,10
1516,63.2727,49.3182,22
1517,63.2500,47.8750,16
1518,63.3125,51.8438,32
1519,63.6000,70.1000,10
1520,63.5455,66.6364,22
1521,63.2857,50.1429,14
1522,63.3846,56.4231,26
1523,63.5000,63.7500,20
1524,63.3636,55.0909,44
1525,63.2727,49.3182,22
1526,63.3200,52.3200,50
1527,63.6667,74.3333,18
1528,63.5789,68.7632,38
1529,63.2000,44.7000,20
1530,63.2778,49.6389,36
1531,63.4545,60.8636,22
1532,63.3200,52.3200,50
1533,63.3125,51.8438,32
1534,63.3889,56.6944,72
1535,63.8889,88.4444,18
1536,63.8947,88.8158,38
1537,63.6000,70.1000,10
1538,63.7273,78.1818,22
1539,63.8000,82.8000,20
1540,63.7222,77.8611,36
1541,63.6667,74.3333,18
1542,63.7391,78.9348,46
1543,63.8462,85.7308,26
1544,63.8148,83.7407,54
1545,63.2857,50.1429,14
1546,63.2727,49.3182,22
1547,63.6250,71.6875,16
1548,63.4286,59.2143,28
1549,63.4545,60.8636,22
1550,63.4211,58.7368,38
1551,63.8000,82.8000,20
1552,63.6875,75.6562,32
1553,63.5000,63.7500,20
1554,63.5000,63.7500,32
1555,63.7368,78.7895,38
1556,63.5484,66.8226,62
1557,63.5000,63.7500,32
1558,63.4333,59.5167,60
1559,63.8500,85.9750,40
1560,63.7333,78.5667,60
1561,63.2727,49.3182,22
1562,63.3158,52.0526,38
1563,63.5714,68.2857,28
1564,63.3929,56.9464,56
1565,63.4211,58.7368,38
1566,63.4359,59.6795,78
1567,63.9286,90.9643,28
1568,63.9167,90.2083,48
1569,63.7500,79.6250,16
1570,63.7857,81.8929,28
1571,63.8947,88.8158,38
1572,63.8148,83.7407,54
1573,63.7857,81.8929,28
1574,63.7857,81.8929,56
1575,63.9167,90.2083,48
1576,63.8148,83.7407,54
1577,63.2857,50.1429,14
1578,63.2000,44.7000,20
1579,63.5000,63.7500,12
1580,63.2000,44.7000,20
1581,63.4545,60.8636,22
1582,63.2143,45.6071,28
1583,63.7500,79.6250,16
1584,63.2857,50.1429,14
1585,63.5000,63.7500,20
1586,63.3846,56.4231,26
1587,63.6154,71.0769,26
1588,63.1765,43.2059,34
1589,63.5000,63.7500,32
1590,63.2609,48.5652,46
1591,63.7857,81.8929,28
1592,63.2000,44.7000,20
1593,63.3846,56.4231,26
1594,63.2778,49.6389,36
1595,63.5714,68.2857,28
1596,63.2273,46.4318,44
1597,63.5600,67.5600,50
1598,63.2667,48.9333,60
1599,63.9444,91.9722,36
1600,63.6000,70.1000,10
1601,63.8000,82.8000,20
1602,63.7273,78.1818,22
1603,63.8667,87.0333,30
1604,63.5455,66.6364,22
1605,63.8500,85.9750,40
1606,63.6471,73.0882,34
1607,63.9167,90.2083,48
1608,63.2857,50.1429,14
1609,63.3750,55.8125,16
1610,63.3846,56.4231,26
1611,63.6667,74.3333,18
1612,63.3846,56.4231,26
1613,63.5714,68.2857,28
1614,63.4211,58.7368,38
1615,63.8462,85.7308,26
1616,63.5000,63.7500,20
1617,63.6154,71.0769,26
1618,63.6364,72.4091,44
1619,63.7727,81.0682,44
1620,63.3636,55.0909,44
1621,63.6190,71.3095,42
1622,63.5000,63.7500,68
1623,63.8800,87.8800,50
1624,63.2727,49.3182,22
1625,63.4286,59.2143,28
1626,63.3810,56.1905,42
1627,63.6471,73.0882,34
1628,63.3200,52.3200,50
1629,63.6071,70.5536,56
1630,63.3714,55.5857,70
1631,63.9565,92.7391,46
1632,63.7500,79.6250,16
1633,63.8462,85.7308,26
1634,63.8500,85.9750,40
1635,63.9167,90.2083,48
1636,63.6875,75.6562,32
1637,63.8800,87.8800,50
1638,63.7857,81.8929,56
1639,63.9167,90.2083,48
1640,63.2857,50.1429,14
1641,63.2857,50.1429,14
1642,63.2727,49.3182,22
1643,63.4000,57.4000,10
1644,63.3846,56.4231,26
1645,63.3333,53.1667,18
1646,63.3529,54.4118,34
1647,63.5000,63.7500,8
1648,63.5000,63.7500,20
1649,63.5000,63.7500,20
1650,63.5000,63.7500,32
1651,63.3750,55.8125,16
1652,63.3636,55.0909,44
1653,63.4286,59.2143,28
1654,63.3929,56.9464,56
1655,63.4000,57.4000,10
1656,63.3846,56.4231,26
1657,63.3846,56.4231,26
1658,63.3810,56.1905,42
1659,63.4545,60.8636,22
1660,63.4516,60.6774,62
1661,63.4211,58.7368,38
1662,63.4359,59.6795,78
1663,63.7500,79.6250,8
1664,63.8000,82.8000,20
1665,63.8000,82.8000,20
1666,63.8125,83.5938,32
1667,63.7500,79.6250,16
1668,63.7727,81.0682,44
1669,63.7857,81.8929,28
1670,63.7857,81.8929,56
1671,63.5000,63.7500,8
1672,63.3750,55.8125,16
1673,63.5000,63.7500,20
1674,63.4286,59.2143,28
1675,63.6250,71.6875,16
1676,63.5000,63.7500,32
1677,63.5714,68.2857,28
1678,63.5000,63.7500,44
1679,63.7143,77.3571,14
1680,63.6154,71.0769,26
1681,63.7368,78.7895,38
1682,63.6800,75.1800,50
1683,63.6154,71.0769,26
1684,63.4815,62.5741,54
1685,63.6800,75.1800,50
1686,63.5641,67.8205,78
1687,63.5000,63.7500,12
1688,63.4286,59.2143,28
1689,63.5000,63.7500,32
1690,63.4583,61.1042,48
1691,63.5714,68.2857,28
1692,63.5000,63.7500,68
1693,63.5417,66.3958,48
1694,63.5000,63.7500,88
1695,63.8571,86.4286,14
1696,63.8462,85.7308,26
1697,63.8947,88.8158,38
1698,63.8800,87.8800,50
1699,63.8462,85.7308,26
1700,63.8148,83.7407,54
1701,63.8800,87.8800,50
1702,63.7857,81.8929,56
1703,63.5000,63.7500,8
1704,63.2857,50.1429,14
1705,63.3750,55.8125,16
1706,63.2000,44.7000,20
1707,63.6250,71.6875,16
1708,63.2727,49.3182,22
1709,63.5000,63.7500,24
1710,63.1538,41.7692,26
1711,63.7143,77.3571,14
1712,63.5000,63.7500,20
1713,63.6154,71.0769,26
1714,63.2727,49.3182,22
1715,63.6154,71.0769,26
1716,63.3000,51.0500,40
1717,63.5789,68.7632,38
1718,63.1053,38.6842,38
1719,63.6250,71.6875,16
1720,63.3846,56.4231,26
1721,63.5000,63.7500,32
1722,63.2778,49.6389,36
1723,63.7000,76.4500,40
1724,63.3200,52.3200,50
1725,63.6071,70.5536,56
1726,63.1200,39.6200,50
1727,63.8889,88.4444,18
1728,63.8000,82.8000,20
1729,63.8667,87.0333,30
1730,63.6667,74.3333,18
1731,63.8947,88.8158,38
1732,63.6875,75.6562,32
1733,63.8800,87.8800,50
1734,63.2500,47.8750,16
1735,63.6000,70.1000,10
1736,63.5000,63.7500,20
1737,63.5455,66.6364,22
1738,63.3846,56.4231,26
1739,63.7273,78.1818,22
1740,63.5000,63.7500,32
1741,63.6471,73.0882,34
1742,63.3125,51.8438,32
1743,63.8000,82.8000,20
1744,63.7368,78.7895,38
1745,63.7727,81.0682,44
1746,63.5000,63.7500,32
1747,63.7222,77.8611,36
1748,63.5484,66.8226,62
1749,63.7333,78.5667,60
1750,63.1500,41.5250,40
1751,63.6667,74.3333,18
1752,63.5000,63.7500,32
1753,63.5789,68.7632,38
1754,63.3810,56.1905,42
1755,63.7391,78.9348,46
1756,63.4333,59.5167,60
1757,63.6667,74.3333,66
1758,63.2143,45.6071,56
1759,63.9167,90.2083,24
1760,63.8947,88.8158,38
1761,63.9167,90.2083,48
1762,63.7857,81.8929,28
1763,63.9167,90.2083,48
1764,63.8148,83.7407,54
1765,63.8800,87.8800,50
1766,63.2500,47.8750,16
1767,63.5000,63.7500,8
1768,63.3750,55.8125,16
1769,63.2857,50.1429,14
1770,63.3846,56.4231,26
1771,63.5000,63.7500,12
1772,63.4286,59.2143,28
1773,63.2500,47.8750,16
1774,63.3125,51.8438,32
1775,63.7143,77.3571,14
1776,63.6154,71.0769,26
1777,63.3750,55.8125,16
1778,63.5000,63.7500,32
1779,63.5455,66.6364,22
1780,63.4400,59.9400,50
1781,63.2000,44.7000,20
1782,63.2273,46.4318,44
1783,63.6250,71.6875,16
1784,63.5000,63.7500,32
1785,63.3846,56.4231,26
1786,63.5185,64.9259,54
1787,63.5714,68.2857,28
1788,63.5000,63.7500,68
1789,63.2143,45.6071,28
1790,63.2667,48.9333,60
1791,63.8889,88.4444,18
1792,63.8667,87.0333,30
1793,63.7500,79.6250,16
1794,63.8500,85.9750,40
1795,63.8462,85.7308,26
1796,63.8148,83.7407,54
1797,63.4000,57.4000,10
1798,63.3333,53.1667,18
1799,63.7143,77.3571,14
1800,63.5455,66.6364,22
1801,63.5000,63.7500,20
1802,63.5000,63.7500,32
1803,63.7273,78.1818,22
1804,63.5789,68.7632,38
1805,63.4545,60.8636,22
1806,63.4211,58.7368,38
1807,63.8750,87.5625,32
1808,63.7727,81.0682,44
1809,63.6154,71.0769,26
1810,63.6190,71.3095,42
1811,63.7727,81.0682,44
1812,63.6111,70.8056,72
1813,63.2727,49.3182,22
1814,63.2609,48.5652,46
1815,63.7273,78.1818,22
1816,63.5789,68.7632,38
1817,63.5000,63.7500,32
1818,63.5667,67.9833,60
1819,63.6842,75.4474,38
1820,63.5641,67.8205,78
1821,63.3529,54.4118,34
1822,63.3333,53.1667,66
1823,63.9444,91.9722,36
1824,63.9167,90.2083,48
1825,63.8462,85.7308,26
1826,63.8800,87.8800,50
1827,63.9167,90.2083,48
1828,63.8148,83.7407,54
1829,63.4000,57.4000,10
1830,63.2500,47.8750,16
1831,63.6000,70.1000,10
1832,63.2857,50.1429,14
1833,63.5000,63.7500,20
1834,63.2727,49.3182,22
1835,63.6667,74.3333,18
1836,63.2000,44.7000,20
1837,63.4545,60.8636,22
1838,63.3125,51.8438,32
1839,63.8000,82.8000,20
1840,63.3750,55.8125,16
1841,63.6154,71.0769,26
1842,63.4286,59.2143,28
1843,63.6875,75.6562,32
1844,63.1250,39.9375,32
1845,63.3846,56.4231,26
1846,63.2273,46.4318,44
1847,63.7273,78.1818,22
1848,63.3846,56.4231,26
1849,63.6364,72.4091,44
1850,63.3810,56.1905,42
1851,63.7391,78.9348,46
1852,63.1500,41.5250,40
1853,63.4211,58.7368,38
1854,63.2667,48.9333,60
1855,63.9286,90.9643,28
1856,63.7500,79.6250,16
1857,63.8947,88.8158,38
1858,63.7857,81.8929,28
1859,63.9167,90.2083,48
1860,63.2857,50.1429,14
1861,63.5000,63.7500,12
1862,63.4545,60.8636,22
1863,63.7500,79.6250,16
1864,63.5000,63.7500,20
1865,63.6154,71.0769,26
1866,63.5000,63.7500,32
1867,63.7857,81.8929,28
1868,63.3846,56.4231,26
1869,63.5714,68.2857,28
1870,63.5600,67.5600,50
1871,63.8947,88.8158,38
1872,63.6154,71.0769,26
1873,63.7222,77.8611,36
1874,63.6800,75.1800,50
1875,63.8148,83.7407,54
1876,63.1765,43.2059,34
1877,63.4286,59.2143,28
1878,63.3200,52.3200,50
1879,63.7857,81.8929,28
1880,63.5000,63.7500,32
1881,63.6800,75.1800,50
1882,63.5000,63.7500,52
1883,63.7857,81.8929,56
1884,63.2609,48.5652,46
1885,63.5000,63.7500,44
1886,63.4359,59.6795,78
1887,63.9565,92.7391,46
1888,63.8462,85.7308,26
1889,63.9167,90.2083,48
1890,63.8800,87.8800,50
1891,63.9167,90.2083,48
1892,63.2857,50.1429,14
1893,63.4000,57.4000,10
1894,63.3333,53.1667,18
1895,63.5000,63.7500,8
1896,63.5000,63.7500,20
1897,63.3750,55.8125,16
1898,63.4286,59.2143,28
1899,63.4000,57.4000,10
1900,63.3846,56.4231,26
1901,63.4545,60.8636,22
1902,63.4211,58.7368,38
1903,63.6000,70.1000,10
1904,63.6154,71.0769,26
1905,63.5455,66.6364,22
1906,63.5789,68.7632,38
1907,63.2857,50.1429,14
1908,63.2632,48.7105,38
1909,63.3846,56.4231,26
1910,63.3200,52.3200,50
1911,63.6250,71.6875,16
1912,63.6364,72.4091,44
1913,63.5000,63.7500,32
1914,63.5667,67.9833,60
1915,63.3333,53.1667,18
1916,63.3200,52.3200,50
1917,63.4211,58.7368,38
1918,63.3714,55.5857,70
1919,63.8571,86.4286,14
1920,63.8947,88.8158,38
1921,63.8462,85.7308,26
1922,63.8800,87.8800,50
1923,63.5000,63.7500,8
1924,63.3750,55.8125,16
