step,bit_count,active_cell_count,num_components,sim_time_ms
329,6,30,4,1.1060000106226653
330,6,30,4,1.083899987861514
331,6,30,4,1.123199996072799
332,6,30,4,1.101600006222725
333,6,30,4,1.0978000063914806
334,6,30,4,1.0908000112976879
335,6,30,4,1.126800023484975
336,6,30,4,1.084900024579838
337,6,30,4,1.1003999970853329
338,6,30,4,1.0934000019915402
339,6,30,4,1.0941000073216856
340,6,30,4,1.0732000228017569
341,6,30,4,1.1316000018268824
342,6,30,4,1.201900013256818
343,6,30,4,1.132100005634129
344,6,30,4,1.0938000050373375
345,6,30,4,1.0996999917551875
346,6,30,4,1.1140999849885702
347,6,30,4,1.1025999847333878
348,6,30,4,1.0866000084206462
349,6,30,4,1.1230999953113496
350,6,30,4,1.1133999796584249
351,6,30,4,1.0770000226330012
352,6,30,4,1.1049000022467226
353,6,30,4,1.1011000024154782
354,6,30,4,1.1039000237360597
355,6,30,4,1.0999000223819166
356,6,30,4,1.295199996093288
357,6,30,4,1.1350999993737787
358,6,30,4,1.0965999972540885
359,6,30,4,1.1325999803375453
360,6,30,4,1.1312999995425344
361,6,30,4,1.133699988713488
362,6,30,4,1.1507000017445534
363,6,30,4,1.1303999926894903
364,6,30,4,1.1085000005550683
365,6,30,4,1.1258000158704817
366,6,30,4,1.0881000198423862
367,6,30,4,1.1516999802552164
368,6,30,4,1.0827000078279525
369,6,30,4,1.077699998859316
370,6,30,4,1.1811000003945082
371,6,30,4,1.1647999926935881
372,6,30,4,1.1101999843958765
373,6,30,4,1.1098000104539096
374,6,30,4,1.0744000028353184
375,6,30,4,1.1168000055477023
376,6,30,4,1.0987999849021435
377,6,30,4,1.094200008083135
378,6,30,4,1.091400015866384
379,6,30,4,1.1063999845646322
380,6,30,4,1.1015000054612756
381,6,30,4,1.076799992006272
382,6,30,4,1.0927999974228442
383,6,30,4,1.1460000241640955
384,6,30,4,1.1138000118080527
385,6,30,4,1.3258999970275909
386,6,30,4,1.1549000046215951
387,6,30,4,1.1042999976780266
388,6,30,4,1.1126999743282795
389,6,30,4,1.0751000081654638
390,6,30,4,1.1189999931957573
391,6,30,4,1.0839999886229634
392,6,30,4,1.0643999848980457
393,6,30,4,1.0692999931052327
394,6,30,4,1.0852999985218048
395,6,30,4,1.0903000074904412
396,6,30,4,1.098200009437278
397,6,30,4,1.1158999986946583
398,6,30,4,1.1086999729741365
399,6,30,5,1.255400013178587
400,6,30,4,1.1217000137548894
401,6,30,4,1.123400026699528
402,6,30,4,1.0955000179819763
403,6,30,4,1.116100000217557
404,6,30,4,1.0996999917551875
405,6,30,4,1.091100013582036
406,6,30,4,1.1035999923478812
407,6,30,4,1.1131999781355262
408,6,30,4,1.0950000141747296
409,6,30,4,1.1147000186610967
410,6,30,4,1.1350999993737787
411,6,30,4,1.091700018150732
412,6,30,4,1.0678000107873231
413,6,30,4,1.1258999875281006
414,6,30,4,1.1095000081695616
415,6,30,4,1.1166000040248036
416,6,30,4,1.0919999913312495
417,6,30,4,1.0926999966613948
418,6,30,4,1.0738999990280718
419,6,30,4,1.0910999844782054
420,6,30,4,1.1073999921791255
421,6,30,4,1.0819000017363578
422,6,30,4,1.0905999806709588
423,6,30,4,1.073699997505173
424,6,30,4,1.0885999945458025
425,6,30,4,1.0891999991144985
426,6,30,4,1.086699980078265
427,6,30,4,1.0947000118903816
428,6,30,4,1.1584999738261104
429,6,30,4,1.1564000160433352
430,6,30,4,1.0831000108737499
431,6,30,4,1.0956999904010445
432,6,30,4,1.0952999873552471
433,6,30,4,1.107100018998608
434,6,30,4,1.0881000198423862
435,6,30,4,1.0905000090133399
436,6,30,4,1.1243000044487417
437,6,30,4,1.0770000226330012
438,6,30,4,1.1030000168830156
439,6,30,4,1.1033999908249825
440,6,30,4,1.11270000343211
441,6,30,4,1.1417000205256045
442,6,30,4,1.2284000113140792
443,6,30,4,1.1497999948915094
444,6,30,4,1.115499995648861
445,6,30,4,1.0874000145122409
446,6,30,4,1.148799987277016
447,6,30,4,1.121699984651059
448,6,30,4,1.113600010285154
449,6,30,4,1.0940000065602362
450,6,30,4,1.1121999996248633
451,6,30,4,1.1118999973405153
452,6,30,4,1.0850999969989061
453,6,30,4,1.1489999887999147
454,6,30,4,1.1658000003080815
455,6,30,4,1.0830000101123005
456,6,30,4,1.182200008770451
457,6,30,4,1.7081999976653606
458,6,30,4,1.1032999900635332
459,6,30,4,1.1211999808438122
460,6,30,4,1.1215000122319907
461,6,30,4,1.138599996920675
462,6,30,4,1.0864000068977475
463,6,30,4,1.1012000031769276
464,6,30,4,1.0832000116351992
465,6,30,4,1.139500003773719
466,6,30,4,1.0653000208549201
467,6,30,4,1.0695000237319618
468,6,30,4,1.11270000343211
469,6,30,4,1.0904000082518905
470,6,30,4,1.2242000084370375
471,6,30,4,1.1209999793209136
472,6,30,4,1.112400001147762
473,6,30,4,1.1417999921832234
474,6,30,4,1.0942999797407538
475,6,30,4,1.135800004703924
476,6,30,4,1.1072999914176762
477,6,30,4,1.0808999941218644
478,6,30,4,1.108399999793619
479,6,30,4,1.1070999898947775
480,6,30,4,1.0762999881990254
481,6,30,4,1.1192999954801053
482,6,30,4,1.0851999977603555
483,6,30,4,1.0811999964062124
484,6,30,4,1.1341000208631158
485,6,30,4,1.1125000019092113
486,6,30,4,1.1104000150226057
487,6,30,4,1.1004000261891633
488,6,30,4,1.0885000228881836
489,6,30,4,1.0869000107049942
490,6,30,4,1.0941999789793044
491,6,30,4,1.0704000014811754
492,6,30,4,1.0994999902322888
493,6,30,4,1.0946000111289322
494,6,30,4,1.0947000118903816
495,6,30,4,1.0978000063914806
496,6,30,4,1.1051000037696213
497,6,30,4,1.1110999912489206
498,6,30,4,1.0961999942082912
499,6,30,4,1.2069999938830733
500,6,30,4,1.1045999999623746
501,6,30,4,1.11119999201037
502,6,30,4,1.1184999893885106
503,6,30,4,1.0886999953072518
504,6,30,4,1.0901000059675425
505,6,30,4,1.0962000233121216
506,6,30,4,1.0971000010613352
507,6,30,4,1.0789000079967082
508,6,30,4,1.1051999754272401
509,6,30,4,1.0974000033456832
510,6,30,4,1.1101999843958765
511,6,30,4,1.0834000131580979
512,6,30,4,1.0791999811772257
513,6,30,4,1.4029000012669712
514,6,30,4,1.2257999915163964
515,6,30,4,1.1402999807614833
516,6,30,4,1.0883999930229038
517,6,30,4,1.1155999964103103
518,6,30,4,1.0908999829553068
519,6,30,4,1.1186999909114093
520,6,30,4,1.164300017990172
521,6,30,4,1.1082999990321696
522,6,30,4,1.1131999781355262
523,6,30,4,1.0840999893844128
524,6,30,4,1.1064000136684626
525,6,30,4,1.0954999888781458
526,6,30,4,1.082699978724122
527,6,30,4,1.2377999955788255
528,6,30,4,1.2495999981183559
529,6,30,4,1.1624000035226345
530,6,30,4,1.092600025003776
531,6,30,4,1.1289000103715807
532,6,30,4,1.0814999986905605
533,6,30,4,1.1071999906562269
534,6,30,5,1.0987999849021435
535,6,30,4,1.126299990573898
536,6,30,4,1.1147999903187156
537,6,30,4,1.1292000126559287
538,6,30,4,1.1001000239048153
539,6,30,4,1.1123000003863126
540,6,30,4,1.0768999927677214
541,6,30,4,1.167400012491271
542,6,30,4,1.1209000076632947
543,6,30,4,1.1602999875321984
544,6,30,4,1.1232999968342483
545,6,30,4,1.0843999916687608
546,6,30,4,1.1023999832104892
547,6,30,5,1.0856000008061528
548,6,30,5,1.0894000006373972
549,6,30,4,1.114500017138198
550,6,30,4,1.1142999865114689
551,6,30,4,1.1115999950561672
552,6,30,4,1.0983000101987273
553,6,30,4,1.1156999971717596
554,6,30,4,1.0897000029217452
555,6,30,4,1.0714999807532877
556,6,30,4,1.254200004041195
557,6,30,4,1.1004999978467822
558,6,30,4,1.104399998439476
559,6,30,4,1.0848000238183886
560,6,30,4,1.109900011215359
561,6,30,4,1.1136999819427729
562,6,30,4,1.1002999963238835
563,6,30,4,1.1107999889645725
564,6,30,4,1.0870000114664435
565,6,30,4,1.1224000190850347
566,6,30,4,1.0910000128205866
567,6,30,4,1.1110999912489206
568,6,30,4,1.0891999991144985
569,6,30,4,1.1076999944634736
570,6,30,4,1.1217999854125082
571,6,30,4,1.0825000063050538
572,6,30,4,1.0807000217027962
573,6,30,4,1.1526000162120908
574,6,30,4,1.0882999922614545
575,6,30,4,1.1399999784771353
576,6,30,4,1.106500014429912
577,6,30,4,1.1156000255141407
578,6,30,4,1.0822000040207058
579,6,30,4,1.0857000015676022
580,6,30,4,1.1136999819427729
581,6,30,4,1.1267999943811446
582,6,30,4,1.1156999971717596
583,6,30,4,1.0974000033456832
584,6,30,4,1.1857999779749662
585,6,30,4,1.112099998863414
586,6,30,4,1.0822000040207058
587,6,30,4,1.0836000146809965
588,6,30,4,1.0973000025842339
589,6,30,4,1.1143000156152993
590,6,30,4,1.090099976863712
591,6,30,4,1.1257000151090324
592,6,30,4,1.1245000059716403
593,6,30,4,1.0857000015676022
594,6,30,4,1.0977000056300312
595,6,30,4,1.0937000042758882
596,6,30,4,1.0807000217027962
597,6,30,4,1.0979999788105488
598,6,30,4,1.1326000094413757
599,6,30,4,1.17200001841411
600,6,30,4,1.107799995224923
601,6,30,4,1.0957999911624938
602,6,30,4,1.0754999821074307
603,6,30,4,1.1521000124048442
604,6,30,4,1.0832000116351992
605,6,30,4,1.1128000041935593
606,6,30,4,1.1076000228058547
607,6,30,4,1.0993000178132206
608,6,30,4,1.0676999809220433
609,6,30,4,1.0862000053748488
610,6,30,4,1.15559998084791
611,6,30,4,1.0941000073216856
612,6,30,4,1.226299995323643
613,6,30,4,1.1681000178214163
614,6,30,4,1.1068999883718789
615,6,30,4,1.080499991076067
616,6,30,4,1.1041999969165772
617,6,30,4,1.1010999733116478
618,6,30,4,1.0938000050373375
619,6,30,4,1.1121999996248633
620,6,30,4,1.0855000000447035
621,6,30,4,1.1235999991185963
622,6,30,4,1.1057000083383173
623,6,30,4,1.1298999888822436
624,6,30,4,1.1096999805886298
625,6,30,4,1.1379000206943601
626,6,30,4,1.2758000229950994
627,6,30,4,1.258800009964034
628,6,30,4,1.1078000243287534
629,6,30,4,1.0961999942082912
630,6,30,4,1.0995000193361193
631,6,30,4,1.106500014429912
632,6,30,4,1.1196999985259026
633,6,30,4,1.1613000242505223
634,6,30,4,1.0685000161174685
635,6,30,4,1.1052000045310706
636,6,30,4,1.1163000017404556
637,6,30,4,1.144499983638525
638,6,30,4,1.1100000119768083
639,6,30,4,1.102800015360117
640,6,30,4,1.1796999897342175
641,6,30,4,1.1075999937020242
642,6,30,4,1.122599991504103
643,6,30,4,1.0890999983530492
644,6,30,4,1.1189000215381384
645,6,30,4,1.115100021706894
646,6,30,4,1.1332999856676906
647,6,30,4,1.0977000056300312
648,6,30,4,1.0741000005509704
649,6,30,4,1.116400002501905
650,6,30,4,1.0927999974228442
651,6,30,4,1.0929999989457428
652,6,30,4,1.0908000112976879
653,6,30,4,1.0896000021602958
654,6,30,4,1.0905999806709588
655,6,30,5,1.4070000033825636
656,6,30,4,1.0908999829553068
657,6,30,4,1.1015000054612756
658,6,30,4,1.1150000209454447
659,6,30,4,1.0741999722085893
660,6,30,4,1.1054000060539693
661,6,30,4,1.0717999830376357
662,6,30,4,1.111799996579066
663,6,30,4,1.104399998439476
664,6,30,4,1.0989999864250422
665,6,30,4,1.0908000112976879
666,6,30,4,1.108399999793619
667,6,30,4,1.0616000217851251
668,6,30,4,1.0753000096883625
669,6,30,4,1.2141999904997647
670,6,30,4,1.141099986853078
671,6,30,4,1.0833000123966485
672,6,30,4,1.0650000185705721
673,6,30,4,1.0852999985218048
674,6,30,4,1.090099976863712
675,6,30,4,1.0971000010613352
676,6,30,4,1.0850999969989061
677,6,30,4,1.130599994212389
678,6,30,4,1.0942999797407538
679,6,30,4,1.0858000023290515
680,6,30,4,1.0972000018227845
681,6,30,4,1.1127999750897288
682,6,30,4,1.1255000135861337
683,6,30,4,1.344399992376566
684,6,30,4,1.63569999858737
685,6,30,4,1.0984000109601766
686,6,30,4,1.0906000097747892
687,6,30,4,1.101900008507073
688,6,30,4,1.0867000091820955
689,6,30,4,1.121399982366711
690,6,30,4,1.10530000529252
691,6,30,4,1.1085000005550683
692,6,30,4,1.1038000229746103
693,6,30,4,1.0772000241558999
694,6,30,4,1.094500010367483
695,6,30,4,1.116100000217557
696,6,30,4,1.1156999971717596
697,6,30,4,1.4686999784316868
698,6,30,4,1.1144999880343676
699,6,30,4,1.0903000074904412
700,6,30,4,1.1126000026706606
701,6,30,4,1.095400017220527
702,6,30,4,1.1066000151913613
703,6,30,4,1.079299981938675
704,6,30,4,1.0965999972540885
705,6,30,4,1.094500010367483
706,6,30,4,1.0977000056300312
707,6,30,4,1.0951999865937978
708,6,30,4,1.1001999955624342
709,6,30,4,1.120700006140396
710,6,30,4,1.1201999732293189
711,6,30,4,1.1729999969247729
712,6,30,4,1.1081999982707202
713,6,30,4,1.1112999927718192
714,6,30,4,1.1292999843135476
715,6,30,4,1.1272999981883913
716,6,30,4,1.112400001147762
717,6,30,4,1.0915999882854521
718,6,30,4,1.1027999862562865
719,6,30,4,1.1306999949738383
720,6,30,4,1.1014000046998262
721,6,30,4,1.083299983292818
722,6,30,4,1.0949000134132802
723,6,30,4,1.084300020011142
724,6,30,4,1.0646000155247748
725,6,30,4,1.3094999885652214
726,6,30,4,1.1955999943893403
727,6,30,4,1.136799983214587
728,6,30,4,1.1099999828729779
729,6,30,4,1.1027000145986676
730,6,30,4,1.0730000212788582
731,6,30,4,1.0846999939531088
732,6,30,4,1.0971000010613352
733,6,30,4,1.1158999986946583
734,6,30,4,1.0980000079143792
735,6,30,4,1.0898000036831945
736,6,30,4,1.0871000122278929
737,6,30,4,1.11270000343211
738,6,30,4,1.0842999909073114
739,6,30,4,1.1112999927718192
740,6,30,4,1.1977000103797764
741,6,30,4,1.1479000095278025
742,6,30,4,1.0953999881166965
743,6,30,4,1.1048000014852732
744,6,30,4,1.2015999818686396
745,6,30,4,1.0873999854084104
746,6,30,4,1.123499998357147
747,6,30,4,1.077399996574968
748,6,30,4,1.0794999834615737
749,6,30,4,1.0886999953072518
750,6,30,4,1.103100017644465
751,6,30,4,1.0815999994520098
752,6,30,4,1.0974000033456832
753,6,30,4,1.0690000199247152
754,6,30,4,1.2205999810248613
755,6,30,4,1.125099981436506
756,6,30,4,1.0889999975915998
757,6,30,4,1.1024000123143196
758,6,30,4,1.099700020859018
759,6,30,4,1.10680001671426
760,6,30,4,1.09779997728765
761,6,30,4,1.1008000001311302
762,6,30,4,1.0738999990280718
763,6,30,4,1.057000015862286
764,6,30,4,1.130899996496737
765,6,30,4,1.1133999796584249
766,6,30,4,1.0721000144258142
767,6,30,4,1.0884000221267343
768,6,30,4,1.1574000236578286
769,6,30,4,1.1110999912489206
770,6,30,4,1.0808999941218644
771,6,30,4,1.1005999986082315
772,6,30,4,1.0828999802470207
773,6,30,4,1.0845999931916595
774,6,30,4,1.0966999980155379
775,6,30,4,1.0861000046133995
776,6,30,4,1.0757000127341598
777,6,30,4,1.0817000002134591
778,6,30,4,1.07409997144714
779,6,30,4,1.1094000074081123
780,6,30,4,1.071899983799085
781,6,30,4,1.0588000004645437
782,6,30,4,1.116400002501905
783,6,30,4,1.2061000161338598
784,6,30,4,1.1563999869395047
785,6,30,4,1.1340999917592853
786,6,30,4,1.0805999918375164
787,6,30,4,1.0673000069800764
788,6,30,4,1.0876000160351396
789,6,30,4,1.0775999980978668
790,6,30,5,1.0892999998759478
791,6,30,4,1.1240000021643937
792,6,30,4,1.08299998100847
793,6,30,4,1.066600001649931
794,6,30,4,1.0833999840542674
795,6,30,4,1.101900008507073
796,6,30,4,1.066299999365583
797,6,30,4,1.1343000223860145
798,6,30,4,1.1527000169735402
799,6,30,4,1.0835000139195472
800,6,30,4,1.0787000064738095
801,6,30,4,1.0950999858323485
802,6,30,4,1.0516000038478523
803,6,30,5,1.1058999807573855
804,6,30,5,1.0865000076591969
805,6,30,4,1.0655999940354377
806,6,30,4,1.0946999827865511
807,6,30,4,1.0795000125654042
808,6,30,4,1.0902000067289919
809,6,30,4,1.079899986507371
810,6,30,4,1.065399992512539
811,6,30,4,1.0600000096019357
812,6,30,4,1.1903999838978052
813,6,30,4,1.0912999860011041
814,6,30,4,1.066600001649931
815,6,30,4,1.0891999991144985
816,6,30,4,1.0661999986041337
817,6,30,4,1.0550000006332994
818,6,30,4,1.069999998435378
819,6,30,4,1.109600008931011
820,6,30,4,1.111100020352751
821,6,30,4,1.12749999971129
822,6,30,4,1.0821000032592565
823,6,30,4,1.0716000106185675
824,6,30,4,1.063200004864484
825,6,30,4,1.0680999839678407
826,6,30,4,1.136700011556968
827,6,30,4,1.1088999744970351
828,6,30,4,1.0994999902322888
829,6,30,4,1.0470999986864626
830,6,30,4,1.0708000045269728
