generation,champion_fitness
0,0.1666666666666643
1,0.47140452079102496
2,0.47140452079102496
3,0.47140452079102496
4,0.47140452079102496
5,0.47140452079102496
6,0.47140452079102496
7,0.47140452079102496
8,0.47140452079102496
9,0.47140452079102496
10,0.47140452079102496
11,0.47140452079102496
12,0.47140452079102496
13,0.47140452079102496
14,0.47140452079102496
15,0.47140452079102496
