step,CoM_x,CoM_y,bit_count,state_hash
518,63.666667,63.666667,3,44d3ed4deb4ac7b8
519,63.666667,64.000000,3,f067db67410ca6a5
520,63.333333,64.333333,3,418cf1275861566f
521,63.333333,64.000000,3,a2aed0ec9e5aa2d8
522,63.666667,63.666667,3,44d3ed4deb4ac7b8
523,63.666667,64.000000,3,f067db67410ca6a5
524,63.333333,64.333333,3,418cf1275861566f
525,63.333333,64.000000,3,a2aed0ec9e5aa2d8
526,63.666667,63.666667,3,44d3ed4deb4ac7b8
527,63.666667,64.000000,3,f067db67410ca6a5
528,63.333333,64.333333,3,418cf1275861566f
529,63.333333,64.000000,3,a2aed0ec9e5aa2d8
530,63.666667,63.666667,3,44d3ed4deb4ac7b8
531,63.666667,64.000000,3,f067db67410ca6a5
532,63.333333,64.333333,3,418cf1275861566f
533,63.333333,64.000000,3,a2aed0ec9e5aa2d8
534,63.666667,63.666667,3,44d3ed4deb4ac7b8
535,63.666667,64.000000,3,f067db67410ca6a5
536,63.333333,64.333333,3,418cf1275861566f
537,63.333333,64.000000,3,a2aed0ec9e5aa2d8
538,63.666667,63.666667,3,44d3ed4deb4ac7b8
539,63.666667,64.000000,3,f067db67410ca6a5
540,63.333333,64.333333,3,418cf1275861566f
541,63.333333,64.000000,3,a2aed0ec9e5aa2d8
542,63.666667,63.666667,3,44d3ed4deb4ac7b8
543,63.666667,64.000000,3,f067db67410ca6a5
544,63.333333,64.333333,3,418cf1275861566f
545,63.333333,64.000000,3,a2aed0ec9e5aa2d8
546,63.666667,63.666667,3,44d3ed4deb4ac7b8
547,63.666667,64.000000,3,f067db67410ca6a5
548,63.333333,64.333333,3,418cf1275861566f
549,63.333333,64.000000,3,a2aed0ec9e5aa2d8
550,63.666667,63.666667,3,44d3ed4deb4ac7b8
551,63.666667,64.000000,3,f067db67410ca6a5
552,63.333333,64.333333,3,418cf1275861566f
553,63.333333,64.000000,3,a2aed0ec9e5aa2d8
554,63.666667,63.666667,3,44d3ed4deb4ac7b8
555,63.666667,64.000000,3,f067db67410ca6a5
556,63.333333,64.333333,3,418cf1275861566f
557,63.333333,64.000000,3,a2aed0ec9e5aa2d8
558,63.666667,63.666667,3,44d3ed4deb4ac7b8
559,63.666667,64.000000,3,f067db67410ca6a5
560,63.333333,64.333333,3,418cf1275861566f
561,63.333333,64.000000,3,a2aed0ec9e5aa2d8
562,63.666667,63.666667,3,44d3ed4deb4ac7b8
563,63.666667,64.000000,3,f067db67410ca6a5
564,63.333333,64.333333,3,418cf1275861566f
565,63.333333,64.000000,3,a2aed0ec9e5aa2d8
566,63.666667,63.666667,3,44d3ed4deb4ac7b8
567,63.666667,64.000000,3,f067db67410ca6a5
568,63.333333,64.333333,3,418cf1275861566f
569,63.333333,64.000000,3,a2aed0ec9e5aa2d8
570,63.666667,63.666667,3,44d3ed4deb4ac7b8
571,63.666667,64.000000,3,f067db67410ca6a5
572,63.333333,64.333333,3,418cf1275861566f
573,63.333333,64.000000,3,a2aed0ec9e5aa2d8
574,63.666667,63.666667,3,44d3ed4deb4ac7b8
575,63.666667,64.000000,3,f067db67410ca6a5
576,63.333333,64.333333,3,418cf1275861566f
577,63.333333,64.000000,3,a2aed0ec9e5aa2d8
578,63.666667,63.666667,3,44d3ed4deb4ac7b8
579,63.666667,64.000000,3,f067db67410ca6a5
580,63.333333,64.333333,3,418cf1275861566f
581,63.333333,64.000000,3,a2aed0ec9e5aa2d8
582,63.666667,63.666667,3,44d3ed4deb4ac7b8
583,63.666667,64.000000,3,f067db67410ca6a5
584,63.333333,64.333333,3,418cf1275861566f
585,63.333333,64.000000,3,a2aed0ec9e5aa2d8
586,63.666667,63.666667,3,44d3ed4deb4ac7b8
587,63.666667,64.000000,3,f067db67410ca6a5
588,63.333333,64.333333,3,418cf1275861566f
589,63.333333,64.000000,3,a2aed0ec9e5aa2d8
590,63.666667,63.666667,3,44d3ed4deb4ac7b8
591,63.666667,64.000000,3,f067db67410ca6a5
592,63.333333,64.333333,3,418cf1275861566f
593,63.333333,64.000000,3,a2aed0ec9e5aa2d8
594,63.666667,63.666667,3,44d3ed4deb4ac7b8
595,63.666667,64.000000,3,f067db67410ca6a5
596,63.333333,64.333333,3,418cf1275861566f
597,63.333333,64.000000,3,a2aed0ec9e5aa2d8
598,63.666667,63.666667,3,44d3ed4deb4ac7b8
599,63.666667,64.000000,3,f067db67410ca6a5
600,63.333333,64.333333,3,418cf1275861566f
601,63.333333,64.000000,3,a2aed0ec9e5aa2d8
602,63.666667,63.666667,3,44d3ed4deb4ac7b8
603,63.666667,64.000000,3,f067db67410ca6a5
604,63.333333,64.333333,3,418cf1275861566f
605,63.333333,64.000000,3,a2aed0ec9e5aa2d8
606,63.666667,63.666667,3,44d3ed4deb4ac7b8
607,63.666667,64.000000,3,f067db67410ca6a5
608,63.333333,64.333333,3,418cf1275861566f
609,63.333333,64.000000,3,a2aed0ec9e5aa2d8
610,63.666667,63.666667,3,44d3ed4deb4ac7b8
611,63.666667,64.000000,3,f067db67410ca6a5
612,63.333333,64.333333,3,418cf1275861566f
613,63.333333,64.000000,3,a2aed0ec9e5aa2d8
614,63.666667,63.666667,3,44d3ed4deb4ac7b8
615,63.666667,64.000000,3,f067db67410ca6a5
616,63.333333,64.333333,3,418cf1275861566f
617,63.333333,64.000000,3,a2aed0ec9e5aa2d8
618,63.666667,63.666667,3,44d3ed4deb4ac7b8
619,63.666667,64.000000,3,f067db67410ca6a5
620,63.333333,64.333333,3,418cf1275861566f
621,63.333333,64.000000,3,a2aed0ec9e5aa2d8
622,63.666667,63.666667,3,44d3ed4deb4ac7b8
623,63.666667,64.000000,3,f067db67410ca6a5
624,63.333333,64.333333,3,418cf1275861566f
625,63.333333,64.000000,3,a2aed0ec9e5aa2d8
626,63.666667,63.666667,3,44d3ed4deb4ac7b8
627,63.666667,64.000000,3,f067db67410ca6a5
628,63.333333,64.333333,3,418cf1275861566f
629,63.333333,64.000000,3,a2aed0ec9e5aa2d8
630,63.666667,63.666667,3,44d3ed4deb4ac7b8
631,63.666667,64.000000,3,f067db67410ca6a5
632,63.333333,64.333333,3,418cf1275861566f
633,63.333333,64.000000,3,a2aed0ec9e5aa2d8
634,63.666667,63.666667,3,44d3ed4deb4ac7b8
635,63.666667,64.000000,3,f067db67410ca6a5
636,63.333333,64.333333,3,418cf1275861566f
637,63.333333,64.000000,3,a2aed0ec9e5aa2d8
638,63.666667,63.666667,3,44d3ed4deb4ac7b8
639,63.666667,64.000000,3,f067db67410ca6a5
640,63.333333,64.333333,3,418cf1275861566f
641,63.333333,64.000000,3,a2aed0ec9e5aa2d8
642,63.666667,63.666667,3,44d3ed4deb4ac7b8
643,63.666667,64.000000,3,f067db67410ca6a5
644,63.333333,64.333333,3,418cf1275861566f
645,63.333333,64.000000,3,a2aed0ec9e5aa2d8
646,63.666667,63.666667,3,44d3ed4deb4ac7b8
647,63.666667,64.000000,3,f067db67410ca6a5
648,63.333333,64.333333,3,418cf1275861566f
649,63.333333,64.000000,3,a2aed0ec9e5aa2d8
650,63.666667,63.666667,3,44d3ed4deb4ac7b8
651,63.666667,64.000000,3,f067db67410ca6a5
652,63.333333,64.333333,3,418cf1275861566f
653,63.333333,64.000000,3,a2aed0ec9e5aa2d8
654,63.666667,63.666667,3,44d3ed4deb4ac7b8
655,63.666667,64.000000,3,f067db67410ca6a5
656,63.333333,64.333333,3,418cf1275861566f
657,63.333333,64.000000,3,a2aed0ec9e5aa2d8
658,63.666667,63.666667,3,44d3ed4deb4ac7b8
659,63.666667,64.000000,3,f067db67410ca6a5
660,63.333333,64.333333,3,418cf1275861566f
661,63.333333,64.000000,3,a2aed0ec9e5aa2d8
662,63.666667,63.666667,3,44d3ed4deb4ac7b8
663,63.666667,64.000000,3,f067db67410ca6a5
664,63.333333,64.333333,3,418cf1275861566f
665,63.333333,64.000000,3,a2aed0ec9e5aa2d8
666,63.666667,63.666667,3,44d3ed4deb4ac7b8
667,63.666667,64.000000,3,f067db67410ca6a5
668,63.333333,64.333333,3,418cf1275861566f
669,63.333333,64.000000,3,a2aed0ec9e5aa2d8
670,63.666667,63.666667,3,44d3ed4deb4ac7b8
671,63.666667,64.000000,3,f067db67410ca6a5
672,63.333333,64.333333,3,418cf1275861566f
673,63.333333,64.000000,3,a2aed0ec9e5aa2d8
674,63.666667,63.666667,3,44d3ed4deb4ac7b8
675,63.666667,64.000000,3,f067db67410ca6a5
676,63.333333,64.333333,3,418cf1275861566f
677,63.333333,64.000000,3,a2aed0ec9e5aa2d8
678,63.666667,63.666667,3,44d3ed4deb4ac7b8
679,63.666667,64.000000,3,f067db67410ca6a5
680,63.333333,64.333333,3,418cf1275861566f
681,63.333333,64.000000,3,a2aed0ec9e5aa2d8
682,63.666667,63.666667,3,44d3ed4deb4ac7b8
683,63.666667,64.000000,3,f067db67410ca6a5
684,63.333333,64.333333,3,418cf1275861566f
685,63.333333,64.000000,3,a2aed0ec9e5aa2d8
686,63.666667,63.666667,3,44d3ed4deb4ac7b8
687,63.666667,64.000000,3,f067db67410ca6a5
688,63.333333,64.333333,3,418cf1275861566f
689,63.333333,64.000000,3,a2aed0ec9e5aa2d8
690,63.666667,63.666667,3,44d3ed4deb4ac7b8
691,63.666667,64.000000,3,f067db67410ca6a5
692,63.333333,64.333333,3,418cf1275861566f
693,63.333333,64.000000,3,a2aed0ec9e5aa2d8
694,63.666667,63.666667,3,44d3ed4deb4ac7b8
695,63.666667,64.000000,3,f067db67410ca6a5
696,63.333333,64.333333,3,418cf1275861566f
697,63.333333,64.000000,3,a2aed0ec9e5aa2d8
698,63.666667,63.666667,3,44d3ed4deb4ac7b8
699,63.666667,64.000000,3,f067db67410ca6a5
700,63.333333,64.333333,3,418cf1275861566f
701,63.333333,64.000000,3,a2aed0ec9e5aa2d8
702,63.666667,63.666667,3,44d3ed4deb4ac7b8
703,63.666667,64.000000,3,f067db67410ca6a5
704,63.333333,64.333333,3,418cf1275861566f
705,63.333333,64.000000,3,a2aed0ec9e5aa2d8
706,63.666667,63.666667,3,44d3ed4deb4ac7b8
707,63.666667,64.000000,3,f067db67410ca6a5
708,63.333333,64.333333,3,418cf1275861566f
709,63.333333,64.000000,3,a2aed0ec9e5aa2d8
710,63.666667,63.666667,3,44d3ed4deb4ac7b8
711,63.666667,64.000000,3,f067db67410ca6a5
712,63.333333,64.333333,3,418cf1275861566f
713,63.333333,64.000000,3,a2aed0ec9e5aa2d8
714,63.666667,63.666667,3,44d3ed4deb4ac7b8
715,63.666667,64.000000,3,f067db67410ca6a5
716,63.333333,64.333333,3,418cf1275861566f
717,63.333333,64.000000,3,a2aed0ec9e5aa2d8
718,63.666667,63.666667,3,44d3ed4deb4ac7b8
719,63.666667,64.000000,3,f067db67410ca6a5
720,63.333333,64.333333,3,418cf1275861566f
721,63.333333,64.000000,3,a2aed0ec9e5aa2d8
722,63.666667,63.666667,3,44d3ed4deb4ac7b8
723,63.666667,64.000000,3,f067db67410ca6a5
724,63.333333,64.333333,3,418cf1275861566f
725,63.333333,64.000000,3,a2aed0ec9e5aa2d8
726,63.666667,63.666667,3,44d3ed4deb4ac7b8
727,63.666667,64.000000,3,f067db67410ca6a5
728,63.333333,64.333333,3,418cf1275861566f
729,63.333333,64.000000,3,a2aed0ec9e5aa2d8
730,63.666667,63.666667,3,44d3ed4deb4ac7b8
731,63.666667,64.000000,3,f067db67410ca6a5
732,63.333333,64.333333,3,418cf1275861566f
733,63.333333,64.000000,3,a2aed0ec9e5aa2d8
734,63.666667,63.666667,3,44d3ed4deb4ac7b8
735,63.666667,64.000000,3,f067db67410ca6a5
736,63.333333,64.333333,3,418cf1275861566f
737,63.333333,64.000000,3,a2aed0ec9e5aa2d8
738,63.666667,63.666667,3,44d3ed4deb4ac7b8
739,63.666667,64.000000,3,f067db67410ca6a5
740,63.333333,64.333333,3,418cf1275861566f
741,63.333333,64.000000,3,a2aed0ec9e5aa2d8
742,63.666667,63.666667,3,44d3ed4deb4ac7b8
743,63.666667,64.000000,3,f067db67410ca6a5
744,63.333333,64.333333,3,418cf1275861566f
745,63.333333,64.000000,3,a2aed0ec9e5aa2d8
746,63.666667,63.666667,3,44d3ed4deb4ac7b8
747,63.666667,64.000000,3,f067db67410ca6a5
748,63.333333,64.333333,3,418cf1275861566f
749,63.333333,64.000000,3,a2aed0ec9e5aa2d8
750,63.666667,63.666667,3,44d3ed4deb4ac7b8
751,63.666667,64.000000,3,f067db67410ca6a5
752,63.333333,64.333333,3,418cf1275861566f
753,63.333333,64.000000,3,a2aed0ec9e5aa2d8
754,63.666667,63.666667,3,44d3ed4deb4ac7b8
755,63.666667,64.000000,3,f067db67410ca6a5
756,63.333333,64.333333,3,418cf1275861566f
757,63.333333,64.000000,3,a2aed0ec9e5aa2d8
758,63.666667,63.666667,3,44d3ed4deb4ac7b8
759,63.666667,64.000000,3,f067db67410ca6a5
760,63.333333,64.333333,3,418cf1275861566f
761,63.333333,64.000000,3,a2aed0ec9e5aa2d8
762,63.666667,63.666667,3,44d3ed4deb4ac7b8
763,63.666667,64.000000,3,f067db67410ca6a5
764,63.333333,64.333333,3,418cf1275861566f
765,63.333333,64.000000,3,a2aed0ec9e5aa2d8
766,63.666667,63.666667,3,44d3ed4deb4ac7b8
767,63.666667,64.000000,3,f067db67410ca6a5
768,63.333333,64.333333,3,418cf1275861566f
769,63.333333,64.000000,3,a2aed0ec9e5aa2d8
770,63.666667,63.666667,3,44d3ed4deb4ac7b8
771,63.666667,64.000000,3,f067db67410ca6a5
772,63.333333,64.333333,3,418cf1275861566f
773,63.333333,64.000000,3,a2aed0ec9e5aa2d8
774,63.666667,63.666667,3,44d3ed4deb4ac7b8
775,63.666667,64.000000,3,f067db67410ca6a5
776,63.333333,64.333333,3,418cf1275861566f
777,63.333333,64.000000,3,a2aed0ec9e5aa2d8
778,63.666667,63.666667,3,44d3ed4deb4ac7b8
779,63.666667,64.000000,3,f067db67410ca6a5
780,63.333333,64.333333,3,418cf1275861566f
781,63.333333,64.000000,3,a2aed0ec9e5aa2d8
782,63.666667,63.666667,3,44d3ed4deb4ac7b8
783,63.666667,64.000000,3,f067db67410ca6a5
784,63.333333,64.333333,3,418cf1275861566f
785,63.333333,64.000000,3,a2aed0ec9e5aa2d8
786,63.666667,63.666667,3,44d3ed4deb4ac7b8
787,63.666667,64.000000,3,f067db67410ca6a5
788,63.333333,64.333333,3,418cf1275861566f
789,63.333333,64.000000,3,a2aed0ec9e5aa2d8
790,63.666667,63.666667,3,44d3ed4deb4ac7b8
791,63.666667,64.000000,3,f067db67410ca6a5
792,63.333333,64.333333,3,418cf1275861566f
793,63.333333,64.000000,3,a2aed0ec9e5aa2d8
794,63.666667,63.666667,3,44d3ed4deb4ac7b8
795,63.666667,64.000000,3,f067db67410ca6a5
796,63.333333,64.333333,3,418cf1275861566f
797,63.333333,64.000000,3,a2aed0ec9e5aa2d8
798,63.666667,63.666667,3,44d3ed4deb4ac7b8
799,63.666667,64.000000,3,f067db67410ca6a5
800,63.333333,64.333333,3,418cf1275861566f
801,63.333333,64.000000,3,a2aed0ec9e5aa2d8
802,63.666667,63.666667,3,44d3ed4deb4ac7b8
803,63.666667,64.000000,3,f067db67410ca6a5
804,63.333333,64.333333,3,418cf1275861566f
805,63.333333,64.000000,3,a2aed0ec9e5aa2d8
806,63.666667,63.666667,3,44d3ed4deb4ac7b8
807,63.666667,64.000000,3,f067db67410ca6a5
808,63.333333,64.333333,3,418cf1275861566f
809,63.333333,64.000000,3,a2aed0ec9e5aa2d8
810,63.666667,63.666667,3,44d3ed4deb4ac7b8
811,63.666667,64.000000,3,f067db67410ca6a5
812,63.333333,64.333333,3,418cf1275861566f
813,63.333333,64.000000,3,a2aed0ec9e5aa2d8
814,63.666667,63.666667,3,44d3ed4deb4ac7b8
815,63.666667,64.000000,3,f067db67410ca6a5
816,63.333333,64.333333,3,418cf1275861566f
817,63.333333,64.000000,3,a2aed0ec9e5aa2d8
818,63.666667,63.666667,3,44d3ed4deb4ac7b8
819,63.666667,64.000000,3,f067db67410ca6a5
820,63.333333,64.333333,3,418cf1275861566f
821,63.333333,64.000000,3,a2aed0ec9e5aa2d8
822,63.666667,63.666667,3,44d3ed4deb4ac7b8
823,63.666667,64.000000,3,f067db67410ca6a5
824,63.333333,64.333333,3,418cf1275861566f
825,63.333333,64.000000,3,a2aed0ec9e5aa2d8
826,63.666667,63.666667,3,44d3ed4deb4ac7b8
827,63.666667,64.000000,3,f067db67410ca6a5
828,63.333333,64.333333,3,418cf1275861566f
829,63.333333,64.000000,3,a2aed0ec9e5aa2d8
830,63.666667,63.666667,3,44d3ed4deb4ac7b8
831,63.666667,64.000000,3,f067db67410ca6a5
832,63.333333,64.333333,3,418cf1275861566f
833,63.333333,64.000000,3,a2aed0ec9e5aa2d8
834,63.666667,63.666667,3,44d3ed4deb4ac7b8
835,63.666667,64.000000,3,f067db67410ca6a5
836,63.333333,64.333333,3,418cf1275861566f
837,63.333333,64.000000,3,a2aed0ec9e5aa2d8
838,63.666667,63.666667,3,44d3ed4deb4ac7b8
839,63.666667,64.000000,3,f067db67410ca6a5
840,63.333333,64.333333,3,418cf1275861566f
841,63.333333,64.000000,3,a2aed0ec9e5aa2d8
842,63.666667,63.666667,3,44d3ed4deb4ac7b8
843,63.666667,64.000000,3,f067db67410ca6a5
844,63.333333,64.333333,3,418cf1275861566f
845,63.333333,64.000000,3,a2aed0ec9e5aa2d8
846,63.666667,63.666667,3,44d3ed4deb4ac7b8
847,63.666667,64.000000,3,f067db67410ca6a5
848,63.333333,64.333333,3,418cf1275861566f
849,63.333333,64.000000,3,a2aed0ec9e5aa2d8
850,63.666667,63.666667,3,44d3ed4deb4ac7b8
851,63.666667,64.000000,3,f067db67410ca6a5
852,63.333333,64.333333,3,418cf1275861566f
853,63.333333,64.000000,3,a2aed0ec9e5aa2d8
854,63.666667,63.666667,3,44d3ed4deb4ac7b8
855,63.666667,64.000000,3,f067db67410ca6a5
856,63.333333,64.333333,3,418cf1275861566f
857,63.333333,64.000000,3,a2aed0ec9e5aa2d8
858,63.666667,63.666667,3,44d3ed4deb4ac7b8
859,63.666667,64.000000,3,f067db67410ca6a5
860,63.333333,64.333333,3,418cf1275861566f
861,63.333333,64.000000,3,a2aed0ec9e5aa2d8
862,63.666667,63.666667,3,44d3ed4deb4ac7b8
863,63.666667,64.000000,3,f067db67410ca6a5
864,63.333333,64.333333,3,418cf1275861566f
865,63.333333,64.000000,3,a2aed0ec9e5aa2d8
866,63.666667,63.666667,3,44d3ed4deb4ac7b8
867,63.666667,64.000000,3,f067db67410ca6a5
868,63.333333,64.333333,3,418cf1275861566f
869,63.333333,64.000000,3,a2aed0ec9e5aa2d8
870,63.666667,63.666667,3,44d3ed4deb4ac7b8
871,63.666667,64.000000,3,f067db67410ca6a5
872,63.333333,64.333333,3,418cf1275861566f
873,63.333333,64.000000,3,a2aed0ec9e5aa2d8
874,63.666667,63.666667,3,44d3ed4deb4ac7b8
875,63.666667,64.000000,3,f067db67410ca6a5
876,63.333333,64.333333,3,418cf1275861566f
877,63.333333,64.000000,3,a2aed0ec9e5aa2d8
878,63.666667,63.666667,3,44d3ed4deb4ac7b8
879,63.666667,64.000000,3,f067db67410ca6a5
880,63.333333,64.333333,3,418cf1275861566f
881,63.333333,64.000000,3,a2aed0ec9e5aa2d8
882,63.666667,63.666667,3,44d3ed4deb4ac7b8
883,63.666667,64.000000,3,f067db67410ca6a5
884,63.333333,64.333333,3,418cf1275861566f
885,63.333333,64.000000,3,a2aed0ec9e5aa2d8
886,63.666667,63.666667,3,44d3ed4deb4ac7b8
887,63.666667,64.000000,3,f067db67410ca6a5
888,63.333333,64.333333,3,418cf1275861566f
889,63.333333,64.000000,3,a2aed0ec9e5aa2d8
890,63.666667,63.666667,3,44d3ed4deb4ac7b8
891,63.666667,64.000000,3,f067db67410ca6a5
892,63.333333,64.333333,3,418cf1275861566f
893,63.333333,64.000000,3,a2aed0ec9e5aa2d8
894,63.666667,63.666667,3,44d3ed4deb4ac7b8
895,63.666667,64.000000,3,f067db67410ca6a5
896,63.333333,64.333333,3,418cf1275861566f
897,63.333333,64.000000,3,a2aed0ec9e5aa2d8
898,63.666667,63.666667,3,44d3ed4deb4ac7b8
899,63.666667,64.000000,3,f067db67410ca6a5
900,63.333333,64.333333,3,418cf1275861566f
901,63.333333,64.000000,3,a2aed0ec9e5aa2d8
902,63.666667,63.666667,3,44d3ed4deb4ac7b8
903,63.666667,64.000000,3,f067db67410ca6a5
904,63.333333,64.333333,3,418cf1275861566f
905,63.333333,64.000000,3,a2aed0ec9e5aa2d8
906,63.666667,63.666667,3,44d3ed4deb4ac7b8
907,63.666667,64.000000,3,f067db67410ca6a5
908,63.333333,64.333333,3,418cf1275861566f
909,63.333333,64.000000,3,a2aed0ec9e5aa2d8
910,63.666667,63.666667,3,44d3ed4deb4ac7b8
911,63.666667,64.000000,3,f067db67410ca6a5
912,63.333333,64.333333,3,418cf1275861566f
913,63.333333,64.000000,3,a2aed0ec9e5aa2d8
914,63.666667,63.666667,3,44d3ed4deb4ac7b8
915,63.666667,64.000000,3,f067db67410ca6a5
916,63.333333,64.333333,3,418cf1275861566f
917,63.333333,64.000000,3,a2aed0ec9e5aa2d8
918,63.666667,63.666667,3,44d3ed4deb4ac7b8
919,63.666667,64.000000,3,f067db67410ca6a5
920,63.333333,64.333333,3,418cf1275861566f
921,63.333333,64.000000,3,a2aed0ec9e5aa2d8
922,63.666667,63.666667,3,44d3ed4deb4ac7b8
923,63.666667,64.000000,3,f067db67410ca6a5
924,63.333333,64.333333,3,418cf1275861566f
925,63.333333,64.000000,3,a2aed0ec9e5aa2d8
926,63.666667,63.666667,3,44d3ed4deb4ac7b8
927,63.666667,64.000000,3,f067db67410ca6a5
928,63.333333,64.333333,3,418cf1275861566f
929,63.333333,64.000000,3,a2aed0ec9e5aa2d8
930,63.666667,63.666667,3,44d3ed4deb4ac7b8
931,63.666667,64.000000,3,f067db67410ca6a5
932,63.333333,64.333333,3,418cf1275861566f
933,63.333333,64.000000,3,a2aed0ec9e5aa2d8
934,63.666667,63.666667,3,44d3ed4deb4ac7b8
935,63.666667,64.000000,3,f067db67410ca6a5
936,63.333333,64.333333,3,418cf1275861566f
937,63.333333,64.000000,3,a2aed0ec9e5aa2d8
938,63.666667,63.666667,3,44d3ed4deb4ac7b8
939,63.666667,64.000000,3,f067db67410ca6a5
940,63.333333,64.333333,3,418cf1275861566f
941,63.333333,64.000000,3,a2aed0ec9e5aa2d8
942,63.666667,63.666667,3,44d3ed4deb4ac7b8
943,63.666667,64.000000,3,f067db67410ca6a5
944,63.333333,64.333333,3,418cf1275861566f
945,63.333333,64.000000,3,a2aed0ec9e5aa2d8
946,63.666667,63.666667,3,44d3ed4deb4ac7b8
947,63.666667,64.000000,3,f067db67410ca6a5
948,63.333333,64.333333,3,418cf1275861566f
949,63.333333,64.000000,3,a2aed0ec9e5aa2d8
950,63.666667,63.666667,3,44d3ed4deb4ac7b8
951,63.666667,64.000000,3,f067db67410ca6a5
952,63.333333,64.333333,3,418cf1275861566f
953,63.333333,64.000000,3,a2aed0ec9e5aa2d8
954,63.666667,63.666667,3,44d3ed4deb4ac7b8
955,63.666667,64.000000,3,f067db67410ca6a5
956,63.333333,64.333333,3,418cf1275861566f
957,63.333333,64.000000,3,a2aed0ec9e5aa2d8
958,63.666667,63.666667,3,44d3ed4deb4ac7b8
959,63.666667,64.000000,3,f067db67410ca6a5
960,63.333333,64.333333,3,418cf1275861566f
961,63.333333,64.000000,3,a2aed0ec9e5aa2d8
962,63.666667,63.666667,3,44d3ed4deb4ac7b8
963,63.666667,64.000000,3,f067db67410ca6a5
964,63.333333,64.333333,3,418cf1275861566f
965,63.333333,64.000000,3,a2aed0ec9e5aa2d8
966,63.666667,63.666667,3,44d3ed4deb4ac7b8
967,63.666667,64.000000,3,f067db67410ca6a5
968,63.333333,64.333333,3,418cf1275861566f
969,63.333333,64.000000,3,a2aed0ec9e5aa2d8
970,63.666667,63.666667,3,44d3ed4deb4ac7b8
971,63.666667,64.000000,3,f067db67410ca6a5
972,63.333333,64.333333,3,418cf1275861566f
973,63.333333,64.000000,3,a2aed0ec9e5aa2d8
974,63.666667,63.666667,3,44d3ed4deb4ac7b8
975,63.666667,64.000000,3,f067db67410ca6a5
976,63.333333,64.333333,3,418cf1275861566f
977,63.333333,64.000000,3,a2aed0ec9e5aa2d8
978,63.666667,63.666667,3,44d3ed4deb4ac7b8
979,63.666667,64.000000,3,f067db67410ca6a5
980,63.333333,64.333333,3,418cf1275861566f
981,63.333333,64.000000,3,a2aed0ec9e5aa2d8
982,63.666667,63.666667,3,44d3ed4deb4ac7b8
983,63.666667,64.000000,3,f067db67410ca6a5
984,63.333333,64.333333,3,418cf1275861566f
985,63.333333,64.000000,3,a2aed0ec9e5aa2d8
986,63.666667,63.666667,3,44d3ed4deb4ac7b8
987,63.666667,64.000000,3,f067db67410ca6a5
988,63.333333,64.333333,3,418cf1275861566f
989,63.333333,64.000000,3,a2aed0ec9e5aa2d8
990,63.666667,63.666667,3,44d3ed4deb4ac7b8
991,63.666667,64.000000,3,f067db67410ca6a5
992,63.333333,64.333333,3,418cf1275861566f
993,63.333333,64.000000,3,a2aed0ec9e5aa2d8
994,63.666667,63.666667,3,44d3ed4deb4ac7b8
995,63.666667,64.000000,3,f067db67410ca6a5
996,63.333333,64.333333,3,418cf1275861566f
997,63.333333,64.000000,3,a2aed0ec9e5aa2d8
998,63.666667,63.666667,3,44d3ed4deb4ac7b8
999,63.666667,64.000000,3,f067db67410ca6a5
1000,63.333333,64.333333,3,418cf1275861566f
1001,63.333333,64.000000,3,a2aed0ec9e5aa2d8
1002,63.666667,63.666667,3,44d3ed4deb4ac7b8
1003,63.666667,64.000000,3,f067db67410ca6a5
1004,63.333333,64.333333,3,418cf1275861566f
1005,63.333333,64.000000,3,a2aed0ec9e5aa2d8
1006,63.666667,63.666667,3,44d3ed4deb4ac7b8
1007,63.666667,64.000000,3,f067db67410ca6a5
1008,63.333333,64.333333,3,418cf1275861566f
1009,63.333333,64.000000,3,a2aed0ec9e5aa2d8
1010,63.666667,63.666667,3,44d3ed4deb4ac7b8
1011,63.666667,64.000000,3,f067db67410ca6a5
1012,63.333333,64.333333,3,418cf1275861566f
1013,63.333333,64.000000,3,a2aed0ec9e5aa2d8
1014,63.666667,63.666667,3,44d3ed4deb4ac7b8
1015,63.666667,64.000000,3,f067db67410ca6a5
1016,63.333333,64.333333,3,418cf1275861566f
1017,63.333333,64.000000,3,a2aed0ec9e5aa2d8
1018,63.666667,63.666667,3,44d3ed4deb4ac7b8
1019,63.666667,64.000000,3,f067db67410ca6a5
1020,63.333333,64.333333,3,418cf1275861566f
1021,63.333333,64.000000,3,a2aed0ec9e5aa2d8
1022,63.666667,63.666667,3,44d3ed4deb4ac7b8
1023,63.666667,64.000000,3,f067db67410ca6a5
1024,63.333333,64.333333,3,418cf1275861566f
