step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size
29,12,ok,24.167,38.931,8.736,13.2032,9.1616,18.0247,28.000,51.000,5.000,13.2032,1,22.000,35.667,12.333,5.3186,3,22.500,30.125,8.875,8.9630,8
30,12,ok,24.694,39.778,8.417,13.4013,9.2987,18.4089,22.333,36.333,12.000,5.5027,3,22.750,31.000,8.250,8.9921,8,29.000,52.000,5.000,13.4013,1
31,12,ok,24.847,40.264,8.083,14.0046,9.7010,18.6964,22.667,36.667,12.000,5.7476,3,29.000,53.000,4.000,14.0046,1,22.875,31.125,8.250,9.3508,8
32,12,ok,25.500,41.111,7.889,14.1950,9.8074,18.5173,23.000,37.333,11.667,5.8986,3,30.000,54.000,4.000,14.1950,1,23.500,32.000,8.000,9.3287,8
33,12,ok,25.500,41.597,7.403,14.8077,10.1984,18.2635,23.000,37.667,11.333,6.0950,3,23.500,32.125,7.875,9.6926,8,30.000,55.000,3.000,14.8077,1
34,12,ok,26.028,42.444,7.083,15.0050,10.3356,18.1169,23.750,33.000,7.250,9.7167,8,31.000,56.000,3.000,15.0050,1,23.333,38.333,11.000,6.2850,3
35,12,ok,26.181,42.931,6.750,15.6121,10.7405,17.9320,23.875,33.125,7.250,10.0854,8,23.667,38.667,11.000,6.5240,3,31.000,57.000,2.000,15.6121,1
36,12,ok,26.833,43.778,6.556,15.8025,10.8497,17.8014,24.500,34.000,7.000,10.0622,8,32.000,58.000,2.000,15.8025,1,24.000,39.333,10.667,6.6845,3
37,12,ok,26.833,44.264,6.069,16.4179,11.2445,17.6509,24.500,34.125,6.875,10.4351,8,32.000,59.000,1.000,16.4179,1,24.000,39.667,10.333,6.8806,3
38,12,ok,27.361,45.111,5.750,16.6144,11.3814,17.5563,33.000,60.000,1.000,16.6144,1,24.750,35.000,6.250,10.4548,8,24.333,40.333,10.000,7.0751,3
39,12,ok,27.514,45.597,5.417,17.2245,11.7885,17.4801,24.667,40.667,10.000,7.3092,3,24.875,35.125,6.250,10.8317,8,33.000,61.000,0.000,17.2245,1
40,12,ok,28.167,35.778,5.222,9.7305,6.7682,17.4037,25.000,41.333,9.667,7.7875,3,25.500,36.000,6.000,2.7867,8,34.000,30.000,0.000,9.7305,1
41,12,ok,28.167,36.264,4.736,9.7283,6.8000,17.3654,25.000,41.667,9.333,7.7687,3,34.000,31.000,-1.000,9.7283,1,25.500,36.125,5.875,2.9030,8
42,12,ok,28.694,37.111,4.417,9.7583,6.8463,17.3269,25.750,37.000,5.250,3.0621,8,25.333,42.333,9.000,7.7185,3,35.000,32.000,-1.000,9.7583,1
43,12,ok,28.847,37.597,4.083,9.7979,6.9236,17.3654,25.875,37.125,5.250,3.2277,8,35.000,33.000,-2.000,9.7979,1,25.667,42.667,9.000,7.7452,3
44,12,ok,29.500,38.444,3.889,9.8327,6.9141,17.3461,26.500,38.000,5.000,3.2299,8,36.000,34.000,-2.000,9.8327,1,26.000,43.333,8.667,7.6797,3
45,12,ok,29.500,38.931,3.403,9.9345,7.0175,17.4228,36.000,35.000,-3.000,9.9345,1,26.000,43.667,8.333,7.6806,3,26.500,38.125,4.875,3.4375,8
46,12,ok,30.028,39.778,3.083,9.9945,7.0710,17.4420,37.000,36.000,-3.000,9.9945,1,26.333,44.333,8.000,7.6535,3,26.750,39.000,4.250,3.5651,8
47,12,ok,30.181,40.264,2.750,10.1351,7.2133,17.5942,26.875,39.125,4.250,3.8044,8,26.667,44.667,8.000,7.7003,3,37.000,37.000,-4.000,10.1351,1
48,12,ok,30.833,41.111,2.556,10.1988,7.2186,17.6320,27.500,40.000,4.000,3.7990,8,38.000,38.000,-4.000,10.1988,1,27.000,45.333,7.667,7.6580,3
49,12,ok,30.833,41.597,2.069,10.3963,7.3806,17.8201,27.000,45.667,7.333,7.6788,3,27.500,40.125,3.875,4.0668,8,38.000,39.000,-5.000,10.3963,1
50,12,ok,31.361,42.444,1.750,10.4829,7.4422,17.8948,27.750,41.000,3.250,4.1685,8,27.333,46.333,7.000,7.6752,3,39.000,40.000,-5.000,10.4829,1
51,12,ok,31.514,42.931,1.417,10.7133,7.6373,18.1537,27.875,41.125,3.250,4.4568,8,27.667,46.667,7.000,7.7417,3,39.000,41.000,-6.000,10.7133,1
52,12,ok,32.167,43.778,1.222,10.8019,7.6569,18.2452,28.500,42.000,3.000,4.4458,8,28.000,47.333,6.667,7.7230,3,40.000,42.000,-6.000,10.8019,1
53,12,ok,32.167,44.264,0.736,11.0818,7.8661,18.5353,28.000,47.667,6.333,7.7633,3,28.500,42.125,2.875,4.7533,8,40.000,43.000,-7.000,11.0818,1
54,12,ok,32.694,45.111,0.417,11.1903,7.9361,18.6607,28.750,43.000,2.250,4.8349,8,41.000,44.000,-7.000,11.1903,1,28.333,48.333,6.000,7.7830,3
55,12,ok,32.847,45.597,0.083,11.4963,8.1734,19.0146,28.667,48.667,6.000,7.8680,3,28.875,43.125,2.250,5.1561,8,41.000,45.000,-8.000,11.4963,1
56,12,ok,33.500,46.444,-0.111,11.6053,8.2064,19.1543,29.000,49.333,5.667,7.8726,3,42.000,46.000,-8.000,11.6053,1,29.500,44.000,2.000,5.1412,8
57,12,ok,29.931,47.528,3.569,4.7302,3.2933,8.1221,31.125,44.250,0.375,4.7302,8,30.000,50.000,6.000,3.4676,1,28.667,48.333,4.333,1.6822,3
58,12,ok,34.028,47.778,-0.917,12.0785,8.5312,19.7034,29.750,45.000,1.250,5.5416,8,43.000,48.000,-9.000,12.0785,1,29.333,50.333,5.000,7.9734,3
59,12,ok,34.181,48.264,-1.250,12.4454,8.8021,20.1384,29.875,45.125,1.250,5.8856,8,29.667,50.667,5.000,8.0753,3,43.000,49.000,-10.000,12.4454,1
60,12,ok,34.833,49.111,-1.444,12.5704,8.8468,20.3197,30.000,51.333,4.667,8.1022,3,44.000,50.000,-10.000,12.5704,1,30.500,46.000,1.000,5.8679,8
61,12,ok,34.833,49.597,-1.931,12.9711,9.1235,20.7739,30.500,46.125,0.875,6.2214,8,44.000,51.000,-11.000,12.9711,1,30.000,51.667,4.333,8.1780,3
62,12,ok,35.361,50.444,-2.250,13.1107,9.2088,20.9815,30.750,47.000,0.250,6.2751,8,45.000,52.000,-11.000,13.1107,1,30.333,52.333,4.000,8.2407,3
63,12,ok,35.514,50.931,-2.583,13.5256,9.5062,21.4838,30.875,47.125,0.250,6.6355,8,45.000,53.000,-12.000,13.5256,1,30.667,52.667,4.000,8.3576,3
64,12,ok,36.167,51.778,-2.778,13.6632,9.5613,21.7000,31.000,53.333,3.667,8.4051,3,31.500,48.000,0.000,6.6155,8,46.000,54.000,-12.000,13.6632,1
65,12,ok,36.167,52.264,-3.264,14.1058,9.8616,21.7307,31.000,53.667,3.333,8.4962,3,31.500,48.125,-0.125,6.9829,8,46.000,55.000,-13.000,14.1058,1
66,12,ok,36.694,53.111,-3.583,14.2557,9.9534,22.4549,47.000,56.000,-13.000,14.2557,1,31.333,54.333,3.000,8.5776,3,31.750,49.000,-0.750,7.0268,8
67,12,ok,36.847,53.597,-3.917,14.7082,10.2717,21.5950,31.875,49.125,-0.750,7.3994,8,47.000,57.000,-14.000,14.7082,1,31.667,54.667,3.000,8.7076,3
68,12,ok,37.500,54.444,-4.111,14.8554,10.3356,22.3209,32.500,50.000,-1.000,7.3778,8,48.000,58.000,-14.000,14.8554,1,32.000,55.333,2.667,8.7737,3
69,12,ok,37.500,54.931,-4.597,15.3306,10.6549,22.6171,32.000,55.667,2.333,8.8783,3,48.000,59.000,-15.000,15.3306,1,32.500,50.125,-1.125,7.7556,8
70,12,ok,38.028,55.778,-4.917,15.4884,10.7521,22.4639,32.750,51.000,-1.750,7.7917,8,49.000,60.000,-15.000,15.4884,1,32.333,56.333,2.000,8.9764,3
71,12,ok,38.181,56.264,-5.250,15.9704,11.0871,23.5073,32.875,51.125,-1.750,8.1736,8,49.000,61.000,-16.000,15.9704,1,32.667,56.667,2.000,9.1174,3
72,12,ok,38.833,57.111,-5.444,16.1250,11.1586,23.1571,33.000,57.333,1.667,9.2003,3,33.500,52.000,-2.000,8.1506,8,50.000,62.000,-16.000,16.1250,1
73,12,ok,38.833,57.597,-5.931,16.6258,11.4929,24.0786,33.500,52.125,-2.125,8.5365,8,50.000,63.000,-17.000,16.6258,1,33.000,57.667,1.333,9.3165,3
74,12,ok,39.361,47.778,-6.250,22.3599,14.9799,23.2728,33.750,53.000,-2.750,8.4265,8,51.000,32.000,-17.000,22.3599,1,33.333,58.333,1.000,14.1533,3
75,12,ok,39.514,48.264,-6.583,22.2544,14.9225,24.3894,33.667,58.667,1.000,14.1391,3,51.000,33.000,-18.000,22.2544,1,33.875,53.125,-2.750,8.3739,8
76,12,ok,40.167,49.111,-6.778,22.2331,14.8953,24.0676,34.000,59.333,0.667,14.0692,3,52.000,34.000,-18.000,22.2331,1,34.500,54.000,-3.000,8.3836,8
77,12,ok,40.167,49.597,-7.264,22.1550,14.8489,25.0606,34.500,54.125,-3.125,8.3512,8,34.000,59.667,0.333,14.0406,3,52.000,35.000,-19.000,22.1550,1
78,12,ok,40.694,50.444,-7.583,22.1452,14.8500,24.3028,34.750,55.000,-3.750,8.4133,8,34.333,60.333,0.000,13.9915,3,53.000,36.000,-19.000,22.1452,1
79,12,ok,40.847,50.931,-7.917,22.0852,14.8256,25.1614,34.667,60.667,0.000,13.9880,3,53.000,37.000,-20.000,22.0852,1,34.875,55.125,-3.750,8.4037,8
80,12,ok,41.500,51.778,-8.111,22.0777,14.8060,25.1843,35.000,61.333,-0.333,13.9303,3,54.000,38.000,-20.000,22.0777,1,35.500,56.000,-4.000,8.4100,8
81,12,ok,41.500,52.264,-8.597,22.0456,14.7929,25.1452,54.000,39.000,-21.000,22.0456,1,35.000,61.667,-0.667,13.9124,3,35.500,56.125,-4.125,8.4207,8
82,12,ok,42.028,53.111,-8.917,22.0496,14.8015,25.2116,35.333,62.333,-1.000,13.8758,3,55.000,40.000,-21.000,22.0496,1,35.750,57.000,-4.750,8.4791,8
83,12,ok,42.181,53.597,-9.250,22.0361,14.8105,25.2060,35.875,57.125,-4.750,8.5121,8,55.000,41.000,-22.000,22.0361,1,35.667,62.667,-1.000,13.8834,3
84,12,ok,42.815,44.148,-9.352,18.3967,16.9187,24.6719,36.444,58.444,-4.556,16.3698,9,36.000,32.000,-1.500,15.9897,2,56.000,42.000,-22.000,18.3967,1
85,12,ok,42.833,44.264,-9.931,18.5949,17.0391,24.1771,36.000,31.667,-1.667,16.5432,3,36.500,58.125,-5.125,15.9792,8,56.000,43.000,-23.000,18.5949,1
86,12,ok,43.369,44.738,-10.536,18.4853,17.1753,24.0382,36.857,58.714,-5.857,16.1130,7,36.250,31.500,-2.750,16.9277,4,57.000,44.000,-23.000,18.4853,1
87,12,ok,43.500,45.202,-10.869,18.8338,17.3223,22.9791,37.000,58.857,-5.857,15.9318,7,36.500,31.750,-2.750,17.2013,4,57.000,45.000,-24.000,18.8338,1
88,12,ok,44.190,46.071,-11.048,18.9334,17.4033,22.8473,58.000,46.000,-24.000,18.9334,1,37.571,59.714,-6.143,15.9373,7,37.000,32.500,-3.000,17.3393,4
89,12,ok,44.167,46.931,-11.264,19.4948,17.5003,21.8353,37.000,33.667,-2.667,17.3552,3,37.500,60.125,-6.125,15.6508,8,58.000,47.000,-25.000,19.4948,1
90,12,ok,44.702,47.405,-11.869,19.4216,17.6492,21.7152,37.857,60.714,-6.857,15.7835,7,59.000,48.000,-25.000,19.4216,1,37.250,33.500,-3.750,17.7426,4
91,12,ok,44.847,48.264,-11.917,19.9796,17.7565,20.6844,37.875,61.125,-6.750,15.5150,8,59.000,49.000,-26.000,19.9796,1,37.667,34.667,-3.000,17.7750,3
92,12,ok,45.524,48.738,-12.381,19.9156,17.8984,20.9821,38.571,61.714,-7.143,15.6255,7,38.000,34.500,-4.000,18.1541,4,60.000,50.000,-26.000,19.9156,1
93,12,ok,45.524,49.202,-12.845,20.3261,18.0733,20.8237,38.571,61.857,-7.286,15.4721,7,38.000,34.750,-4.250,18.4216,4,60.000,51.000,-27.000,20.3261,1
94,12,ok,46.100,49.511,-13.578,20.2079,18.2020,20.0617,38.800,62.200,-8.400,15.5276,5,38.500,34.333,-5.333,18.8705,6,61.000,52.000,-27.000,20.2079,1
95,12,ok,46.222,49.967,-13.911,20.6417,18.4243,19.0475,39.000,62.400,-8.400,15.3987,5,38.667,34.500,-5.333,19.2323,6,61.000,53.000,-28.000,20.6417,1
96,12,ok,46.972,50.389,-14.417,20.5762,18.4393,18.6246,39.250,34.500,-6.250,19.4624,8,39.667,62.667,-9.000,15.2792,3,62.000,54.000,-28.000,20.5762,1
97,12,ok,46.972,50.875,-14.903,21.0138,18.5767,17.5942,62.000,55.000,-29.000,21.0138,1,39.250,34.625,-6.375,19.5043,8,39.667,63.000,-9.333,15.2120,3
98,12,ok,38.183,43.706,-11.024,18.1241,12.3640,18.5015,39.333,38.333,-5.000,8.1535,3,35.500,59.500,-19.500,18.1241,2,39.714,33.286,-8.571,10.8143,7
99,12,ok,36.847,42.931,-3.917,16.3446,10.9712,17.6320,39.875,33.125,-8.750,11.3436,8,31.000,57.000,2.000,16.3446,1,39.667,38.667,-5.000,5.2253,3
100,12,ok,37.500,43.778,-4.111,16.4276,11.0025,17.1917,40.500,34.000,-9.000,11.3361,8,32.000,58.000,2.000,16.4276,1,40.000,39.333,-5.333,5.2437,3
101,12,ok,37.500,44.264,-4.597,16.6953,11.1795,16.3978,40.500,34.125,-9.125,11.5021,8,32.000,59.000,1.000,16.6953,1,40.000,39.667,-5.667,5.3412,3
102,12,ok,38.028,45.111,-4.917,16.7918,11.2464,15.9652,40.750,35.000,-9.750,11.5328,8,40.333,40.333,-6.000,5.4145,3,33.000,60.000,1.000,16.7918,1
103,12,ok,38.181,45.597,-5.250,17.0777,11.4542,15.1950,33.000,61.000,0.000,17.0777,1,40.875,35.125,-9.750,11.7123,8,40.667,40.667,-6.000,5.5726,3
104,12,ok,38.833,35.778,-5.444,9.2944,6.8689,14.7498,41.000,41.333,-6.333,6.0290,3,41.500,36.000,-10.000,5.2833,8,34.000,30.000,0.000,9.2944,1
105,12,ok,38.833,36.264,-5.931,8.6822,6.5073,13.9603,41.500,36.125,-10.125,4.9723,8,41.000,41.667,-6.667,5.8674,3,34.000,31.000,-1.000,8.6822,1
106,12,ok,39.361,37.111,-6.250,8.5267,6.4184,13.5236,41.750,37.000,-10.750,5.0960,8,41.333,42.333,-7.000,5.6324,3,35.000,32.000,-1.000,8.5267,1
107,12,ok,39.514,37.597,-6.583,7.9067,6.0808,12.7628,41.875,37.125,-10.750,4.8124,8,41.667,42.667,-7.000,5.5233,3,35.000,33.000,-2.000,7.9067,1
108,12,ok,40.167,38.444,-6.778,7.7422,5.9458,12.3108,42.500,38.000,-11.000,4.8445,8,42.000,43.333,-7.333,5.2508,3,36.000,34.000,-2.000,7.7422,1
109,12,ok,41.833,39.250,-9.583,4.0432,2.7558,7.4246,42.500,39.000,-10.000,0.8250,4,40.500,41.500,-6.500,4.0432,4,42.500,37.250,-12.250,3.3993,4
110,12,ok,40.694,39.778,-7.583,6.9948,5.5216,11.0855,42.333,44.333,-8.000,4.8593,3,42.750,39.000,-11.750,4.7108,8,37.000,36.000,-3.000,6.9948,1
111,12,ok,40.847,40.264,-7.917,6.3870,5.2118,10.3387,42.875,39.125,-11.750,4.4837,8,42.667,44.667,-8.000,4.7646,3,37.000,37.000,-4.000,6.3870,1
112,12,ok,41.500,41.111,-8.111,6.2314,5.0765,9.9121,43.000,45.333,-8.333,4.4863,3,43.500,40.000,-12.000,4.5120,8,38.000,38.000,-4.000,6.2314,1
113,12,ok,42.917,41.417,-10.667,4.0671,2.7598,7.4750,43.500,41.000,-11.000,0.7906,4,41.750,44.000,-7.750,4.0671,4,43.500,39.250,-13.250,3.4217,4
114,12,ok,42.028,42.444,-8.917,5.5211,4.6893,9.1447,43.750,41.000,-12.750,4.4437,8,43.333,46.333,-9.000,4.1030,3,39.000,40.000,-5.000,5.5211,1
115,12,ok,42.181,42.931,-9.250,4.9402,4.4187,8.3273,43.875,41.125,-12.750,4.2873,8,43.667,46.667,-9.000,4.0286,3,39.000,41.000,-6.000,4.9402,1
116,12,ok,42.833,43.778,-9.444,4.8013,4.2852,8.3217,44.000,47.333,-9.333,3.7437,3,44.500,42.000,-13.000,4.3105,8,40.000,42.000,-6.000,4.8013,1
117,12,ok,44.000,43.583,-11.750,4.1315,2.7985,7.5746,44.500,41.250,-14.250,3.4561,4,43.000,46.500,-9.000,4.1315,4,44.500,43.000,-12.000,0.8079,4
118,12,ok,44.361,44.778,-12.117,4.1380,2.9955,7.9276,44.000,44.000,-11.600,1.0011,5,44.333,48.333,-10.000,4.1380,3,44.750,42.000,-14.750,3.8473,4
119,12,ok,44.472,45.189,-11.967,4.0001,2.9468,7.6643,43.750,44.500,-11.500,1.1018,4,45.000,42.400,-14.400,3.7387,5,44.667,48.667,-10.000,4.0001,3
120,12,ok,45.000,45.417,-12.583,4.1298,2.7856,7.5746,45.500,45.000,-13.000,0.7728,4,44.000,48.250,-9.750,4.1298,4,45.500,43.000,-15.000,3.4541,4
121,12,ok,45.083,45.667,-12.750,4.2147,2.8472,7.7055,45.500,43.250,-15.250,3.5020,4,45.500,45.000,-13.000,0.8250,4,44.250,48.750,-10.000,4.2147,4
122,12,ok,45.456,46.417,-13.150,4.1654,2.9063,6.5616,45.200,45.000,-15.200,2.5049,5,44.500,49.250,-10.250,4.1654,4,46.667,45.000,-14.000,2.0485,3
123,12,ok,44.514,47.597,-11.583,4.2417,3.7419,7.1829,45.875,45.125,-14.750,4.2417,8,42.000,47.000,-9.000,3.6538,1,45.667,50.667,-11.000,3.3303,3
124,12,ok,44.833,48.111,-11.778,4.1973,3.9245,7.5664,46.500,46.000,-15.000,4.1973,8,46.000,51.333,-11.333,3.4556,3,42.000,47.000,-9.000,4.1205,1
125,12,ok,45.167,48.597,-11.931,4.2537,3.7128,7.2994,46.500,46.125,-15.125,4.2537,8,46.000,51.667,-11.667,3.1915,3,43.000,48.000,-9.000,3.6931,1
126,12,ok,45.361,49.111,-12.250,4.3169,3.9533,7.7862,46.333,52.333,-12.000,3.3750,3,43.000,48.000,-9.000,4.1680,1,46.750,47.000,-15.750,4.3169,8
127,12,ok,45.514,49.597,-12.583,4.2417,3.7419,7.1829,46.667,52.667,-12.000,3.3303,3,46.875,47.125,-15.750,4.2417,8,43.000,49.000,-10.000,3.6538,1
128,12,ok,45.833,50.111,-12.778,4.1973,3.9245,7.5664,47.500,48.000,-16.000,4.1973,8,43.000,49.000,-10.000,4.1205,1,47.000,53.333,-12.333,3.4556,3
129,12,ok,46.167,50.597,-12.931,4.2537,3.7128,7.2994,47.500,48.125,-16.125,4.2537,8,47.000,53.667,-12.667,3.1915,3,44.000,50.000,-10.000,3.6931,1
130,12,ok,47.361,50.778,-15.117,4.1380,2.9955,7.9276,47.000,50.000,-14.600,1.0011,5,47.750,48.000,-17.750,3.8473,4,47.333,54.333,-13.000,4.1380,3
131,12,ok,47.500,50.667,-15.333,4.2541,2.8444,7.7055,48.000,48.250,-17.750,3.4541,4,46.750,53.750,-12.500,4.2541,4,47.750,50.000,-15.750,0.8250,4
132,12,ok,46.833,52.111,-13.778,4.1973,3.9245,7.5664,48.500,50.000,-17.000,4.1973,8,44.000,51.000,-11.000,4.1205,1,48.000,55.333,-13.333,3.4556,3
133,12,ok,48.083,51.667,-15.750,4.2147,2.8472,7.7055,48.500,51.000,-16.000,0.8250,4,48.500,49.250,-18.250,3.5020,4,47.250,54.750,-13.000,4.2147,4
134,12,ok,48.333,52.417,-16.250,4.2098,2.9273,6.6802,48.000,51.500,-18.000,2.0035,4,47.500,55.250,-13.250,4.2098,4,49.500,50.500,-17.500,2.5685,4
135,12,ok,48.650,52.606,-16.322,4.3200,2.9993,6.9472,50.000,50.667,-17.667,2.7183,3,47.750,55.750,-13.500,4.3200,4,48.200,51.400,-17.800,1.9595,5
136,12,ok,47.833,54.111,-14.778,4.1973,3.9245,7.5664,45.000,53.000,-12.000,4.1205,1,49.500,52.000,-18.000,4.1973,8,49.000,57.333,-14.333,3.4556,3
137,12,ok,49.083,53.667,-16.750,4.2147,2.8472,7.7055,49.500,51.250,-19.250,3.5020,4,48.250,56.750,-14.000,4.2147,4,49.500,53.000,-17.000,0.8250,4
138,12,ok,48.361,55.111,-15.250,4.3169,3.9533,7.7862,49.333,58.333,-15.000,3.3750,3,49.750,53.000,-18.750,4.3169,8,46.000,54.000,-12.000,4.1680,1
139,12,ok,48.514,55.597,-15.583,4.2417,3.7419,7.1829,49.875,53.125,-18.750,4.2417,8,46.000,55.000,-13.000,3.6538,1,49.667,58.667,-15.000,3.3303,3
140,12,ok,50.000,55.417,-17.583,4.1298,2.7856,7.5746,50.500,55.000,-18.000,0.7728,4,50.500,53.000,-20.000,3.4541,4,49.000,58.250,-14.750,4.1298,4
141,12,ok,50.100,56.039,-17.639,4.1304,3.0227,7.9013,50.500,53.250,-20.250,3.8413,4,50.000,59.667,-15.667,4.1304,3,49.800,55.200,-17.000,1.0963,5
142,12,ok,50.222,57.056,-17.611,3.6540,2.8692,7.1764,49.667,56.333,-16.667,1.3123,3,50.667,54.500,-20.167,3.6413,6,50.333,60.333,-16.000,3.6540,3
143,12,ok,50.500,56.667,-18.333,4.2541,2.8444,7.7055,50.750,56.000,-18.750,0.8250,4,49.750,59.750,-15.500,4.2541,4,51.000,54.250,-20.750,3.4541,4
144,12,ok,49.833,58.111,-16.778,4.1973,3.9245,7.5664,51.500,56.000,-20.000,4.1973,8,51.000,61.333,-16.333,3.4556,3,47.000,57.000,-14.000,4.1205,1
145,12,ok,51.083,57.667,-18.750,4.2147,2.8472,7.7055,51.500,57.000,-19.000,0.8250,4,51.500,55.250,-21.250,3.5020,4,50.250,60.750,-16.000,4.2147,4
