step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size,g3_x,g3_y,g3_z,g3_dist_bary,g3_clust_size
119,16,ok,44.271,21.354,47.271,7.3747,6.1317,13.1411,45.250,15.250,43.250,7.3747,8,45.667,25.333,51.667,6.0914,3,45.667,21.333,51.667,4.6122,3,40.500,23.500,42.500,6.4486,2
120,16,ok,45.438,20.042,47.875,8.5666,5.9623,15.9707,46.333,25.667,52.667,7.4433,3,45.667,21.333,51.667,4.0122,3,45.250,13.000,43.000,8.5666,4,44.500,20.167,44.167,3.8270,6
121,16,ok,44.571,20.579,46.254,7.8344,6.4147,14.5495,46.333,23.667,52.667,7.3321,6,45.200,18.400,44.600,2.8073,5,45.750,13.250,43.750,7.8344,4,41.000,27.000,44.000,7.6850,1
122,16,ok,44.125,21.688,46.979,7.0658,6.0610,13.3651,42.000,28.000,45.000,6.9484,1,46.000,15.250,44.750,7.0658,8,46.500,23.500,53.167,6.8710,6,42.000,20.000,45.000,3.3586,1
123,16,ok,45.427,21.385,49.552,7.3805,5.8066,12.9617,46.375,15.375,45.375,7.3805,8,42.000,23.500,45.500,5.7128,2,46.667,21.333,53.667,4.2976,3,46.667,25.333,53.667,5.8354,3
124,16,ok,45.612,20.775,48.142,8.4099,6.4453,15.4778,43.000,28.000,47.000,7.7672,1,47.000,23.500,54.167,6.7566,6,46.250,13.000,45.000,8.4099,4,46.200,18.600,46.400,2.8477,5
125,16,ok,45.833,20.208,48.750,8.4981,6.5273,15.2971,47.333,23.667,54.667,7.0155,6,46.333,17.833,46.667,3.1986,6,46.667,12.333,45.667,8.4981,3,43.000,27.000,48.000,7.3971,1
126,16,ok,46.050,18.452,48.671,8.0501,5.1367,14.1547,47.200,17.000,47.400,2.2469,5,43.000,20.000,47.000,3.8067,1,47.000,24.143,54.286,8.0501,7,47.000,12.667,46.000,6.4431,3
127,16,ok,46.379,20.383,50.067,8.0422,6.2086,14.6820,46.600,18.200,47.600,3.3015,5,47.250,13.000,47.000,8.0422,4,44.000,27.000,50.000,7.0317,1,47.667,23.333,55.667,6.4591,6
128,16,ok,47.383,20.087,51.558,8.5099,6.1336,15.9136,47.333,27.000,54.333,7.4489,3,47.250,12.750,47.250,8.5099,4,47.750,22.000,56.250,5.0797,4,47.200,18.600,48.400,3.4959,5
129,16,ok,47.033,20.817,51.329,7.8261,6.0334,14.1549,48.333,23.667,56.667,6.1888,6,47.000,19.000,48.250,3.5753,4,45.000,27.000,52.000,6.5436,1,47.800,13.600,48.400,7.8261,5
130,16,ok,47.475,20.688,51.954,8.3254,6.3944,15.6245,47.400,18.000,49.400,3.7084,5,48.500,23.500,57.167,6.0109,6,48.000,13.250,48.250,8.3254,4,46.000,28.000,53.000,7.5327,1
131,16,ok,48.009,17.381,51.182,8.8065,5.0061,14.6012,47.500,12.500,48.000,5.8485,2,48.286,23.857,57.143,8.8065,7,47.250,18.500,49.250,2.3578,4,49.000,14.667,50.333,3.0115,3
132,16,ok,48.467,20.087,53.725,8.5972,6.2055,16.2265,48.250,12.750,49.250,8.5972,4,48.667,27.000,57.000,7.6517,3,48.750,22.000,58.250,4.9207,4,48.200,18.600,50.400,3.6523,5
133,16,ok,48.312,17.098,51.884,9.5437,5.6362,16.8086,49.250,14.250,51.000,3.1261,4,49.000,24.143,58.286,9.5437,7,48.000,19.000,50.250,2.5267,4,47.000,11.000,48.000,7.3482,1
134,16,ok,48.750,20.458,54.812,7.4079,5.6671,13.7891,49.167,14.333,50.667,7.4079,6,47.667,19.000,51.333,3.9249,3,49.500,22.500,59.250,4.9419,4,48.667,26.000,58.000,6.3935,3
135,16,ok,48.708,21.167,54.833,7.7182,6.1377,14.8707,49.667,23.333,59.667,5.3827,6,49.500,14.333,51.333,7.7182,6,48.000,28.000,57.000,7.2035,1,47.667,19.000,51.333,4.2461,3
136,16,ok,48.554,18.562,53.902,8.1474,5.2074,14.1725,45.000,19.000,52.000,4.0541,1,49.714,24.000,59.857,8.1474,7,49.250,12.750,51.250,6.4267,4,50.250,18.500,52.500,2.2015,4
137,16,ok,49.679,20.379,56.246,7.7950,6.0555,14.7928,49.800,13.600,52.400,7.7950,5,49.000,19.000,52.250,4.2814,4,50.250,22.250,61.000,5.1408,4,49.667,26.667,59.333,7.0047,3
138,16,ok,49.801,17.661,54.798,8.8866,5.0840,15.0326,48.667,19.000,53.333,2.2855,3,50.286,24.143,60.857,8.8866,7,50.000,12.000,52.000,6.3174,2,50.250,15.500,53.000,2.8464,4
139,16,ok,49.682,17.950,55.146,8.6516,5.1344,14.8100,50.800,15.800,53.800,2.7722,5,50.429,24.000,61.286,8.6516,7,48.000,19.500,53.500,2.8183,2,49.500,12.500,52.000,6.2957,2
140,16,ok,50.529,19.837,50.288,14.3381,9.5733,15.5784,50.250,12.750,53.250,7.6868,4,50.667,24.000,61.500,11.9610,6,51.000,24.000,32.000,14.3381,1,50.200,18.600,54.400,4.3073,5
141,16,ok,49.750,20.698,50.594,13.8634,9.4108,12.7586,51.000,24.000,32.000,13.8634,1,51.000,24.167,62.000,11.9874,6,51.000,15.625,54.375,6.4494,8,46.000,19.000,54.000,5.3430,1
142,16,ok,51.000,20.583,51.375,14.3578,9.3824,14.8745,51.167,24.000,62.500,11.6390,6,51.167,14.333,54.667,7.0658,6,52.000,25.000,33.000,14.3578,1,49.667,19.000,55.333,4.4669,3
143,16,ok,51.212,19.717,51.358,13.3294,9.4622,14.1532,50.600,18.200,55.600,4.5461,5,52.000,22.667,32.333,13.3294,3,51.000,25.000,62.500,12.3327,4,51.250,13.000,55.000,7.6405,4
144,16,ok,51.287,19.837,51.638,13.4551,9.4978,14.5323,50.500,24.000,62.500,11.6594,2,52.200,24.000,32.400,13.4551,5,51.250,12.750,55.250,7.9551,4,51.200,18.600,56.400,4.9214,5
145,16,ok,51.283,20.817,51.829,13.1919,9.6274,14.6342,51.800,13.600,56.400,8.5580,5,52.333,23.667,32.667,13.1919,6,50.000,27.000,62.000,11.9719,1,51.000,19.000,56.250,4.7879,4
146,16,ok,51.917,22.722,46.556,16.4521,13.9876,13.5819,52.667,25.333,33.667,13.1721,3,51.667,15.889,56.889,12.3909,9,51.000,28.000,63.000,16.4521,1,52.333,21.667,32.667,13.9352,3
147,16,ok,52.037,20.250,45.100,14.7466,13.2416,15.6704,51.600,18.200,57.600,12.6745,5,51.500,27.000,32.000,14.7466,2,52.250,13.000,57.000,13.9362,4,52.800,22.800,33.800,11.6092,5
148,16,ok,52.467,20.004,45.808,14.1441,13.0247,16.0993,52.667,26.667,33.333,14.1441,3,52.200,18.600,58.400,12.6725,5,52.250,12.750,57.250,13.5492,4,52.750,22.000,34.250,11.7328,4
149,16,ok,52.717,20.079,46.233,14.4847,13.0403,15.5101,53.250,22.250,35.000,11.4536,4,52.750,13.000,58.000,13.7321,4,52.667,26.667,33.333,14.4847,3,52.200,18.400,58.600,12.4908,5
150,16,ok,52.854,20.250,46.917,13.2373,12.8183,14.3375,51.667,19.000,59.333,12.5358,3,53.333,21.667,34.667,12.3409,3,53.167,14.333,58.667,13.1593,6,53.250,26.000,35.000,13.2373,4
151,16,ok,52.879,20.633,46.817,15.6825,13.6449,16.2038,52.600,18.200,59.600,13.0159,5,53.667,23.333,35.667,11.4992,6,53.250,13.000,59.000,14.3819,4,52.000,28.000,33.000,15.6825,1
152,16,ok,53.145,16.733,53.481,16.1184,9.4381,16.4043,53.714,24.000,35.857,16.1184,7,53.200,18.600,60.400,7.1666,5,52.000,11.000,58.000,7.3895,1,53.667,13.333,59.667,7.0778,3
153,16,ok,53.729,19.771,48.167,14.5688,13.0926,16.2549,53.333,17.833,60.667,12.6555,6,53.667,26.667,35.333,14.5688,3,53.667,12.333,59.667,13.6956,3,54.250,22.250,37.000,11.4504,4
154,16,ok,53.996,19.729,48.829,13.3909,12.8863,15.4657,54.250,26.000,37.000,13.3909,4,53.400,18.000,61.400,12.7032,5,54.333,21.667,36.667,12.3205,3,54.000,13.250,60.250,13.1307,4
155,16,ok,54.192,19.633,49.317,13.8650,12.8660,15.2643,54.250,13.000,61.000,13.4352,4,54.250,26.000,37.000,13.8650,4,54.667,21.333,37.667,11.7830,3,53.600,18.200,61.600,12.3808,5
156,16,ok,54.467,19.671,49.829,13.4189,12.9178,15.8863,54.250,12.750,61.250,13.3559,4,54.750,26.000,38.000,13.4189,4,54.667,21.333,37.667,12.2772,3,54.200,18.600,62.400,12.6192,5
157,16,ok,54.823,20.229,42.615,13.1938,9.2781,12.8772,54.375,16.000,62.125,13.1938,8,54.667,26.667,37.333,8.3281,3,55.000,16.000,32.000,11.4274,1,55.250,22.250,39.000,4.1631,4
158,16,ok,54.733,20.833,34.800,7.7151,5.9278,14.6515,53.667,19.000,31.333,4.0641,3,54.500,27.000,38.000,6.9514,2,55.167,14.333,30.667,7.7151,6,55.600,23.000,39.200,4.9805,5
159,16,ok,54.169,21.294,35.044,7.0673,6.0123,13.4088,55.800,22.800,39.800,5.2490,5,55.375,15.375,31.375,7.0673,8,54.500,27.000,38.000,6.4351,2,51.000,20.000,31.000,5.2978,1
160,16,ok,54.554,18.562,33.902,8.1474,5.2074,14.1725,51.000,19.000,32.000,4.0541,1,56.250,18.500,32.500,2.2015,4,55.714,24.000,39.857,8.1474,7,55.250,12.750,31.250,6.4267,4
