step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size
11,12,ok,21.261,19.683,26.694,6.5669,4.4116,12.4526,21.333,19.000,26.333,0.7762,3,21.250,26.250,26.750,6.5669,4,21.200,13.800,27.000,5.8916,5
12,12,ok,21.500,18.750,27.750,7.0000,4.6667,13.0000,21.500,17.750,27.750,1.0000,4,21.500,25.750,27.750,7.0000,4,21.500,12.750,27.750,6.0000,4
13,12,ok,22.261,19.683,28.694,6.5669,4.4116,12.4526,22.333,19.000,28.333,0.7762,3,22.200,13.800,29.000,5.8916,5,22.250,26.250,28.750,6.5669,4
14,12,ok,22.500,18.750,29.750,7.0000,4.6667,13.0000,22.500,25.750,29.750,7.0000,4,22.500,12.750,29.750,6.0000,4,22.500,17.750,29.750,1.0000,4
15,12,ok,23.250,19.250,30.750,7.0000,4.6667,13.0000,23.250,13.250,30.750,6.0000,4,23.250,26.250,30.750,7.0000,4,23.250,18.250,30.750,1.0000,4
16,12,ok,23.500,18.750,31.750,7.0000,4.6667,13.0000,23.500,17.750,31.750,1.0000,4,23.500,25.750,31.750,7.0000,4,23.500,12.750,31.750,6.0000,4
17,12,ok,24.261,19.683,32.694,6.5669,4.4116,12.4526,24.333,19.000,32.333,0.7762,3,24.200,13.800,33.000,5.8916,5,24.250,26.250,32.750,6.5669,4
18,12,ok,24.500,18.750,33.750,7.0000,4.6667,13.0000,24.500,25.750,33.750,7.0000,4,24.500,12.750,33.750,6.0000,4,24.500,17.750,33.750,1.0000,4
19,12,ok,25.261,19.683,34.694,6.5669,4.4116,12.4526,25.333,19.000,34.333,0.7762,3,25.250,26.250,34.750,6.5669,4,25.200,13.800,35.000,5.8916,5
20,12,ok,25.500,18.750,35.750,7.0000,4.6667,13.0000,25.500,25.750,35.750,7.0000,4,25.500,12.750,35.750,6.0000,4,25.500,17.750,35.750,1.0000,4
21,12,ok,26.250,19.250,36.750,7.0000,4.6667,13.0000,26.250,26.250,36.750,7.0000,4,26.250,18.250,36.750,1.0000,4,26.250,13.250,36.750,6.0000,4
22,12,ok,26.500,18.750,37.750,7.0000,4.6667,13.0000,26.500,25.750,37.750,7.0000,4,26.500,17.750,37.750,1.0000,4,26.500,12.750,37.750,6.0000,4
23,12,ok,27.261,19.683,38.694,6.5669,4.4116,12.4526,27.200,13.800,39.000,5.8916,5,27.333,19.000,38.333,0.7762,3,27.250,26.250,38.750,6.5669,4
24,12,ok,27.389,22.528,39.806,7.2788,4.8649,11.7633,27.500,15.250,39.750,7.2788,8,27.667,25.333,39.667,2.8227,3,27.000,27.000,40.000,4.4933,1
25,12,ok,28.261,19.683,40.694,6.5669,4.4116,12.4526,28.200,13.800,41.000,5.8916,5,28.250,26.250,40.750,6.5669,4,28.333,19.000,40.333,0.7762,3
26,12,ok,28.500,18.750,41.750,7.0000,4.6667,13.0000,28.500,12.750,41.750,6.0000,4,28.500,25.750,41.750,7.0000,4,28.500,17.750,41.750,1.0000,4
27,12,ok,29.261,19.683,42.694,6.5669,4.4116,12.4526,29.250,26.250,42.750,6.5669,4,29.200,13.800,43.000,5.8916,5,29.333,19.000,42.333,0.7762,3
28,12,ok,29.500,18.750,43.750,7.0000,4.6667,13.0000,29.500,17.750,43.750,1.0000,4,29.500,25.750,43.750,7.0000,4,29.500,12.750,43.750,6.0000,4
29,12,ok,30.250,19.250,44.750,7.0000,4.6667,13.0000,30.250,26.250,44.750,7.0000,4,30.250,13.250,44.750,6.0000,4,30.250,18.250,44.750,1.0000,4
30,12,ok,30.500,18.750,45.750,7.0000,4.6667,13.0000,30.500,17.750,45.750,1.0000,4,30.500,25.750,45.750,7.0000,4,30.500,12.750,45.750,6.0000,4
31,12,ok,31.261,19.683,46.694,6.5669,4.4116,12.4526,31.250,26.250,46.750,6.5669,4,31.200,13.800,47.000,5.8916,5,31.333,19.000,46.333,0.7762,3
32,12,ok,31.500,18.750,47.750,7.0000,4.6667,13.0000,31.500,25.750,47.750,7.0000,4,31.500,17.750,47.750,1.0000,4,31.500,12.750,47.750,6.0000,4
33,12,ok,32.250,19.250,48.750,7.0000,4.6667,13.0000,32.250,18.250,48.750,1.0000,4,32.250,26.250,48.750,7.0000,4,32.250,13.250,48.750,6.0000,4
34,12,ok,32.500,18.750,49.750,7.0000,4.6667,13.0000,32.500,25.750,49.750,7.0000,4,32.500,17.750,49.750,1.0000,4,32.500,12.750,49.750,6.0000,4
35,12,ok,33.261,19.683,50.694,6.5669,4.4116,12.4526,33.200,13.800,51.000,5.8916,5,33.333,19.000,50.333,0.7762,3,33.250,26.250,50.750,6.5669,4
36,12,ok,33.500,18.750,51.750,7.0000,4.6667,13.0000,33.500,25.750,51.750,7.0000,4,33.500,12.750,51.750,6.0000,4,33.500,17.750,51.750,1.0000,4
37,12,ok,34.250,19.250,52.750,7.0000,4.6667,13.0000,34.250,18.250,52.750,1.0000,4,34.250,13.250,52.750,6.0000,4,34.250,26.250,52.750,7.0000,4
38,12,ok,34.500,18.750,53.750,7.0000,4.6667,13.0000,34.500,12.750,53.750,6.0000,4,34.500,25.750,53.750,7.0000,4,34.500,17.750,53.750,1.0000,4
39,12,ok,35.261,19.683,54.694,6.5669,4.4116,12.4526,35.250,26.250,54.750,6.5669,4,35.333,19.000,54.333,0.7762,3,35.200,13.800,55.000,5.8916,5
40,12,ok,35.500,18.750,55.750,7.0000,4.6667,13.0000,35.500,25.750,55.750,7.0000,4,35.500,17.750,55.750,1.0000,4,35.500,12.750,55.750,6.0000,4
41,12,ok,36.261,19.683,56.694,6.5669,4.4116,12.4526,36.333,19.000,56.333,0.7762,3,36.200,13.800,57.000,5.8916,5,36.250,26.250,56.750,6.5669,4
42,12,ok,36.500,18.750,57.750,7.0000,4.6667,13.0000,36.500,12.750,57.750,6.0000,4,36.500,25.750,57.750,7.0000,4,36.500,17.750,57.750,1.0000,4
43,12,ok,37.261,19.683,58.694,6.5669,4.4116,12.4526,37.333,19.000,58.333,0.7762,3,37.200,13.800,59.000,5.8916,5,37.250,26.250,58.750,6.5669,4
44,12,ok,37.500,18.750,59.750,7.0000,4.6667,13.0000,37.500,17.750,59.750,1.0000,4,37.500,25.750,59.750,7.0000,4,37.500,12.750,59.750,6.0000,4
45,12,ok,38.250,19.250,60.750,7.0000,4.6667,13.0000,38.250,13.250,60.750,6.0000,4,38.250,18.250,60.750,1.0000,4,38.250,26.250,60.750,7.0000,4
46,12,ok,38.500,18.750,61.750,7.0000,4.6667,13.0000,38.500,25.750,61.750,7.0000,4,38.500,12.750,61.750,6.0000,4,38.500,17.750,61.750,1.0000,4
47,12,ok,39.111,19.167,42.111,11.8093,11.5360,10.5000,39.333,20.000,62.333,11.8093,9,39.000,24.000,32.000,11.2075,1,39.000,13.500,32.000,11.5913,2
48,12,ok,39.500,18.750,31.750,7.0000,4.6667,13.0000,39.500,17.750,31.750,1.0000,4,39.500,25.750,31.750,7.0000,4,39.500,12.750,31.750,6.0000,4
49,12,ok,40.250,19.250,32.750,7.0000,4.6667,13.0000,40.250,26.250,32.750,7.0000,4,40.250,18.250,32.750,1.0000,4,40.250,13.250,32.750,6.0000,4
50,12,ok,40.500,18.750,33.750,7.0000,4.6667,13.0000,40.500,17.750,33.750,1.0000,4,40.500,12.750,33.750,6.0000,4,40.500,25.750,33.750,7.0000,4
51,12,ok,41.261,19.683,34.694,6.5669,4.4116,12.4526,41.333,19.000,34.333,0.7762,3,41.250,26.250,34.750,6.5669,4,41.200,13.800,35.000,5.8916,5
52,12,ok,41.500,18.750,35.750,7.0000,4.6667,13.0000,41.500,12.750,35.750,6.0000,4,41.500,25.750,35.750,7.0000,4,41.500,17.750,35.750,1.0000,4
53,12,ok,42.261,19.683,36.694,6.5669,4.4116,12.4526,42.200,13.800,37.000,5.8916,5,42.250,26.250,36.750,6.5669,4,42.333,19.000,36.333,0.7762,3
54,12,ok,42.500,18.750,37.750,7.0000,4.6667,13.0000,42.500,12.750,37.750,6.0000,4,42.500,25.750,37.750,7.0000,4,42.500,17.750,37.750,1.0000,4
55,12,ok,43.250,22.750,38.750,7.0000,4.6802,11.7553,43.000,27.500,38.500,4.7631,2,43.250,15.750,38.750,7.0000,8,43.500,25.000,39.000,2.2776,2
56,12,ok,43.500,18.750,39.750,7.0000,4.6667,13.0000,43.500,12.750,39.750,6.0000,4,43.500,25.750,39.750,7.0000,4,43.500,17.750,39.750,1.0000,4
57,12,ok,44.250,19.250,40.750,7.0000,4.6667,13.0000,44.250,26.250,40.750,7.0000,4,44.250,13.250,40.750,6.0000,4,44.250,18.250,40.750,1.0000,4
58,12,ok,44.500,18.750,41.750,7.0000,4.6667,13.0000,44.500,12.750,41.750,6.0000,4,44.500,25.750,41.750,7.0000,4,44.500,17.750,41.750,1.0000,4
59,12,ok,45.250,19.250,42.750,7.0000,4.6667,13.0000,45.250,18.250,42.750,1.0000,4,45.250,13.250,42.750,6.0000,4,45.250,26.250,42.750,7.0000,4
60,12,ok,45.500,18.750,43.750,7.0000,4.6667,13.0000,45.500,12.750,43.750,6.0000,4,45.500,25.750,43.750,7.0000,4,45.500,17.750,43.750,1.0000,4
61,12,ok,46.250,19.250,44.750,7.0000,4.6667,13.0000,46.250,18.250,44.750,1.0000,4,46.250,26.250,44.750,7.0000,4,46.250,13.250,44.750,6.0000,4
62,12,ok,46.500,18.750,45.750,7.0000,4.6667,13.0000,46.500,17.750,45.750,1.0000,4,46.500,25.750,45.750,7.0000,4,46.500,12.750,45.750,6.0000,4
63,12,ok,47.250,19.250,46.750,7.0000,4.6667,13.0000,47.250,18.250,46.750,1.0000,4,47.250,26.250,46.750,7.0000,4,47.250,13.250,46.750,6.0000,4
64,12,ok,47.500,18.750,47.750,7.0000,4.6667,13.0000,47.500,12.750,47.750,6.0000,4,47.500,25.750,47.750,7.0000,4,47.500,17.750,47.750,1.0000,4
65,12,ok,48.250,19.250,48.750,7.0000,4.6667,13.0000,48.250,26.250,48.750,7.0000,4,48.250,13.250,48.750,6.0000,4,48.250,18.250,48.750,1.0000,4
66,12,ok,48.611,22.083,50.028,6.8399,4.6421,10.7594,48.500,15.250,49.750,6.8399,8,48.333,26.000,49.333,3.9874,3,49.000,25.000,51.000,3.0989,1
67,12,ok,49.250,19.250,50.750,7.0000,4.6667,13.0000,49.250,13.250,50.750,6.0000,4,49.250,26.250,50.750,7.0000,4,49.250,18.250,50.750,1.0000,4
68,12,ok,49.500,18.750,51.750,7.0000,4.6667,13.0000,49.500,12.750,51.750,6.0000,4,49.500,25.750,51.750,7.0000,4,49.500,17.750,51.750,1.0000,4
69,12,ok,50.250,19.250,52.750,7.0000,4.6667,13.0000,50.250,13.250,52.750,6.0000,4,50.250,26.250,52.750,7.0000,4,50.250,18.250,52.750,1.0000,4
70,12,ok,50.500,18.750,53.750,7.0000,4.6667,13.0000,50.500,12.750,53.750,6.0000,4,50.500,25.750,53.750,7.0000,4,50.500,17.750,53.750,1.0000,4
71,12,ok,51.250,19.250,54.750,7.0000,4.6667,13.0000,51.250,26.250,54.750,7.0000,4,51.250,13.250,54.750,6.0000,4,51.250,18.250,54.750,1.0000,4
72,12,ok,51.500,18.750,55.750,7.0000,4.6667,13.0000,51.500,25.750,55.750,7.0000,4,51.500,17.750,55.750,1.0000,4,51.500,12.750,55.750,6.0000,4
73,12,ok,52.250,19.250,56.750,7.0000,4.6667,13.0000,52.250,18.250,56.750,1.0000,4,52.250,26.250,56.750,7.0000,4,52.250,13.250,56.750,6.0000,4
74,12,ok,52.500,18.750,57.750,7.0000,4.6667,13.0000,52.500,12.750,57.750,6.0000,4,52.500,25.750,57.750,7.0000,4,52.500,17.750,57.750,1.0000,4
75,12,ok,53.250,19.250,58.750,7.0000,4.6667,13.0000,53.250,18.250,58.750,1.0000,4,53.250,26.250,58.750,7.0000,4,53.250,13.250,58.750,6.0000,4
76,12,ok,53.500,18.750,59.750,7.0000,4.6667,13.0000,53.500,25.750,59.750,7.0000,4,53.500,17.750,59.750,1.0000,4,53.500,12.750,59.750,6.0000,4
77,12,ok,54.261,19.683,60.694,6.5669,4.4116,12.4526,54.200,13.800,61.000,5.8916,5,54.333,19.000,60.333,0.7762,3,54.250,26.250,60.750,6.5669,4
78,12,ok,54.500,22.250,61.750,7.0000,4.6976,11.2639,54.500,15.250,61.750,7.0000,8,54.000,26.500,61.500,4.2866,2,55.000,25.000,62.000,2.8062,2
79,12,ok,55.222,20.167,52.222,12.2042,11.7194,10.5000,55.000,17.000,32.000,12.1981,3,55.333,27.000,62.333,12.2042,3,55.333,16.500,62.333,10.7560,6
80,12,ok,55.500,19.833,52.833,11.6964,11.5309,10.5000,55.500,25.500,63.000,11.6393,2,55.500,19.000,32.500,11.6964,6,55.500,15.000,63.000,11.2571,4
81,12,ok,56.250,19.250,32.750,7.0000,4.6667,13.0000,56.250,18.250,32.750,1.0000,4,56.250,26.250,32.750,7.0000,4,56.250,13.250,32.750,6.0000,4
82,12,ok,56.500,18.750,33.750,7.0000,4.6667,13.0000,56.500,25.750,33.750,7.0000,4,56.500,17.750,33.750,1.0000,4,56.500,12.750,33.750,6.0000,4
83,12,ok,57.250,19.250,34.750,7.0000,4.6667,13.0000,57.250,13.250,34.750,6.0000,4,57.250,26.250,34.750,7.0000,4,57.250,18.250,34.750,1.0000,4
84,12,ok,57.500,18.750,35.750,7.0000,4.6667,13.0000,57.500,17.750,35.750,1.0000,4,57.500,12.750,35.750,6.0000,4,57.500,25.750,35.750,7.0000,4
85,12,ok,58.250,19.250,36.750,7.0000,4.6667,13.0000,58.250,26.250,36.750,7.0000,4,58.250,13.250,36.750,6.0000,4,58.250,18.250,36.750,1.0000,4
86,12,ok,58.500,18.750,37.750,7.0000,4.6667,13.0000,58.500,17.750,37.750,1.0000,4,58.500,25.750,37.750,7.0000,4,58.500,12.750,37.750,6.0000,4
87,12,ok,59.261,19.683,38.694,6.5669,4.4116,12.4526,59.200,13.800,39.000,5.8916,5,59.250,26.250,38.750,6.5669,4,59.333,19.000,38.333,0.7762,3
88,12,ok,59.500,18.750,39.750,7.0000,4.6667,13.0000,59.500,25.750,39.750,7.0000,4,59.500,12.750,39.750,6.0000,4,59.500,17.750,39.750,1.0000,4
89,12,ok,60.250,19.250,40.750,7.0000,4.6667,13.0000,60.250,26.250,40.750,7.0000,4,60.250,13.250,40.750,6.0000,4,60.250,18.250,40.750,1.0000,4
90,12,ok,60.500,18.750,41.750,7.0000,4.6667,13.0000,60.500,17.750,41.750,1.0000,4,60.500,25.750,41.750,7.0000,4,60.500,12.750,41.750,6.0000,4
91,12,ok,61.250,19.250,42.750,7.0000,4.6667,13.0000,61.250,18.250,42.750,1.0000,4,61.250,26.250,42.750,7.0000,4,61.250,13.250,42.750,6.0000,4
92,12,ok,61.500,18.750,43.750,7.0000,4.6667,13.0000,61.500,25.750,43.750,7.0000,4,61.500,12.750,43.750,6.0000,4,61.500,17.750,43.750,1.0000,4
93,12,ok,62.250,19.250,44.750,7.0000,4.6667,13.0000,62.250,18.250,44.750,1.0000,4,62.250,26.250,44.750,7.0000,4,62.250,13.250,44.750,6.0000,4
94,12,ok,62.500,18.750,45.750,7.0000,4.6667,13.0000,62.500,12.750,45.750,6.0000,4,62.500,25.750,45.750,7.0000,4,62.500,17.750,45.750,1.0000,4
95,12,ok,52.667,20.389,46.667,11.9258,11.5538,10.5000,63.000,15.833,47.000,11.2979,6,32.000,19.000,46.000,11.4376,3,63.000,26.333,47.000,11.9258,3
96,12,ok,42.333,19.667,47.833,11.6297,11.5078,10.5000,32.000,14.500,48.000,11.5542,4,63.000,19.500,47.500,11.3395,6,32.000,25.000,48.000,11.6297,2
97,12,ok,32.261,19.683,48.694,6.5669,4.4116,12.4526,32.250,26.250,48.750,6.5669,4,32.200,13.800,49.000,5.8916,5,32.333,19.000,48.333,0.7762,3
98,12,ok,32.500,18.750,49.750,7.0000,4.6667,13.0000,32.500,12.750,49.750,6.0000,4,32.500,25.750,49.750,7.0000,4,32.500,17.750,49.750,1.0000,4
99,12,ok,33.250,22.750,50.750,7.0000,4.6802,11.7553,33.000,27.500,50.500,4.7631,2,33.250,15.750,50.750,7.0000,8,33.500,25.000,51.000,2.2776,2
100,12,ok,33.500,18.750,51.750,7.0000,4.6667,13.0000,33.500,12.750,51.750,6.0000,4,33.500,17.750,51.750,1.0000,4,33.500,25.750,51.750,7.0000,4
101,12,ok,34.261,19.683,52.694,6.5669,4.4116,12.4526,34.200,13.800,53.000,5.8916,5,34.250,26.250,52.750,6.5669,4,34.333,19.000,52.333,0.7762,3
102,12,ok,34.500,18.750,53.750,7.0000,4.6667,13.0000,34.500,25.750,53.750,7.0000,4,34.500,17.750,53.750,1.0000,4,34.500,12.750,53.750,6.0000,4
103,12,ok,35.261,19.683,54.694,6.5669,4.4116,12.4526,35.333,19.000,54.333,0.7762,3,35.200,13.800,55.000,5.8916,5,35.250,26.250,54.750,6.5669,4
104,12,ok,35.500,18.750,55.750,7.0000,4.6667,13.0000,35.500,12.750,55.750,6.0000,4,35.500,17.750,55.750,1.0000,4,35.500,25.750,55.750,7.0000,4
105,12,ok,36.250,19.250,56.750,7.0000,4.6667,13.0000,36.250,26.250,56.750,7.0000,4,36.250,18.250,56.750,1.0000,4,36.250,13.250,56.750,6.0000,4
106,12,ok,36.500,18.750,57.750,7.0000,4.6667,13.0000,36.500,12.750,57.750,6.0000,4,36.500,25.750,57.750,7.0000,4,36.500,17.750,57.750,1.0000,4
107,12,ok,37.261,19.683,58.694,6.5669,4.4116,12.4526,37.250,26.250,58.750,6.5669,4,37.200,13.800,59.000,5.8916,5,37.333,19.000,58.333,0.7762,3
108,12,ok,37.500,18.750,59.750,7.0000,4.6667,13.0000,37.500,25.750,59.750,7.0000,4,37.500,12.750,59.750,6.0000,4,37.500,17.750,59.750,1.0000,4
109,12,ok,38.261,19.683,60.694,6.5669,4.4116,12.4526,38.200,13.800,61.000,5.8916,5,38.250,26.250,60.750,6.5669,4,38.333,19.000,60.333,0.7762,3
110,12,ok,38.500,18.750,61.750,7.0000,4.6667,13.0000,38.500,17.750,61.750,1.0000,4,38.500,25.750,61.750,7.0000,4,38.500,12.750,61.750,6.0000,4
111,12,ok,39.222,20.167,52.222,12.2042,11.7194,10.5000,39.333,16.500,62.333,10.7560,6,39.333,27.000,62.333,12.2042,3,39.000,17.000,32.000,12.1981,3
112,12,ok,39.500,19.833,52.833,11.6964,11.5309,10.5000,39.500,19.000,32.500,11.6964,6,39.500,15.000,63.000,11.2571,4,39.500,25.500,63.000,11.6393,2
113,12,ok,40.250,19.250,32.750,7.0000,4.6667,13.0000,40.250,18.250,32.750,1.0000,4,40.250,26.250,32.750,7.0000,4,40.250,13.250,32.750,6.0000,4
114,12,ok,40.500,18.750,33.750,7.0000,4.6667,13.0000,40.500,25.750,33.750,7.0000,4,40.500,12.750,33.750,6.0000,4,40.500,17.750,33.750,1.0000,4
115,12,ok,41.261,19.683,34.694,6.5669,4.4116,12.4526,41.200,13.800,35.000,5.8916,5,41.250,26.250,34.750,6.5669,4,41.333,19.000,34.333,0.7762,3
116,12,ok,41.500,18.750,35.750,7.0000,4.6667,13.0000,41.500,12.750,35.750,6.0000,4,41.500,25.750,35.750,7.0000,4,41.500,17.750,35.750,1.0000,4
117,12,ok,42.261,19.683,36.694,6.5669,4.4116,12.4526,42.200,13.800,37.000,5.8916,5,42.250,26.250,36.750,6.5669,4,42.333,19.000,36.333,0.7762,3
118,12,ok,42.500,18.750,37.750,7.0000,4.6667,13.0000,42.500,25.750,37.750,7.0000,4,42.500,17.750,37.750,1.0000,4,42.500,12.750,37.750,6.0000,4
119,12,ok,43.250,19.250,38.750,7.0000,4.6667,13.0000,43.250,18.250,38.750,1.0000,4,43.250,26.250,38.750,7.0000,4,43.250,13.250,38.750,6.0000,4
120,12,ok,43.500,18.750,39.750,7.0000,4.6667,13.0000,43.500,25.750,39.750,7.0000,4,43.500,12.750,39.750,6.0000,4,43.500,17.750,39.750,1.0000,4
121,12,ok,44.250,19.250,40.750,7.0000,4.6667,13.0000,44.250,26.250,40.750,7.0000,4,44.250,13.250,40.750,6.0000,4,44.250,18.250,40.750,1.0000,4
122,12,ok,44.500,18.750,41.750,7.0000,4.6667,13.0000,44.500,12.750,41.750,6.0000,4,44.500,25.750,41.750,7.0000,4,44.500,17.750,41.750,1.0000,4
123,12,ok,45.250,19.250,42.750,7.0000,4.6667,13.0000,45.250,26.250,42.750,7.0000,4,45.250,13.250,42.750,6.0000,4,45.250,18.250,42.750,1.0000,4
124,12,ok,45.500,18.750,43.750,7.0000,4.6667,13.0000,45.500,12.750,43.750,6.0000,4,45.500,25.750,43.750,7.0000,4,45.500,17.750,43.750,1.0000,4
125,12,ok,46.261,19.683,44.694,6.5669,4.4116,12.4526,46.333,19.000,44.333,0.7762,3,46.250,26.250,44.750,6.5669,4,46.200,13.800,45.000,5.8916,5
126,12,ok,46.500,18.750,45.750,7.0000,4.6667,13.0000,46.500,17.750,45.750,1.0000,4,46.500,12.750,45.750,6.0000,4,46.500,25.750,45.750,7.0000,4
127,12,ok,47.250,19.250,46.750,7.0000,4.6667,13.0000,47.250,26.250,46.750,7.0000,4,47.250,13.250,46.750,6.0000,4,47.250,18.250,46.750,1.0000,4
128,12,ok,47.500,22.250,47.750,7.0000,4.6976,11.2639,47.500,15.250,47.750,7.0000,8,47.000,26.500,47.500,4.2866,2,48.000,25.000,48.000,2.8062,2
129,12,ok,48.250,19.250,48.750,7.0000,4.6667,13.0000,48.250,26.250,48.750,7.0000,4,48.250,18.250,48.750,1.0000,4,48.250,13.250,48.750,6.0000,4
130,12,ok,48.500,18.750,49.750,7.0000,4.6667,13.0000,48.500,17.750,49.750,1.0000,4,48.500,25.750,49.750,7.0000,4,48.500,12.750,49.750,6.0000,4
131,12,ok,49.261,19.683,50.694,6.5669,4.4116,12.4526,49.200,13.800,51.000,5.8916,5,49.250,26.250,50.750,6.5669,4,49.333,19.000,50.333,0.7762,3
132,12,ok,49.500,18.750,51.750,7.0000,4.6667,13.0000,49.500,17.750,51.750,1.0000,4,49.500,25.750,51.750,7.0000,4,49.500,12.750,51.750,6.0000,4
133,12,ok,50.250,19.250,52.750,7.0000,4.6667,13.0000,50.250,13.250,52.750,6.0000,4,50.250,26.250,52.750,7.0000,4,50.250,18.250,52.750,1.0000,4
134,12,ok,50.500,18.750,53.750,7.0000,4.6667,13.0000,50.500,17.750,53.750,1.0000,4,50.500,12.750,53.750,6.0000,4,50.500,25.750,53.750,7.0000,4
135,12,ok,51.250,19.250,54.750,7.0000,4.6667,13.0000,51.250,13.250,54.750,6.0000,4,51.250,26.250,54.750,7.0000,4,51.250,18.250,54.750,1.0000,4
136,12,ok,51.500,18.750,55.750,7.0000,4.6667,13.0000,51.500,12.750,55.750,6.0000,4,51.500,25.750,55.750,7.0000,4,51.500,17.750,55.750,1.0000,4
137,12,ok,52.261,19.683,56.694,6.5669,4.4116,12.4526,52.200,13.800,57.000,5.8916,5,52.250,26.250,56.750,6.5669,4,52.333,19.000,56.333,0.7762,3
138,12,ok,52.500,18.750,57.750,7.0000,4.6667,13.0000,52.500,17.750,57.750,1.0000,4,52.500,25.750,57.750,7.0000,4,52.500,12.750,57.750,6.0000,4
139,12,ok,53.250,19.250,58.750,7.0000,4.6667,13.0000,53.250,18.250,58.750,1.0000,4,53.250,26.250,58.750,7.0000,4,53.250,13.250,58.750,6.0000,4
140,12,ok,53.500,18.750,59.750,7.0000,4.6667,13.0000,53.500,17.750,59.750,1.0000,4,53.500,25.750,59.750,7.0000,4,53.500,12.750,59.750,6.0000,4
141,12,ok,54.261,19.683,60.694,6.5669,4.4116,12.4526,54.250,26.250,60.750,6.5669,4,54.333,19.000,60.333,0.7762,3,54.200,13.800,61.000,5.8916,5
142,12,ok,54.500,18.750,61.750,7.0000,4.6667,13.0000,54.500,25.750,61.750,7.0000,4,54.500,12.750,61.750,6.0000,4,54.500,17.750,61.750,1.0000,4
143,12,ok,55.222,20.167,52.222,12.2042,11.7194,10.5000,55.000,17.000,32.000,12.1981,3,55.333,27.000,62.333,12.2042,3,55.333,16.500,62.333,10.7560,6
144,12,ok,55.500,20.000,42.667,11.8051,11.5620,10.5000,55.500,18.500,63.000,11.7627,6,55.500,26.000,32.500,11.8051,2,55.500,15.500,32.500,11.1181,4
145,12,ok,56.250,19.250,32.750,7.0000,4.6667,13.0000,56.250,18.250,32.750,1.0000,4,56.250,26.250,32.750,7.0000,4,56.250,13.250,32.750,6.0000,4
146,12,ok,56.500,18.750,33.750,7.0000,4.6667,13.0000,56.500,25.750,33.750,7.0000,4,56.500,12.750,33.750,6.0000,4,56.500,17.750,33.750,1.0000,4
147,12,ok,57.250,19.250,34.750,7.0000,4.6667,13.0000,57.250,26.250,34.750,7.0000,4,57.250,13.250,34.750,6.0000,4,57.250,18.250,34.750,1.0000,4
148,12,ok,57.500,18.750,35.750,7.0000,4.6667,13.0000,57.500,12.750,35.750,6.0000,4,57.500,17.750,35.750,1.0000,4,57.500,25.750,35.750,7.0000,4
149,12,ok,58.261,19.683,36.694,6.5669,4.4116,12.4526,58.333,19.000,36.333,0.7762,3,58.200,13.800,37.000,5.8916,5,58.250,26.250,36.750,6.5669,4
