step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size,g3_x,g3_y,g3_z,g3_dist_bary,g3_clust_size
120,16,ok,43.000,44.750,-10.500,6.7500,5.0455,13.0384,43.500,41.000,-11.000,3.8161,4,42.500,48.000,-10.000,3.3260,4,43.500,39.000,-13.000,6.2899,4,42.500,51.000,-8.000,6.7500,4
121,16,ok,43.250,45.750,-11.250,6.7500,5.0455,13.0384,42.750,49.000,-10.750,3.3260,4,43.750,42.000,-11.750,3.8161,4,42.750,52.000,-8.750,6.7500,4,43.750,40.000,-13.750,6.2899,4
122,16,ok,44.000,46.750,-11.500,6.7500,5.0455,13.0384,43.500,53.000,-9.000,6.7500,4,44.500,43.000,-12.000,3.8161,4,44.500,41.000,-14.000,6.2899,4,43.500,50.000,-11.000,3.3260,4
123,16,ok,44.638,45.800,-12.537,6.9909,3.7220,10.9779,44.800,42.200,-14.400,4.0565,5,43.750,52.500,-10.750,6.9909,8,44.000,44.500,-13.000,1.5200,2,46.000,44.000,-12.000,2.3206,1
124,16,ok,44.750,51.500,-11.500,7.9412,4.0980,12.2678,44.500,52.000,-12.000,0.7500,4,45.500,44.000,-14.000,7.9412,8,44.000,55.500,-10.000,4.3373,2,45.000,54.500,-10.000,3.3634,2
125,16,ok,45.250,49.750,-13.250,6.7500,5.0455,13.0384,45.750,44.000,-15.750,6.2899,4,44.750,56.000,-10.750,6.7500,4,45.750,46.000,-13.750,3.8161,4,44.750,53.000,-12.750,3.3260,4
126,16,ok,46.000,50.750,-13.500,6.7500,5.0455,13.0384,46.500,45.000,-16.000,6.2899,4,45.500,54.000,-13.000,3.3260,4,46.500,47.000,-14.000,3.8161,4,45.500,57.000,-11.000,6.7500,4
127,16,ok,46.250,51.750,-14.250,6.7500,5.0455,13.0384,46.750,46.000,-16.750,6.2899,4,45.750,55.000,-13.750,3.3260,4,45.750,58.000,-11.750,6.7500,4,46.750,48.000,-14.750,3.8161,4
128,16,ok,47.000,52.750,-14.500,6.7500,5.0455,13.0384,46.500,59.000,-12.000,6.7500,4,47.500,49.000,-15.000,3.8161,4,47.500,47.000,-17.000,6.2899,4,46.500,56.000,-14.000,3.3260,4
129,16,ok,47.000,56.500,-14.250,7.9412,4.1271,12.2219,47.750,49.000,-16.750,7.9412,8,47.500,59.500,-12.500,3.5089,2,46.000,60.500,-13.000,4.3084,2,46.750,57.000,-14.750,0.7500,4
130,16,ok,48.000,54.750,-15.500,6.7500,5.0455,13.0384,48.500,49.000,-18.000,6.2899,4,47.500,61.000,-13.000,6.7500,4,47.500,58.000,-15.000,3.3260,4,48.500,51.000,-16.000,3.8161,4
131,16,ok,48.438,53.500,-16.938,7.3660,3.8274,11.3425,47.750,60.500,-14.750,7.3660,8,49.667,51.000,-17.000,2.7865,3,48.000,52.500,-17.000,1.0933,2,48.333,50.000,-19.000,4.0638,3
132,16,ok,48.893,49.286,-16.286,14.9175,8.4830,14.0089,48.571,61.143,-15.143,11.9164,7,48.000,32.000,-14.000,14.9175,1,49.500,53.000,-17.000,3.8308,4,49.500,51.000,-19.000,3.2672,4
133,16,ok,49.242,49.933,-17.142,14.6225,8.4078,13.3838,49.750,54.000,-17.750,4.1432,4,48.667,32.333,-14.667,14.6225,3,48.800,61.400,-16.400,11.4991,5,49.750,52.000,-19.750,3.3664,4
134,16,ok,50.000,50.750,-17.500,14.4763,8.3643,13.0384,49.500,62.000,-17.000,11.2722,4,49.500,33.000,-15.000,14.4763,4,50.500,55.000,-18.000,4.3084,4,50.500,53.000,-20.000,3.4004,4
135,16,ok,49.938,46.292,-17.438,15.6268,12.4818,12.2219,50.000,62.667,-17.667,15.6268,3,49.000,34.500,-16.000,11.9159,2,50.750,55.000,-19.750,9.0467,8,50.000,33.000,-16.333,13.3376,3
136,16,ok,50.750,38.750,-18.000,14.9039,8.1776,11.7473,50.000,32.500,-18.000,6.2948,2,51.500,56.000,-20.000,14.9039,8,51.000,31.500,-18.000,7.2543,2,50.500,35.000,-16.000,4.2573,4
137,16,ok,51.250,29.750,-19.250,6.7500,5.0455,13.0384,50.750,36.000,-16.750,6.7500,4,51.750,24.000,-21.750,6.2899,4,50.750,33.000,-18.750,3.3260,4,51.750,26.000,-19.750,3.8161,4
138,16,ok,52.000,30.750,-19.500,6.7500,5.0455,13.0384,52.500,25.000,-22.000,6.2899,4,52.500,27.000,-20.000,3.8161,4,51.500,37.000,-17.000,6.7500,4,51.500,34.000,-19.000,3.3260,4
139,16,ok,52.000,33.750,-19.750,7.0799,3.6875,11.7473,52.500,34.500,-19.500,0.9354,2,51.750,38.000,-17.750,4.7037,4,52.750,27.000,-21.750,7.0799,8,51.000,35.500,-20.000,2.0310,2
140,16,ok,53.000,32.750,-20.500,6.7500,5.0455,13.0384,53.500,27.000,-23.000,6.2899,4,52.500,36.000,-20.000,3.3260,4,53.500,29.000,-21.000,3.8161,4,52.500,39.000,-18.000,6.7500,4
141,16,ok,53.250,33.750,-21.250,6.7500,5.0455,13.0384,52.750,40.000,-18.750,6.7500,4,53.750,30.000,-21.750,3.8161,4,53.750,28.000,-23.750,6.2899,4,52.750,37.000,-20.750,3.3260,4
142,16,ok,54.000,34.750,-21.500,6.7500,5.0455,13.0384,53.500,41.000,-19.000,6.7500,4,54.500,29.000,-24.000,6.2899,4,54.500,31.000,-22.000,3.8161,4,53.500,38.000,-21.000,3.3260,4
143,16,ok,54.250,35.750,-22.250,6.7500,5.0455,13.0384,54.750,32.000,-22.750,3.8161,4,53.750,39.000,-21.750,3.3260,4,54.750,30.000,-24.750,6.2899,4,53.750,42.000,-19.750,6.7500,4
144,16,ok,55.000,36.750,-22.500,6.7500,5.0455,13.0384,54.500,43.000,-20.000,6.7500,4,55.500,31.000,-25.000,6.2899,4,55.500,33.000,-23.000,3.8161,4,54.500,40.000,-22.000,3.3260,4
145,16,ok,55.250,37.750,-23.250,6.7500,5.0455,13.0384,55.750,32.000,-25.750,6.2899,4,55.750,34.000,-23.750,3.8161,4,54.750,44.000,-20.750,6.7500,4,54.750,41.000,-22.750,3.3260,4
146,16,ok,55.750,41.500,-22.500,7.9412,4.0980,12.2678,56.500,34.000,-25.000,7.9412,8,55.500,42.000,-23.000,0.7500,4,55.000,45.500,-21.000,4.3373,2,56.000,44.500,-21.000,3.3634,2
147,16,ok,56.250,39.750,-24.250,6.7500,5.0455,13.0384,56.750,34.000,-26.750,6.2899,4,55.750,46.000,-21.750,6.7500,4,56.750,36.000,-24.750,3.8161,4,55.750,43.000,-23.750,3.3260,4
148,16,ok,57.000,40.750,-24.500,6.7500,5.0455,13.0384,56.500,47.000,-22.000,6.7500,4,56.500,44.000,-24.000,3.3260,4,57.500,35.000,-27.000,6.2899,4,57.500,37.000,-25.000,3.8161,4
149,16,ok,57.250,41.750,-25.250,6.7500,5.0455,13.0384,57.750,36.000,-27.750,6.2899,4,56.750,45.000,-24.750,3.3260,4,56.750,48.000,-22.750,6.7500,4,57.750,38.000,-25.750,3.8161,4
150,16,ok,58.000,42.750,-25.500,6.7500,5.0455,13.0384,57.500,46.000,-25.000,3.3260,4,58.500,39.000,-26.000,3.8161,4,57.500,49.000,-23.000,6.7500,4,58.500,37.000,-28.000,6.2899,4
151,16,ok,58.208,46.500,-25.125,7.9645,4.2091,11.9844,57.750,47.000,-25.750,0.9223,4,59.000,50.000,-23.000,4.1704,1,58.750,39.000,-27.750,7.9645,8,57.333,50.000,-24.000,3.7791,3
152,16,ok,58.833,46.583,-26.000,6.9126,3.5103,11.7473,59.500,40.000,-28.000,6.9126,8,58.500,51.000,-24.000,4.8598,4,58.333,48.333,-26.000,1.8200,3,59.000,47.000,-26.000,0.4488,1
153,16,ok,59.250,45.750,-27.250,6.7500,5.0455,13.0384,59.750,40.000,-29.750,6.2899,4,58.750,49.000,-26.750,3.3260,4,58.750,52.000,-24.750,6.7500,4,59.750,42.000,-27.750,3.8161,4
154,16,ok,60.000,46.750,-27.500,6.7500,5.0455,13.0384,59.500,53.000,-25.000,6.7500,4,60.500,43.000,-28.000,3.8161,4,60.500,41.000,-30.000,6.2899,4,59.500,50.000,-27.000,3.3260,4
155,16,ok,60.250,47.750,-28.250,6.7500,5.0455,13.0384,60.750,42.000,-30.750,6.2899,4,59.750,51.000,-27.750,3.3260,4,59.750,54.000,-25.750,6.7500,4,60.750,44.000,-28.750,3.8161,4
156,16,ok,61.000,48.750,-28.500,6.7500,5.0455,13.0384,60.500,55.000,-26.000,6.7500,4,61.500,45.000,-29.000,3.8161,4,61.500,43.000,-31.000,6.2899,4,60.500,52.000,-28.000,3.3260,4
157,16,ok,61.250,49.750,-29.250,6.7500,5.0547,12.2219,60.750,56.000,-26.750,6.7500,4,62.500,44.500,-30.500,5.5396,4,60.750,53.000,-28.750,3.3260,4,61.000,45.500,-31.000,4.6030,4
158,16,ok,62.000,50.750,-29.500,6.7500,5.0455,13.0384,61.500,54.000,-29.000,3.3260,4,62.500,45.000,-32.000,6.2899,4,61.500,57.000,-27.000,6.7500,4,62.500,47.000,-30.000,3.8161,4
159,16,ok,54.604,49.375,-22.938,13.1295,12.1587,11.3425,62.333,48.000,-31.000,11.2532,3,62.333,46.000,-1.000,13.1295,3,32.000,47.000,-31.000,12.6066,2,61.750,56.500,-28.750,11.6453,8
160,16,ok,47.400,49.600,-15.600,21.8067,21.5492,10.1627,32.000,46.500,-1.000,21.4460,2,62.600,55.900,-29.400,21.4749,10,32.000,48.500,-31.000,21.8067,2,63.000,47.500,-1.000,21.4693,2
