step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size,g3_x,g3_y,g3_z,g3_dist_bary,g3_clust_size
13,16,ok,21.250,33.750,10.750,6.7500,5.0547,12.2219,21.000,29.500,9.000,4.6030,4,20.750,40.000,13.250,6.7500,4,22.500,28.500,9.500,5.5396,4,20.750,37.000,11.250,3.3260,4
14,16,ok,21.750,37.500,11.500,7.9412,4.0980,12.2678,21.500,38.000,11.000,0.7500,4,22.500,30.000,9.000,7.9412,8,21.000,41.500,13.000,4.3373,2,22.000,40.500,13.000,3.3634,2
15,16,ok,22.250,35.750,9.750,6.7500,5.0455,13.0384,22.750,32.000,9.250,3.8161,4,21.750,42.000,12.250,6.7500,4,22.750,30.000,7.250,6.2899,4,21.750,39.000,10.250,3.3260,4
16,16,ok,23.000,36.750,9.500,6.7500,5.0455,13.0384,22.500,40.000,10.000,3.3260,4,23.500,31.000,7.000,6.2899,4,23.500,33.000,9.000,3.8161,4,22.500,43.000,12.000,6.7500,4
17,16,ok,23.250,37.750,8.750,6.7500,5.0455,13.0384,23.750,34.000,8.250,3.8161,4,22.750,44.000,11.250,6.7500,4,22.750,41.000,9.250,3.3260,4,23.750,32.000,6.250,6.2899,4
18,16,ok,24.250,36.625,8.000,7.1992,3.6882,11.2805,24.500,33.000,6.000,4.1477,4,23.500,43.500,10.000,7.1992,8,24.000,35.500,8.000,1.1524,2,25.000,34.500,8.000,2.2535,2
19,16,ok,24.250,39.750,7.750,6.7500,5.0455,13.0384,24.750,34.000,5.250,6.2899,4,23.750,43.000,8.250,3.3260,4,24.750,36.000,7.250,3.8161,4,23.750,46.000,10.250,6.7500,4
20,16,ok,25.000,40.750,7.500,6.7500,5.0455,13.0384,25.500,37.000,7.000,3.8161,4,24.500,47.000,10.000,6.7500,4,25.500,35.000,5.000,6.2899,4,24.500,44.000,8.000,3.3260,4
21,16,ok,25.250,41.750,6.750,6.7500,5.0455,13.0384,24.750,45.000,7.250,3.3260,4,25.750,36.000,4.250,6.2899,4,24.750,48.000,9.250,6.7500,4,25.750,38.000,6.250,3.8161,4
22,16,ok,26.000,42.750,6.500,6.7500,5.0455,13.0384,26.500,37.000,4.000,6.2899,4,25.500,46.000,7.000,3.3260,4,25.500,49.000,9.000,6.7500,4,26.500,39.000,6.000,3.8161,4
23,16,ok,26.250,43.750,5.750,6.7500,5.0455,13.0384,25.750,50.000,8.250,6.7500,4,26.750,38.000,3.250,6.2899,4,25.750,47.000,6.250,3.3260,4,26.750,40.000,5.250,3.8161,4
24,16,ok,26.750,46.750,6.000,7.0799,3.6195,11.7473,26.000,48.500,6.000,1.9039,2,27.500,40.000,4.000,7.0799,8,27.000,47.500,6.000,0.7906,2,26.500,51.000,8.000,4.7037,4
25,16,ok,27.250,45.750,4.750,6.7500,5.0455,13.0384,26.750,52.000,7.250,6.7500,4,27.750,42.000,4.250,3.8161,4,26.750,49.000,5.250,3.3260,4,27.750,40.000,2.250,6.2899,4
26,16,ok,27.833,48.583,5.000,6.9126,3.5103,11.7473,27.333,50.333,5.000,1.8200,3,28.500,42.000,3.000,6.9126,8,27.500,53.000,7.000,4.8598,4,28.000,49.000,5.000,0.4488,1
27,16,ok,28.250,47.750,3.750,6.7500,5.0455,13.0384,28.750,44.000,3.250,3.8161,4,27.750,51.000,4.250,3.3260,4,28.750,42.000,1.250,6.2899,4,27.750,54.000,6.250,6.7500,4
28,16,ok,29.250,46.625,3.000,7.1992,3.6882,11.2805,29.500,43.000,1.000,4.1477,4,28.500,53.500,5.000,7.1992,8,29.000,45.500,3.000,1.1524,2,30.000,44.500,3.000,2.2535,2
29,16,ok,29.250,49.750,2.750,6.7500,5.0455,13.0384,29.750,46.000,2.250,3.8161,4,28.750,56.000,5.250,6.7500,4,28.750,53.000,3.250,3.3260,4,29.750,44.000,0.250,6.2899,4
30,16,ok,30.250,48.125,1.500,7.8232,4.0268,11.8004,29.500,55.500,4.000,7.8232,8,30.000,45.500,0.000,3.0337,2,31.000,44.500,0.000,3.9941,2,30.500,47.000,2.000,1.2562,4
31,16,ok,30.250,51.750,1.750,6.7500,5.0547,12.2219,29.750,55.000,2.250,3.3260,4,30.000,47.500,0.000,4.6030,4,29.750,58.000,4.250,6.7500,4,31.500,46.500,0.500,5.5396,4
32,16,ok,31.000,52.750,1.500,6.7500,5.0455,13.0384,30.500,56.000,2.000,3.3260,4,31.500,49.000,1.000,3.8161,4,31.500,47.000,-1.000,6.2899,4,30.500,59.000,4.000,6.7500,4
33,16,ok,31.250,53.750,0.750,6.7500,5.0455,13.0384,30.750,57.000,1.250,3.3260,4,31.750,48.000,-1.750,6.2899,4,31.750,50.000,0.250,3.8161,4,30.750,60.000,3.250,6.7500,4
34,16,ok,32.000,54.750,0.500,6.7500,5.0455,13.0384,31.500,58.000,1.000,3.3260,4,32.500,49.000,-2.000,6.2899,4,31.500,61.000,3.000,6.7500,4,32.500,51.000,0.000,3.8161,4
35,16,ok,32.500,53.125,-1.250,7.8232,4.0591,11.7527,32.750,52.000,-0.750,1.2562,4,31.750,60.500,1.250,7.8232,8,33.500,49.500,-2.500,3.9627,2,32.000,50.500,-3.000,3.1942,2
36,16,ok,32.667,51.667,0.500,12.4421,8.6375,12.7377,33.500,52.000,-2.000,2.6562,8,32.667,62.667,2.000,11.1018,3,32.000,32.000,2.000,12.4421,1,32.500,60.000,0.000,8.3500,4
37,16,ok,33.062,51.958,-0.562,12.5256,8.4170,12.0951,33.750,53.000,-2.750,2.5185,8,32.667,32.333,1.333,12.5256,3,32.333,62.000,-0.333,10.0707,3,33.500,60.500,-0.500,8.5531,2
38,16,ok,34.000,50.750,-1.500,14.4763,8.3643,13.0384,33.500,33.000,1.000,14.4763,4,34.500,55.000,-2.000,4.3084,4,33.500,62.000,-1.000,11.2722,4,34.500,53.000,-4.000,3.4004,4
39,16,ok,34.275,51.567,-2.342,14.2119,8.3174,12.5134,34.750,56.000,-2.750,4.4774,4,34.000,62.667,-1.667,11.1239,3,33.600,33.600,-0.200,14.2119,5,34.750,54.000,-4.750,3.4564,4
40,16,ok,34.833,46.583,-2.000,15.5842,12.8131,11.7473,35.500,56.000,-4.000,9.6498,8,34.500,35.000,0.000,11.7595,4,35.000,63.000,-2.000,15.5842,1,34.333,32.333,-2.000,14.2588,3
41,16,ok,35.750,51.479,-3.729,15.1836,8.2054,11.5872,34.750,34.500,-1.750,15.1836,8,35.250,57.750,-4.500,6.3378,4,36.000,55.667,-5.667,4.6208,3,37.000,58.000,-3.000,6.6795,1
42,16,ok,36.000,46.750,-3.500,12.7696,11.4200,13.0384,35.500,37.000,-1.000,10.0778,4,36.500,59.000,-4.000,12.2704,4,35.500,34.000,-3.000,12.7696,4,36.500,57.000,-6.000,10.5623,4
43,16,ok,36.250,47.750,-4.250,12.7696,11.4200,13.0384,35.750,38.000,-1.750,10.0778,4,36.750,58.000,-6.750,10.5623,4,35.750,35.000,-3.750,12.7696,4,36.750,60.000,-4.750,12.2704,4
44,16,ok,37.000,48.750,-4.500,12.7696,11.4200,13.0384,37.500,59.000,-7.000,10.5623,4,36.500,39.000,-2.000,10.0778,4,37.500,61.000,-5.000,12.2704,4,36.500,36.000,-4.000,12.7696,4
45,16,ok,37.250,49.750,-5.250,12.7696,11.4200,13.0384,36.750,37.000,-4.750,12.7696,4,36.750,40.000,-2.750,10.0778,4,37.750,62.000,-5.750,12.2704,4,37.750,60.000,-7.750,10.5623,4
46,16,ok,38.079,50.129,-5.662,13.8892,11.8475,12.5272,38.667,62.667,-6.000,12.5558,3,37.750,36.250,-5.250,13.8892,4,38.500,61.000,-8.000,11.1273,4,37.400,40.600,-3.400,9.8176,5
47,16,ok,38.242,43.883,-6.142,13.8797,8.3642,12.7265,38.800,62.200,-8.400,13.8797,5,37.750,42.000,-3.750,3.0836,4,38.667,32.333,-6.667,11.5697,3,37.750,39.000,-5.750,4.9236,4
48,16,ok,39.000,36.750,-6.500,6.7500,5.0455,13.0384,38.500,43.000,-4.000,6.7500,4,39.500,31.000,-9.000,6.2899,4,39.500,33.000,-7.000,3.8161,4,38.500,40.000,-6.000,3.3260,4
49,16,ok,39.000,40.500,-6.250,7.9412,4.1271,12.2219,39.750,33.000,-8.750,7.9412,8,39.500,43.500,-4.500,3.5089,2,38.000,44.500,-5.000,4.3084,2,38.750,41.000,-6.750,0.7500,4
50,16,ok,40.000,38.750,-7.500,6.7500,5.0455,13.0384,40.500,33.000,-10.000,6.2899,4,39.500,42.000,-7.000,3.3260,4,39.500,45.000,-5.000,6.7500,4,40.500,35.000,-8.000,3.8161,4
51,16,ok,40.250,39.750,-8.250,6.7500,5.0455,13.0384,40.750,34.000,-10.750,6.2899,4,39.750,46.000,-5.750,6.7500,4,40.750,36.000,-8.750,3.8161,4,39.750,43.000,-7.750,3.3260,4
52,16,ok,40.667,42.917,-8.000,7.2481,3.6838,11.7473,40.667,43.667,-8.000,0.7500,3,41.500,36.000,-10.000,7.2481,8,40.500,47.000,-6.000,4.5499,4,40.000,45.000,-8.000,2.1874,1
53,16,ok,41.000,43.750,-8.750,7.0799,3.6875,11.7473,40.750,48.000,-6.750,4.7037,4,41.750,37.000,-10.750,7.0799,8,40.000,45.500,-9.000,2.0310,2,41.500,44.500,-8.500,0.9354,2
54,16,ok,42.000,42.750,-9.500,6.7500,5.0455,13.0384,41.500,46.000,-9.000,3.3260,4,42.500,37.000,-12.000,6.2899,4,42.500,39.000,-10.000,3.8161,4,41.500,49.000,-7.000,6.7500,4
55,16,ok,42.250,43.750,-10.250,6.7500,5.0455,13.0384,42.750,40.000,-10.750,3.8161,4,41.750,50.000,-7.750,6.7500,4,42.750,38.000,-12.750,6.2899,4,41.750,47.000,-9.750,3.3260,4
56,16,ok,43.000,44.750,-10.500,6.7500,5.0455,13.0384,42.500,48.000,-10.000,3.3260,4,43.500,39.000,-13.000,6.2899,4,42.500,51.000,-8.000,6.7500,4,43.500,41.000,-11.000,3.8161,4
57,16,ok,43.250,45.750,-11.250,6.7500,5.0455,13.0384,43.750,40.000,-13.750,6.2899,4,42.750,52.000,-8.750,6.7500,4,43.750,42.000,-11.750,3.8161,4,42.750,49.000,-10.750,3.3260,4
58,16,ok,44.000,46.750,-11.500,6.7500,5.0455,13.0384,43.500,53.000,-9.000,6.7500,4,44.500,41.000,-14.000,6.2899,4,44.500,43.000,-12.000,3.8161,4,43.500,50.000,-11.000,3.3260,4
59,16,ok,44.708,45.625,-12.625,7.1902,3.8174,11.2805,44.750,42.000,-14.750,4.2021,4,43.750,52.500,-10.750,7.1902,8,46.000,44.000,-12.000,2.1679,1,44.333,44.000,-13.000,1.7093,3
60,16,ok,44.750,50.750,-12.000,7.0799,3.6195,11.7473,44.500,55.000,-10.000,4.7037,4,45.500,44.000,-14.000,7.0799,8,44.000,52.500,-12.000,1.9039,2,45.000,51.500,-12.000,0.7906,2
61,16,ok,45.000,52.500,-12.250,7.9412,4.1271,12.2219,45.750,45.000,-14.750,7.9412,8,44.750,53.000,-12.750,0.7500,4,44.000,56.500,-11.000,4.3084,2,45.500,55.500,-10.500,3.5089,2
62,16,ok,46.000,50.750,-13.500,6.7500,5.0455,13.0384,46.500,47.000,-14.000,3.8161,4,45.500,57.000,-11.000,6.7500,4,46.500,45.000,-16.000,6.2899,4,45.500,54.000,-13.000,3.3260,4
63,16,ok,46.250,51.750,-14.250,6.7500,5.0455,13.0384,46.750,48.000,-14.750,3.8161,4,45.750,58.000,-11.750,6.7500,4,45.750,55.000,-13.750,3.3260,4,46.750,46.000,-16.750,6.2899,4
64,16,ok,47.000,52.750,-14.500,6.7500,5.0455,13.0384,46.500,56.000,-14.000,3.3260,4,47.500,49.000,-15.000,3.8161,4,46.500,59.000,-12.000,6.7500,4,47.500,47.000,-17.000,6.2899,4
65,16,ok,47.250,53.750,-15.250,6.2899,5.0621,11.7527,47.750,50.000,-15.750,3.8161,4,47.500,58.000,-13.500,4.6030,4,46.000,59.000,-14.000,5.5396,4,47.750,48.000,-17.750,6.2899,4
66,16,ok,48.000,54.750,-15.500,6.7500,5.0455,13.0384,47.500,58.000,-15.000,3.3260,4,48.500,49.000,-18.000,6.2899,4,48.500,51.000,-16.000,3.8161,4,47.500,61.000,-13.000,6.7500,4
67,16,ok,48.000,57.750,-15.750,7.0799,3.6875,11.7473,47.000,59.500,-16.000,2.0310,2,48.750,51.000,-17.750,7.0799,8,47.750,62.000,-13.750,4.7037,4,48.500,58.500,-15.500,0.9354,2
68,16,ok,48.893,49.286,-16.286,14.9175,8.4830,14.0089,48.571,61.143,-15.143,11.9164,7,48.000,32.000,-14.000,14.9175,1,49.500,51.000,-19.000,3.2672,4,49.500,53.000,-17.000,3.8308,4
69,16,ok,49.242,49.933,-17.142,14.6225,8.4078,13.3838,49.750,54.000,-17.750,4.1432,4,48.667,32.333,-14.667,14.6225,3,48.800,61.400,-16.400,11.4991,5,49.750,52.000,-19.750,3.3664,4
70,16,ok,49.667,52.917,-17.000,12.2489,8.3817,11.7473,50.500,54.000,-19.000,2.4224,8,49.500,33.000,-15.000,12.2489,4,49.667,61.667,-17.000,8.7500,3,49.000,63.000,-17.000,10.1053,1
71,16,ok,50.250,46.292,-17.229,15.6331,12.5197,11.9844,50.750,55.000,-19.750,9.0796,8,51.000,34.000,-15.000,12.5147,1,49.250,33.500,-16.500,12.8514,4,50.000,62.667,-17.667,15.6331,3
72,16,ok,50.750,38.750,-18.000,14.9039,8.1776,11.7473,51.500,56.000,-20.000,14.9039,8,50.500,35.000,-16.000,4.2573,4,51.000,31.500,-18.000,7.2543,2,50.000,32.500,-18.000,6.2948,2
73,16,ok,51.000,32.500,-18.250,7.9412,4.1271,12.2219,50.750,33.000,-18.750,0.7500,4,51.500,35.500,-16.500,3.5089,2,51.750,25.000,-20.750,7.9412,8,50.000,36.500,-17.000,4.3084,2
74,16,ok,52.000,30.750,-19.500,6.7500,5.0455,13.0384,52.500,25.000,-22.000,6.2899,4,51.500,37.000,-17.000,6.7500,4,52.500,27.000,-20.000,3.8161,4,51.500,34.000,-19.000,3.3260,4
75,16,ok,52.250,31.750,-20.250,6.7500,5.0455,13.0384,51.750,38.000,-17.750,6.7500,4,52.750,26.000,-22.750,6.2899,4,52.750,28.000,-20.750,3.8161,4,51.750,35.000,-19.750,3.3260,4
76,16,ok,53.000,32.750,-20.500,6.7500,5.0455,13.0384,52.500,39.000,-18.000,6.7500,4,53.500,27.000,-23.000,6.2899,4,53.500,29.000,-21.000,3.8161,4,52.500,36.000,-20.000,3.3260,4
77,16,ok,53.250,33.750,-21.250,6.7500,5.0455,13.0384,52.750,40.000,-18.750,6.7500,4,53.750,28.000,-23.750,6.2899,4,52.750,37.000,-20.750,3.3260,4,53.750,30.000,-21.750,3.8161,4
78,16,ok,54.000,34.750,-21.500,6.7500,5.0455,13.0384,53.500,38.000,-21.000,3.3260,4,54.500,29.000,-24.000,6.2899,4,54.500,31.000,-22.000,3.8161,4,53.500,41.000,-19.000,6.7500,4
79,16,ok,54.250,35.750,-22.250,6.7500,5.0455,13.0384,54.750,32.000,-22.750,3.8161,4,53.750,39.000,-21.750,3.3260,4,54.750,30.000,-24.750,6.2899,4,53.750,42.000,-19.750,6.7500,4
80,16,ok,55.000,36.750,-22.500,6.7500,5.0455,13.0384,55.500,33.000,-23.000,3.8161,4,54.500,40.000,-22.000,3.3260,4,54.500,43.000,-20.000,6.7500,4,55.500,31.000,-25.000,6.2899,4
81,16,ok,55.000,39.750,-22.750,7.0799,3.6875,11.7473,54.750,44.000,-20.750,4.7037,4,55.750,33.000,-24.750,7.0799,8,55.500,40.500,-22.500,0.9354,2,54.000,41.500,-23.000,2.0310,2
82,16,ok,56.250,36.625,-24.000,7.1992,3.6882,11.2805,56.000,35.500,-24.000,1.1524,2,56.500,33.000,-26.000,4.1477,4,55.500,43.500,-22.000,7.1992,8,57.000,34.500,-24.000,2.2535,2
83,16,ok,56.000,42.500,-23.250,7.9412,4.1271,12.2219,55.750,43.000,-23.750,0.7500,4,56.750,35.000,-25.750,7.9412,8,55.000,46.500,-22.000,4.3084,2,56.500,45.500,-21.500,3.5089,2
84,16,ok,57.000,40.750,-24.500,6.7500,5.0455,13.0384,56.500,47.000,-22.000,6.7500,4,57.500,35.000,-27.000,6.2899,4,57.500,37.000,-25.000,3.8161,4,56.500,44.000,-24.000,3.3260,4
85,16,ok,57.250,41.750,-25.250,6.7500,5.0455,13.0384,56.750,45.000,-24.750,3.3260,4,56.750,48.000,-22.750,6.7500,4,57.750,38.000,-25.750,3.8161,4,57.750,36.000,-27.750,6.2899,4
86,16,ok,58.000,42.750,-25.500,6.7500,5.0455,13.0384,57.500,49.000,-23.000,6.7500,4,58.500,39.000,-26.000,3.8161,4,57.500,46.000,-25.000,3.3260,4,58.500,37.000,-28.000,6.2899,4
87,16,ok,58.000,46.500,-25.250,7.9412,4.1271,12.2219,57.000,50.500,-24.000,4.3084,2,58.750,39.000,-27.750,7.9412,8,57.750,47.000,-25.750,0.7500,4,58.500,49.500,-23.500,3.5089,2
88,16,ok,59.000,44.750,-26.500,6.7500,5.0455,13.0384,59.500,39.000,-29.000,6.2899,4,58.500,48.000,-26.000,3.3260,4,58.500,51.000,-24.000,6.7500,4,59.500,41.000,-27.000,3.8161,4
89,16,ok,59.208,47.750,-26.625,7.0973,3.7356,11.7473,58.333,49.000,-27.000,1.5712,3,59.750,41.000,-28.750,7.0973,8,58.750,52.000,-24.750,4.6678,4,60.000,49.000,-26.000,1.6062,1
90,16,ok,60.000,46.750,-27.500,6.7500,5.0455,13.0384,59.500,50.000,-27.000,3.3260,4,60.500,43.000,-28.000,3.8161,4,60.500,41.000,-30.000,6.2899,4,59.500,53.000,-25.000,6.7500,4
91,16,ok,60.000,50.500,-27.250,7.9412,4.1271,12.2219,59.750,51.000,-27.750,0.7500,4,60.500,53.500,-25.500,3.5089,2,60.750,43.000,-29.750,7.9412,8,59.000,54.500,-26.000,4.3084,2
92,16,ok,61.250,46.625,-29.000,7.1992,3.6882,11.2805,62.000,44.500,-29.000,2.2535,2,60.500,53.500,-27.000,7.1992,8,61.000,45.500,-29.000,1.1524,2,61.500,43.000,-31.000,4.1477,4
93,16,ok,61.250,49.750,-29.250,6.7500,5.0455,13.0384,61.750,44.000,-31.750,6.2899,4,60.750,56.000,-26.750,6.7500,4,60.750,53.000,-28.750,3.3260,4,61.750,46.000,-29.750,3.8161,4
94,16,ok,62.000,50.750,-29.500,6.7500,5.0455,13.0384,61.500,54.000,-29.000,3.3260,4,62.500,45.000,-32.000,6.2899,4,62.500,47.000,-30.000,3.8161,4,61.500,57.000,-27.000,6.7500,4
95,16,ok,54.604,49.375,-22.938,13.1295,12.1587,11.3425,61.750,56.500,-28.750,11.6453,8,32.000,47.000,-31.000,12.6066,2,62.333,48.000,-31.000,11.2532,3,62.333,46.000,-1.000,13.1295,3
96,16,ok,47.400,49.600,-15.600,21.8067,21.5492,10.1627,32.000,46.500,-1.000,21.4460,2,62.600,55.900,-29.400,21.4749,10,32.000,48.500,-31.000,21.8067,2,63.000,47.500,-1.000,21.4693,2
97,16,ok,47.500,52.917,-15.417,21.5378,21.3667,11.1018,62.333,58.500,-30.000,21.5378,6,32.333,48.000,-1.000,21.4952,3,63.000,49.500,-1.000,21.4421,4,32.333,55.667,-29.667,20.9917,3
98,16,ok,40.000,54.750,-15.500,17.8553,17.2636,11.8004,32.500,49.000,-2.000,16.4792,4,32.000,59.000,-30.000,17.0971,4,63.000,60.000,-30.000,17.8553,4,32.500,51.000,0.000,17.6228,4
99,16,ok,32.300,55.600,-8.300,11.8246,9.3056,11.2178,33.667,51.000,-1.000,8.7360,3,32.000,61.400,-30.000,11.8246,5,31.333,59.000,0.000,9.0213,3,32.200,51.000,-2.200,7.6407,5
100,16,ok,32.893,49.286,-0.286,14.9175,8.4830,14.0089,32.571,61.143,0.857,11.9164,7,32.000,32.000,2.000,14.9175,1,33.500,53.000,-1.000,3.8308,4,33.500,51.000,-3.000,3.2672,4
101,16,ok,33.242,49.933,-1.142,14.6225,8.4078,13.3838,32.800,61.400,-0.400,11.4991,5,33.750,54.000,-1.750,4.1432,4,32.667,32.333,1.333,14.6225,3,33.750,52.000,-3.750,3.3664,4
102,16,ok,34.000,50.750,-1.500,14.4763,8.3643,13.0384,34.500,53.000,-4.000,3.4004,4,34.500,55.000,-2.000,4.3084,4,33.500,33.000,1.000,14.4763,4,33.500,62.000,-1.000,11.2722,4
103,16,ok,34.275,51.567,-2.342,14.2119,8.3174,12.5134,34.750,56.000,-2.750,4.4774,4,33.600,33.600,-0.200,14.2119,5,34.750,54.000,-4.750,3.4564,4,34.000,62.667,-1.667,11.1239,3
104,16,ok,34.833,46.583,-2.000,15.5842,12.8131,11.7473,35.500,56.000,-4.000,9.6498,8,34.333,32.333,-2.000,14.2588,3,34.500,35.000,0.000,11.7595,4,35.000,63.000,-2.000,15.5842,1
105,16,ok,35.250,45.750,-3.250,12.7696,11.4200,13.0384,34.750,33.000,-2.750,12.7696,4,35.750,58.000,-3.750,12.2704,4,34.750,36.000,-0.750,10.0778,4,35.750,56.000,-5.750,10.5623,4
106,16,ok,36.000,46.750,-3.500,12.7696,11.4200,13.0384,35.500,37.000,-1.000,10.0778,4,36.500,59.000,-4.000,12.2704,4,36.500,57.000,-6.000,10.5623,4,35.500,34.000,-3.000,12.7696,4
107,16,ok,36.250,47.750,-4.250,12.7696,11.4200,13.0384,36.750,60.000,-4.750,12.2704,4,35.750,38.000,-1.750,10.0778,4,36.750,58.000,-6.750,10.5623,4,35.750,35.000,-3.750,12.7696,4
108,16,ok,37.000,48.750,-4.500,12.7696,11.4200,13.0384,36.500,39.000,-2.000,10.0778,4,37.500,59.000,-7.000,10.5623,4,36.500,36.000,-4.000,12.7696,4,37.500,61.000,-5.000,12.2704,4
109,16,ok,37.250,49.750,-5.250,12.7696,11.4200,13.0384,36.750,37.000,-4.750,12.7696,4,37.750,62.000,-5.750,12.2704,4,37.750,60.000,-7.750,10.5623,4,36.750,40.000,-2.750,10.0778,4
110,16,ok,37.893,43.179,-5.286,13.6087,8.2985,12.0697,38.571,61.714,-7.143,13.6087,7,37.500,41.000,-3.000,3.1820,4,38.000,32.000,-6.000,11.2019,1,37.500,38.000,-5.000,5.2013,4
111,16,ok,38.250,35.750,-6.250,6.7500,5.0455,13.0384,37.750,42.000,-3.750,6.7500,4,38.750,30.000,-8.750,6.2899,4,37.750,39.000,-5.750,3.3260,4,38.750,32.000,-6.750,3.8161,4
112,16,ok,39.250,34.125,-7.500,7.8232,4.0268,11.8004,39.500,33.000,-7.000,1.2562,4,38.500,41.500,-5.000,7.8232,8,39.000,31.500,-9.000,3.0337,2,40.000,30.500,-9.000,3.9941,2
113,16,ok,39.438,35.500,-7.938,7.3660,3.8274,11.3425,39.333,32.000,-10.000,4.0638,3,38.750,42.500,-5.750,7.3660,8,40.667,33.000,-8.000,2.7865,3,39.000,34.500,-8.000,1.0933,2
114,16,ok,40.000,38.750,-7.500,6.7500,5.0455,13.0384,40.500,33.000,-10.000,6.2899,4,39.500,45.000,-5.000,6.7500,4,40.500,35.000,-8.000,3.8161,4,39.500,42.000,-7.000,3.3260,4
115,16,ok,40.250,39.750,-8.250,6.7500,5.0455,13.0384,39.750,46.000,-5.750,6.7500,4,40.750,36.000,-8.750,3.8161,4,39.750,43.000,-7.750,3.3260,4,40.750,34.000,-10.750,6.2899,4
116,16,ok,40.833,42.583,-8.000,6.9126,3.5103,11.7473,41.000,43.000,-8.000,0.4488,1,41.500,36.000,-10.000,6.9126,8,40.500,47.000,-6.000,4.8598,4,40.333,44.333,-8.000,1.8200,3
117,16,ok,41.250,41.750,-9.250,6.2899,5.0621,11.7527,40.000,47.000,-8.000,5.5396,4,41.750,36.000,-11.750,6.2899,4,41.500,46.000,-7.500,4.6030,4,41.750,38.000,-9.750,3.8161,4
118,16,ok,42.000,42.750,-9.500,6.7500,5.0455,13.0384,42.500,39.000,-10.000,3.8161,4,41.500,49.000,-7.000,6.7500,4,41.500,46.000,-9.000,3.3260,4,42.500,37.000,-12.000,6.2899,4
119,16,ok,42.000,45.750,-9.750,7.0799,3.6875,11.7473,42.750,39.000,-11.750,7.0799,8,41.750,50.000,-7.750,4.7037,4,42.500,46.500,-9.500,0.9354,2,41.000,47.500,-10.000,2.0310,2
