step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size,g3_x,g3_y,g3_z,g3_dist_bary,g3_clust_size
19,16,ok,20.542,35.729,12.312,11.7653,6.8556,13.7931,19.500,34.000,13.000,2.1325,4,20.000,25.250,11.250,10.5468,8,23.000,47.000,10.000,11.7653,1,19.667,36.667,15.000,2.9778,3
20,16,ok,21.143,33.786,11.464,14.5723,8.3769,14.1349,24.000,48.000,10.000,14.5723,1,20.500,25.000,10.000,8.9301,4,19.571,35.143,13.857,3.1681,7,20.500,27.000,12.000,6.8371,4
21,16,ok,21.107,35.000,10.964,14.4301,8.1132,14.1291,20.000,29.000,11.000,6.1014,1,24.000,49.000,9.000,14.4301,1,19.857,36.143,13.143,2.7595,7,20.571,25.857,10.714,9.1619,7
22,16,ok,21.589,35.036,10.661,15.4376,8.7386,15.3503,25.000,50.000,9.000,15.4376,1,19.857,36.143,13.143,3.2229,7,20.750,26.000,9.250,9.1836,4,20.750,28.000,11.250,7.1101,4
23,16,ok,21.792,38.229,11.062,13.5191,7.6185,16.1632,20.667,38.667,14.000,3.1758,3,21.000,27.250,10.250,11.0376,8,25.000,51.000,8.000,13.5191,1,20.500,36.000,12.000,2.7416,4
24,16,ok,22.167,38.667,11.000,14.1941,7.8955,17.3853,20.667,38.667,14.000,3.3541,3,21.500,28.000,10.000,10.7342,8,26.000,52.000,8.000,14.1941,1,20.500,36.000,12.000,3.2998,4
25,16,ok,22.312,39.479,10.333,14.4056,8.0074,17.3674,21.500,28.250,9.750,11.2736,8,26.000,53.000,7.000,14.4056,1,21.000,39.667,13.333,3.2799,3,20.750,37.000,11.250,3.0705,4
26,16,ok,22.839,37.536,9.411,16.2629,9.2551,17.7661,20.857,38.143,12.143,3.4296,7,21.750,28.000,8.250,9.6677,4,21.750,30.000,10.250,7.6602,4,27.000,54.000,7.000,16.2629,1
27,16,ok,23.042,32.729,9.812,11.1741,7.2828,16.8193,27.000,23.000,6.000,11.1741,1,21.500,38.000,11.000,5.6186,4,21.667,40.667,13.000,8.6634,3,22.000,29.250,9.250,3.6751,8
28,16,ok,23.643,30.786,8.964,9.0830,5.3903,17.4625,22.500,29.000,8.000,2.3291,4,21.571,39.143,11.857,9.0830,7,28.000,24.000,6.000,8.5917,1,22.500,31.000,10.000,1.5572,4
29,16,ok,23.562,33.979,9.083,10.8162,7.1658,18.0247,28.000,25.000,5.000,10.8162,1,22.000,41.667,12.333,8.4913,3,22.500,30.250,8.750,3.8919,8,21.750,39.000,10.250,5.4640,4
30,16,ok,24.089,32.036,8.161,8.9220,5.4121,16.9934,21.857,40.143,11.143,8.9220,7,22.750,30.000,7.250,2.6014,4,29.000,26.000,5.000,8.3985,1,22.750,32.000,9.250,1.7267,4
31,16,ok,24.292,35.229,8.562,10.5216,7.0912,18.6964,22.500,40.000,10.000,5.2950,4,23.000,31.250,8.250,4.1952,8,29.000,27.000,4.000,10.5216,1,22.667,42.667,12.000,8.3530,3
32,16,ok,24.667,35.667,8.500,10.3669,6.8491,18.2452,23.500,32.000,8.000,3.8801,8,30.000,28.000,4.000,10.3669,1,22.500,40.000,10.000,5.0717,4,22.667,42.667,12.000,8.0777,3
33,16,ok,24.812,36.479,7.833,10.3058,7.0248,18.2635,22.750,41.000,9.250,5.1671,4,23.500,32.250,7.750,4.4289,8,30.000,29.000,3.000,10.3058,1,23.000,43.667,11.333,8.1973,3
34,16,ok,25.339,34.536,6.911,8.6300,5.5204,16.2719,23.750,32.000,6.250,3.0647,4,22.857,42.143,10.143,8.6300,7,31.000,30.000,3.000,8.2408,1,23.750,34.000,8.250,2.1463,4
35,16,ok,25.542,37.729,7.312,10.1635,7.0010,17.9320,24.000,33.250,7.250,4.7375,8,23.500,42.000,9.000,5.0255,4,31.000,31.000,2.000,10.1635,1,23.667,44.667,11.000,8.0773,3
36,16,ok,25.917,38.167,7.250,10.1290,6.8072,17.6320,24.500,34.000,7.000,4.4080,8,23.500,42.000,9.000,4.8577,4,32.000,32.000,2.000,10.1290,1,23.667,44.667,11.000,7.8342,3
37,16,ok,26.214,36.411,5.911,8.7057,5.8486,16.0242,24.500,33.250,5.750,3.5993,4,32.000,33.000,1.000,8.3200,1,23.857,44.143,9.143,8.7057,7,24.500,35.250,7.750,2.7693,4
38,16,ok,26.375,39.417,6.458,10.1501,6.8446,17.4420,33.000,34.000,1.000,10.1501,1,24.000,45.667,10.333,7.7278,3,24.750,35.000,6.250,4.7107,8,23.750,43.000,8.250,4.7897,4
39,16,ok,26.893,37.661,5.339,8.5876,6.0159,15.8861,25.000,36.250,7.250,3.0371,4,25.000,34.250,5.250,3.9018,4,24.571,45.143,8.857,8.5876,7,33.000,35.000,0.000,8.5372,1
40,16,ok,27.167,40.667,6.000,10.2212,6.8807,17.3461,25.500,36.000,6.000,4.9554,8,24.667,46.667,10.000,7.6322,3,24.500,44.000,8.000,4.7140,4,34.000,36.000,0.000,10.2212,1
41,16,ok,27.312,41.479,5.333,10.2419,7.0680,17.3654,34.000,37.000,-1.000,10.2419,1,24.750,45.000,7.250,4.7578,4,25.500,36.250,5.750,5.5500,8,25.000,47.667,9.333,7.7222,3
42,16,ok,27.839,39.536,4.411,9.1055,6.1370,15.8989,24.857,46.143,8.143,8.1533,7,25.750,38.000,6.250,3.1791,4,35.000,38.000,-1.000,9.1055,1,25.750,36.000,4.250,4.1100,4
43,16,ok,28.143,40.161,4.089,9.2438,6.4099,15.8861,25.571,47.143,7.857,8.3402,7,26.000,36.250,4.250,4.4622,4,35.000,39.000,-2.000,9.2438,1,26.000,38.250,6.250,3.5932,4
44,16,ok,28.643,40.786,3.964,9.5036,6.3423,16.0293,26.500,37.000,4.000,4.3503,4,25.571,47.143,7.857,8.0623,7,36.000,40.000,-2.000,9.5036,1,26.500,39.000,6.000,3.4532,4
45,16,ok,28.714,41.411,3.411,9.7133,6.6320,16.0242,36.000,41.000,-3.000,9.7133,1,25.857,48.143,7.143,8.2106,7,26.500,39.250,5.750,3.8787,4,26.500,37.250,3.750,4.7254,4
46,16,ok,29.089,42.036,3.161,10.0267,6.6016,16.2719,26.750,40.000,5.250,3.7392,4,25.857,48.143,7.143,7.9750,7,26.750,38.000,3.250,4.6655,4,37.000,42.000,-3.000,10.0267,1
47,16,ok,29.293,42.636,2.781,10.2720,6.8707,16.2594,27.600,39.400,4.600,4.0798,5,26.571,49.143,6.857,8.1464,7,37.000,43.000,-4.000,10.2720,1,26.000,39.000,3.667,4.9846,3
48,16,ok,29.667,45.667,3.500,11.3346,7.3620,17.8014,26.667,50.667,8.000,7.3655,3,27.500,40.000,4.000,6.0873,8,26.500,48.000,6.000,4.6607,4,38.000,44.000,-4.000,11.3346,1
49,16,ok,29.812,46.479,2.833,11.4273,7.5501,17.8201,26.750,49.000,5.250,4.6448,4,27.500,40.250,3.750,6.7075,8,38.000,45.000,-5.000,11.4273,1,27.000,51.667,7.333,7.4209,3
50,16,ok,30.339,44.536,1.911,11.1763,7.1411,16.9934,27.750,40.000,2.250,5.2338,4,26.857,50.143,6.143,7.8407,7,39.000,46.000,-5.000,11.1763,1,27.750,42.000,4.250,4.3135,4
51,16,ok,30.543,45.136,1.531,11.4767,7.4270,16.9814,28.600,41.400,3.600,4.6916,5,27.571,51.143,5.857,7.9769,7,39.000,47.000,-6.000,11.4767,1,27.000,41.000,2.667,5.5629,3
52,16,ok,30.917,48.167,2.250,12.2718,7.7492,18.5173,27.500,50.000,5.000,4.7537,4,28.500,42.000,3.000,6.6656,8,40.000,48.000,-6.000,12.2718,1,27.667,52.667,7.000,7.3058,3
53,16,ok,31.214,46.411,0.911,12.1026,7.7280,17.4578,27.857,52.143,5.143,7.8765,7,28.500,41.250,1.750,5.8911,4,40.000,49.000,-7.000,12.1026,1,28.500,43.250,3.750,5.0417,4
54,16,ok,31.375,49.417,1.458,12.8267,7.9853,18.9795,27.750,51.000,4.250,4.8416,4,41.000,50.000,-7.000,12.8267,1,28.750,43.000,2.250,6.9779,8,28.000,53.667,6.333,7.2951,3
55,16,ok,31.792,50.229,1.062,12.9428,8.1610,19.0146,28.667,54.667,6.000,7.3373,3,29.000,43.250,2.250,7.6100,8,41.000,51.000,-8.000,12.9428,1,28.500,52.000,4.000,4.7539,4
56,16,ok,32.393,48.286,0.214,13.1745,8.0425,18.6263,28.571,53.143,4.857,7.7299,7,42.000,52.000,-8.000,13.1745,1,29.500,43.000,1.000,6.0766,4,29.500,45.000,3.000,5.1889,4
57,16,ok,32.312,51.479,0.333,13.5378,8.3967,19.5334,29.500,44.250,1.750,7.8853,8,29.000,55.667,5.333,7.3149,3,28.750,53.000,3.250,4.8488,4,42.000,53.000,-9.000,13.5378,1
58,16,ok,32.839,49.536,-0.589,13.9252,8.3797,19.3074,28.857,54.143,4.143,7.7121,7,43.000,54.000,-9.000,13.9252,1,29.750,46.000,2.250,5.4869,4,29.750,44.000,0.250,6.3947,4
59,16,ok,33.143,50.302,-0.802,14.2768,8.6141,19.8424,29.571,55.143,3.857,7.6090,7,30.000,44.400,0.600,6.8324,5,30.000,46.667,2.333,5.7384,3,43.000,55.000,-10.000,14.2768,1
60,16,ok,33.417,53.167,-0.250,14.6662,8.7503,20.7579,29.667,56.667,5.000,7.3400,3,44.000,56.000,-10.000,14.6662,1,30.500,46.000,1.000,7.8378,8,29.500,54.000,3.000,5.1572,4
61,16,ok,33.562,53.979,-0.917,14.8236,8.9253,20.8776,30.500,46.250,0.750,8.4792,8,44.000,57.000,-11.000,14.8236,1,30.000,57.667,4.333,7.3384,3,29.750,55.000,2.250,5.0601,4
62,16,ok,34.089,52.036,-1.839,15.4446,9.0573,21.2867,29.857,56.143,3.143,7.7202,7,45.000,58.000,-11.000,15.4446,1,30.750,48.000,1.250,6.0812,4,30.750,46.000,-0.750,6.9834,4
63,16,ok,34.393,52.661,-2.161,15.7959,9.3624,22.0709,31.000,48.250,1.250,6.5268,4,45.000,59.000,-12.000,15.7959,1,31.000,46.250,-0.750,7.3891,4,30.571,57.143,2.857,7.7377,7
64,16,ok,34.667,55.667,-1.500,16.0459,9.3401,22.3215,31.500,48.000,0.000,8.4294,8,30.667,58.667,4.000,7.4330,3,46.000,60.000,-12.000,16.0459,1,30.500,56.000,2.000,5.4518,4
65,16,ok,34.812,56.479,-2.167,16.2160,9.5095,23.1382,31.000,59.667,3.333,7.4125,3,31.500,48.250,-0.250,9.0755,8,46.000,61.000,-13.000,16.2160,1,30.750,57.000,1.250,5.3337,4
66,16,ok,35.125,56.917,-2.292,16.7787,9.6623,23.4867,31.750,49.000,-0.750,8.7431,8,31.000,59.667,3.333,7.4979,3,30.750,57.000,1.250,5.6295,4,47.000,62.000,-13.000,16.7787,1
67,16,ok,35.643,55.302,-3.302,17.3976,9.9924,24.4319,32.000,50.667,0.333,6.9267,3,31.571,59.143,1.857,7.6123,7,32.000,48.400,-1.400,8.0332,5,47.000,63.000,-14.000,17.3976,1
68,16,ok,35.917,50.167,-2.750,21.5390,11.9570,24.6018,32.500,50.000,-1.000,3.8424,8,31.667,60.667,3.000,12.7033,3,48.000,32.000,-14.000,21.5390,1,31.500,58.000,1.000,9.7432,4
69,16,ok,36.107,49.000,-4.036,22.7520,11.7004,25.6013,48.000,33.000,-15.000,22.7520,1,32.571,49.857,-1.286,4.5605,7,31.857,60.143,1.143,13.0017,7,32.000,53.000,-1.000,6.4872,1
70,16,ok,36.589,49.036,-4.339,22.2205,11.4449,25.5759,31.857,60.143,1.143,13.2596,7,49.000,34.000,-15.000,22.2205,1,32.750,50.000,-2.750,4.2657,4,32.750,52.000,-0.750,6.0341,4
71,16,ok,36.893,50.250,-4.500,22.6141,11.6707,26.5983,33.000,54.000,-1.000,6.4395,1,49.000,35.000,-16.000,22.6141,1,33.000,50.857,-1.857,4.7442,7,32.571,61.143,0.857,12.8852,7
72,16,ok,37.167,52.667,-4.000,23.3196,12.4044,26.3106,33.500,52.000,-2.000,4.2295,8,32.667,62.667,2.000,12.5000,3,50.000,36.000,-16.000,23.3196,1,32.500,60.000,0.000,9.5685,4
73,16,ok,34.510,50.481,-2.338,15.9157,8.3948,14.9108,33.571,51.857,-2.286,1.6663,7,38.667,33.667,-4.667,15.9157,3,33.000,55.000,-2.000,4.7765,1,32.800,61.400,-0.400,11.2207,5
74,16,ok,29.637,46.100,-4.662,18.1929,14.5989,25.4092,33.000,32.000,1.500,15.7510,2,32.800,61.400,-0.400,16.1945,5,19.000,38.000,-17.000,18.1929,1,33.750,53.000,-2.750,8.2571,8
75,16,ok,30.042,46.542,-5.312,18.4328,14.6460,25.7026,33.500,32.250,0.500,15.8113,4,33.667,61.667,-1.000,16.1401,3,19.000,39.000,-18.000,18.4328,1,34.000,53.250,-2.750,8.1998,8
76,16,ok,30.417,46.979,-5.375,17.7934,14.5190,25.1247,34.500,54.000,-3.000,8.4621,8,33.500,32.250,0.500,16.1546,4,20.000,40.000,-18.000,17.7934,1,33.667,61.667,-1.000,15.6661,3
77,16,ok,30.528,40.278,-5.861,16.8519,13.1265,25.6948,33.667,31.333,-1.667,10.3658,3,34.444,55.111,-3.111,15.5862,9,34.000,33.667,0.333,9.7023,3,20.000,41.000,-19.000,16.8519,1
78,16,ok,31.115,45.625,-7.031,16.0840,13.0731,25.1918,33.875,31.250,-1.125,15.7843,8,34.333,54.000,-5.000,9.1993,3,21.000,42.000,-19.000,16.0840,1,35.250,55.250,-3.000,11.2247,4
79,16,ok,31.393,46.661,-7.161,16.9192,12.9956,24.4106,34.250,55.750,-4.000,10.0384,4,34.571,33.143,-1.143,15.1344,7,21.000,43.000,-20.000,16.9192,1,35.750,54.750,-3.500,9.8905,4
80,16,ok,31.667,41.667,-6.500,16.7672,13.2147,24.1299,34.667,34.667,0.000,10.0125,3,35.500,56.000,-4.000,15.0462,8,22.000,44.000,-20.000,16.7672,1,34.500,32.000,-2.000,11.0328,4
81,16,ok,34.656,37.542,-3.448,15.3437,8.4683,14.3949,35.000,35.667,-0.667,3.3718,3,33.875,54.500,-6.375,15.3437,8,34.750,33.000,-2.750,4.5959,4,35.000,27.000,-4.000,10.5617,1
82,16,ok,32.339,32.536,-0.089,19.7859,10.5708,22.8938,35.750,26.000,-3.750,8.2310,4,23.000,46.000,11.000,19.7859,1,34.857,34.143,-1.857,3.4710,7,35.750,24.000,-5.750,10.7951,4
83,16,ok,32.643,33.302,-0.302,19.6659,10.6350,22.2378,36.000,24.400,-5.400,10.7939,5,23.000,47.000,10.000,19.6659,1,35.571,35.143,-2.143,3.9181,7,36.000,26.667,-3.667,8.1622,3
84,16,ok,32.917,36.167,0.250,17.7369,9.3680,22.2991,36.500,26.000,-5.000,11.9902,8,24.000,48.000,10.000,17.7369,1,35.667,36.667,-1.000,3.0619,3,35.500,34.000,-3.000,4.6830,4
85,16,ok,33.214,34.411,-1.089,19.9886,10.7785,21.3746,36.500,27.250,-4.250,8.4889,4,24.000,49.000,9.000,19.9886,1,35.857,36.143,-2.857,3.6208,7,36.500,25.250,-6.250,11.0158,4
86,16,ok,33.589,35.036,-1.339,20.1148,10.6223,21.2247,25.000,50.000,9.000,20.1148,1,36.750,26.000,-6.750,10.9959,4,35.857,36.143,-2.857,2.9450,7,36.750,28.000,-4.750,8.4335,4
87,16,ok,33.893,35.661,-1.661,20.1917,10.8357,21.2151,37.000,26.250,-6.750,11.1408,4,25.000,51.000,8.000,20.1917,1,37.000,28.250,-4.750,8.6091,4,36.571,37.143,-3.143,3.4012,7
88,16,ok,34.167,30.667,-1.000,16.1701,9.4336,22.5887,37.500,28.000,-6.000,6.5744,8,26.000,20.000,8.000,16.1701,1,36.667,38.667,-2.000,8.4410,3,36.500,36.000,-4.000,6.5490,4
89,16,ok,34.464,28.911,-2.339,14.8811,8.6913,21.3656,37.500,29.250,-5.250,4.2194,4,26.000,21.000,7.000,14.8811,1,36.857,38.143,-3.857,9.6572,7,37.500,27.250,-7.250,6.0074,4
90,16,ok,34.625,31.917,-1.792,15.2897,9.0607,21.4039,37.750,29.000,-6.750,6.5466,8,27.000,22.000,7.000,15.2897,1,37.000,39.667,-2.667,8.1528,3,36.750,37.000,-4.750,6.2536,4
91,16,ok,35.143,30.161,-2.911,14.0351,8.3464,21.5889,37.571,39.143,-4.143,9.3859,7,27.000,23.000,6.000,14.0351,1,38.000,28.250,-7.750,5.9357,4,38.000,30.250,-5.750,4.0290,4
92,16,ok,35.643,30.786,-3.036,13.6420,8.1031,20.5863,38.500,31.000,-6.000,4.1226,4,28.000,24.000,6.000,13.6420,1,37.571,39.143,-4.143,8.6479,7,38.500,29.000,-8.000,5.9997,4
93,16,ok,35.562,33.979,-2.917,14.1595,8.7132,20.2539,38.500,30.250,-7.250,6.4275,8,37.750,39.000,-5.750,6.1662,4,38.000,41.667,-3.667,8.0995,3,28.000,25.000,5.000,14.1595,1
94,16,ok,36.089,32.036,-3.839,12.8383,7.7716,19.3812,37.857,40.143,-4.857,8.3599,7,29.000,26.000,5.000,12.8383,1,38.750,30.000,-8.750,5.9446,4,38.750,32.000,-6.750,3.9437,4
95,16,ok,36.493,32.602,-4.152,12.4093,7.7050,19.3707,38.400,31.600,-7.800,4.2364,5,38.571,41.143,-5.143,8.8454,7,29.000,27.000,4.000,12.4093,1,40.000,30.667,-7.667,5.3289,3
96,16,ok,36.667,35.667,-3.500,12.6282,7.9282,18.8208,38.500,40.000,-6.000,5.3281,4,38.667,42.667,-4.000,7.2973,3,39.500,32.000,-8.000,6.4593,8,30.000,28.000,4.000,12.6282,1
97,16,ok,36.964,33.911,-4.839,11.5789,7.3472,18.1558,30.000,29.000,3.000,11.5789,1,38.857,42.143,-5.857,8.5081,7,39.500,33.250,-7.250,3.5606,4,39.500,31.250,-9.250,5.7414,4
98,16,ok,37.125,36.917,-4.292,11.7696,7.5775,17.5942,31.000,30.000,3.000,11.7696,1,38.750,41.000,-6.750,5.0356,4,39.750,33.000,-8.750,6.4890,8,39.000,43.667,-4.667,7.0156,3
99,16,ok,37.643,35.302,-5.302,10.7686,6.9580,16.9477,39.571,43.143,-6.143,8.1178,7,40.000,34.667,-7.667,3.3985,3,31.000,31.000,2.000,10.7686,1,40.000,32.400,-9.400,5.5471,5
100,16,ok,38.143,35.786,-5.536,10.4333,6.8044,15.7415,39.571,43.143,-6.143,7.5191,7,32.000,32.000,2.000,10.4333,1,40.500,35.000,-8.000,3.4995,4,40.500,33.000,-10.000,5.7659,4
101,16,ok,38.062,38.979,-5.417,10.6620,7.2830,16.3978,40.000,45.667,-5.667,6.9670,3,40.500,34.250,-9.250,6.5575,8,32.000,33.000,1.000,10.6620,1,39.750,43.000,-7.750,4.9456,4
102,16,ok,38.589,37.036,-6.339,9.7119,6.5307,14.5476,39.857,44.143,-6.857,7.2379,7,40.750,34.000,-10.750,5.7740,4,40.750,36.000,-8.750,3.3990,4,33.000,34.000,1.000,9.7119,1
103,16,ok,38.792,40.229,-5.938,9.8052,6.9460,15.1950,41.000,35.250,-9.750,6.6486,8,40.667,46.667,-6.000,6.7053,3,40.500,44.000,-8.000,4.6251,4,33.000,35.000,0.000,9.8052,1
104,16,ok,39.393,38.286,-6.786,8.9640,6.2478,13.3510,40.571,45.143,-7.143,6.9668,7,41.500,37.000,-9.000,3.3160,4,34.000,36.000,0.000,8.9640,1,41.500,35.000,-11.000,5.7442,4
105,16,ok,39.464,38.911,-7.339,8.5846,6.2367,13.3279,41.500,35.250,-11.250,5.7305,4,40.857,46.143,-7.857,7.3832,7,34.000,37.000,-1.000,8.5846,1,41.500,37.250,-9.250,3.2485,4
106,16,ok,41.025,41.317,-8.842,6.7122,4.8707,12.7481,39.600,43.600,-7.200,3.1527,5,41.750,38.000,-9.750,3.5144,4,41.750,36.000,-11.750,6.1034,4,41.000,47.667,-6.667,6.7122,3
107,16,ok,40.042,42.729,-7.188,8.1385,6.2834,12.7628,42.000,37.250,-10.750,6.8226,8,41.500,46.000,-9.000,4.0138,4,35.000,39.000,-2.000,8.1385,1,41.667,48.667,-7.000,6.1587,3
108,16,ok,40.643,40.786,-8.036,7.6553,5.7770,12.2984,42.500,39.000,-10.000,3.2398,4,41.571,47.143,-8.143,6.4255,7,36.000,40.000,-2.000,7.6553,1,42.500,37.000,-12.000,5.7876,4
109,16,ok,40.714,41.411,-8.589,7.3235,5.8094,11.9111,42.500,37.250,-12.250,5.8225,4,41.857,48.143,-8.857,6.8337,7,42.500,39.250,-10.250,3.2581,4,36.000,41.000,-3.000,7.3235,1
110,16,ok,40.875,44.417,-8.042,6.8270,5.5575,11.4461,41.750,47.000,-9.750,3.2183,4,42.750,39.000,-11.750,6.8270,8,37.000,42.000,-3.000,6.8025,1,42.000,49.667,-7.667,5.3823,3
111,16,ok,41.292,45.229,-8.438,7.0457,5.6594,12.0214,43.000,39.250,-11.750,7.0457,8,42.667,50.667,-8.000,5.6257,3,37.000,43.000,-4.000,6.5635,1,42.500,48.000,-10.000,3.4028,4
112,16,ok,41.893,43.286,-9.286,6.6033,5.4185,11.6726,43.500,39.000,-13.000,5.8946,4,42.571,49.143,-9.143,5.8980,7,38.000,44.000,-4.000,6.6033,1,43.500,41.000,-11.000,3.2781,4
113,16,ok,41.964,43.911,-9.839,6.3499,5.5006,11.4619,43.500,39.250,-13.250,5.9761,4,42.857,50.143,-9.857,6.2958,7,43.500,41.250,-11.250,3.3805,4,38.000,45.000,-5.000,6.3499,1
114,16,ok,42.125,46.917,-9.292,7.0433,4.9799,11.4461,43.750,41.000,-12.750,7.0433,8,43.000,51.667,-8.667,4.8702,3,39.000,46.000,-5.000,5.3874,1,42.750,49.000,-10.750,2.6187,4
115,16,ok,43.750,43.344,-12.219,7.7657,4.0532,11.4850,44.000,42.250,-11.750,1.2159,4,43.000,50.625,-9.625,7.7657,8,43.000,40.500,-14.000,3.4384,2,45.000,40.000,-13.500,3.7927,2
116,16,ok,42.917,48.167,-9.750,7.1482,4.7049,11.4224,40.000,48.000,-6.000,4.7537,1,44.500,42.000,-13.000,7.1482,8,43.667,52.667,-9.000,4.6233,3,43.500,50.000,-11.000,2.2943,4
117,16,ok,44.000,47.192,-11.742,6.7994,5.2371,13.2450,44.000,53.667,-9.667,6.7994,3,44.500,41.250,-14.250,6.4688,4,44.500,43.250,-12.250,4.0056,4,43.000,50.600,-10.800,3.6747,5
118,16,ok,44.125,47.567,-11.992,6.5293,4.9801,12.7481,44.750,44.000,-12.750,3.6996,4,44.000,53.667,-9.667,6.5293,3,44.750,42.000,-14.750,6.2439,4,43.000,50.600,-10.800,3.4477,5
119,16,ok,43.792,49.979,-10.688,7.4914,4.8615,12.0214,44.500,52.000,-12.000,2.5116,4,45.000,43.250,-13.750,7.4914,8,44.667,54.667,-10.000,4.8178,3,41.000,50.000,-7.000,4.6251,1
120,16,ok,44.479,50.542,-11.812,6.9729,3.6554,10.7645,45.500,44.000,-14.000,6.9729,8,44.667,51.667,-12.000,1.1558,3,43.750,53.500,-9.250,3.9812,4,44.000,53.000,-12.000,2.5116,1
