step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size,g3_x,g3_y,g3_z,g3_dist_bary,g3_clust_size
121,16,ok,44.214,48.411,-12.089,6.1868,5.3435,11.5271,44.857,54.143,-11.857,5.7727,7,45.500,43.250,-15.250,6.1868,4,41.000,51.000,-8.000,5.8102,1,45.500,45.250,-13.250,3.6042,4
122,16,ok,44.125,51.167,-11.542,7.1388,4.7037,11.4461,44.750,53.000,-12.750,2.2829,4,45.750,45.000,-14.750,7.1388,8,45.000,55.667,-10.667,4.6670,3,41.000,51.000,-8.000,4.7262,1
123,16,ok,45.948,47.833,-13.594,7.2383,3.7989,11.3151,46.000,44.250,-15.750,4.1824,4,45.667,46.333,-14.000,1.5793,3,45.125,54.750,-11.625,7.2383,8,47.000,46.000,-13.000,2.1956,1
124,16,ok,45.812,50.375,-13.312,6.0641,4.8192,12.0986,45.500,54.000,-13.000,3.6518,4,46.500,47.000,-14.000,3.5123,4,44.750,55.500,-10.250,6.0641,4,46.500,45.000,-16.000,6.0486,4
125,16,ok,45.062,52.979,-12.417,7.4415,4.8464,11.9762,45.750,55.000,-13.750,2.5168,4,46.500,46.250,-15.250,7.4415,8,46.000,57.667,-11.667,4.8388,3,42.000,53.000,-9.000,4.5883,1
126,16,ok,45.339,50.786,-13.339,6.0437,5.1950,11.4728,45.857,56.143,-12.857,5.4037,7,42.000,53.000,-9.000,5.9062,1,46.750,46.000,-16.750,6.0437,4,46.750,48.000,-14.750,3.4264,4
127,16,ok,45.792,53.979,-12.688,7.4914,4.8615,12.0214,46.500,56.000,-14.000,2.5116,4,47.000,47.250,-15.750,7.4914,8,43.000,54.000,-9.000,4.6251,1,46.667,58.667,-12.000,4.8178,3
128,16,ok,46.867,52.567,-14.250,6.5048,4.9738,12.7203,46.667,58.667,-12.000,6.5048,3,47.500,49.000,-15.000,3.6993,4,47.500,47.000,-17.000,6.2411,4,45.800,55.600,-13.000,3.4498,5
129,16,ok,46.214,52.411,-14.089,6.1868,5.3435,11.5271,47.500,47.250,-17.250,6.1868,4,46.857,58.143,-13.857,5.7727,7,43.000,55.000,-10.000,5.8102,1,47.500,49.250,-15.250,3.6042,4
130,16,ok,46.125,55.167,-13.542,7.1388,4.7037,11.4461,47.750,49.000,-16.750,7.1388,8,46.750,57.000,-14.750,2.2829,4,47.000,59.667,-12.667,4.6670,3,43.000,55.000,-10.000,4.7262,1
131,16,ok,47.617,54.333,-15.017,6.6468,5.0783,13.0362,48.000,48.400,-17.400,6.4056,5,47.667,60.667,-13.000,6.6468,3,46.800,57.600,-14.000,3.5173,5,48.000,50.667,-15.667,3.7435,3
132,16,ok,47.143,53.786,-14.536,6.0619,5.2059,11.5434,47.571,59.143,-14.143,5.3886,7,48.500,49.000,-18.000,6.0619,4,48.500,51.000,-16.000,3.4273,4,44.000,56.000,-10.000,5.9459,1
133,16,ok,47.214,54.411,-15.089,6.1868,5.3435,11.5271,48.500,51.250,-16.250,3.6042,4,48.500,49.250,-18.250,6.1868,4,44.000,57.000,-11.000,5.8102,1,47.857,60.143,-14.857,5.7727,7
134,16,ok,47.339,54.786,-15.339,6.0437,5.1950,11.4728,47.857,60.143,-14.857,5.4037,7,44.000,57.000,-11.000,5.9062,1,48.750,50.000,-18.750,6.0437,4,48.750,52.000,-16.750,3.4264,4
135,16,ok,47.792,57.979,-14.688,7.4914,4.8615,12.0214,49.000,51.250,-17.750,7.4914,8,48.667,62.667,-14.000,4.8178,3,48.500,60.000,-16.000,2.5116,4,45.000,58.000,-11.000,4.6251,1
136,16,ok,48.143,55.786,-15.536,6.0619,5.2059,11.5434,45.000,58.000,-11.000,5.9459,1,49.500,51.000,-19.000,6.0619,4,49.500,53.000,-17.000,3.4273,4,48.571,61.143,-15.143,5.3886,7
137,16,ok,48.917,44.312,-15.729,15.3310,12.1320,12.5050,48.167,61.000,-15.667,15.3310,6,48.000,32.000,-15.000,12.3681,1,49.500,52.250,-18.250,8.3486,8,50.000,32.000,-14.000,12.4804,1
138,16,ok,48.146,50.625,-15.854,11.8964,8.7988,10.2042,49.750,53.000,-18.750,4.0743,8,48.833,30.500,-15.667,11.8964,6,45.000,59.000,-12.000,9.7412,1,49.000,60.000,-17.000,9.4833,1
139,16,ok,49.617,50.192,-17.125,14.6302,8.4012,13.2984,50.000,54.250,-17.750,4.1240,4,49.667,32.667,-15.000,14.6302,3,48.800,61.600,-16.000,11.4927,5,50.000,52.250,-19.750,3.3577,4
140,16,ok,48.917,52.167,-15.750,12.5449,8.9223,11.4224,50.500,54.000,-19.000,4.0535,8,49.667,32.667,-15.000,12.5449,3,49.500,62.000,-17.000,9.9296,4,46.000,60.000,-12.000,9.1614,1
141,16,ok,49.062,52.792,-16.542,12.4807,8.8272,11.4264,49.750,33.250,-16.250,12.4807,4,50.000,62.667,-17.667,9.9830,3,50.500,54.250,-19.250,3.3953,8,46.000,61.000,-13.000,9.4498,1
142,16,ok,50.062,51.375,-18.062,13.9964,8.3949,12.1578,50.750,56.000,-18.750,4.7261,4,49.750,33.250,-16.250,13.9964,4,50.750,54.000,-20.750,3.8192,4,49.000,62.250,-16.500,11.0379,4
143,16,ok,49.875,53.438,-16.938,12.0788,8.7872,10.6243,51.000,55.250,-19.750,3.5300,8,50.500,33.500,-17.000,12.0788,6,51.000,63.000,-18.000,9.6869,1,47.000,62.000,-13.000,9.8532,1
144,16,ok,50.375,46.375,-17.375,16.0444,12.9830,11.4224,50.333,32.333,-18.000,14.0556,3,51.500,56.000,-20.000,10.0398,8,49.000,62.500,-15.500,16.0444,2,50.667,34.667,-16.000,11.7924,3
145,16,ok,50.214,44.411,-18.089,14.3841,12.2485,11.5271,51.500,55.250,-21.250,11.3637,4,50.857,34.143,-17.857,10.2906,7,47.000,31.000,-14.000,14.3841,1,51.500,57.250,-19.250,12.9556,4
146,16,ok,51.125,45.567,-18.992,13.0698,11.6305,12.7481,51.750,58.000,-19.750,12.4721,4,50.000,32.600,-17.800,13.0698,5,51.000,35.667,-16.667,10.1701,3,51.750,56.000,-21.750,10.8099,4
147,16,ok,50.792,39.979,-17.688,15.0926,8.4930,12.0214,51.667,36.667,-17.000,3.4944,3,52.000,57.250,-20.750,15.0926,8,48.000,32.000,-14.000,9.2227,1,51.500,34.000,-19.000,6.1624,4
148,16,ok,51.143,29.786,-18.536,6.0619,5.2059,11.5434,51.571,35.143,-18.143,5.3886,7,48.000,32.000,-14.000,5.9459,1,52.500,25.000,-22.000,6.0619,4,52.500,27.000,-20.000,3.4273,4
149,16,ok,52.000,31.192,-19.742,6.7994,5.2371,13.2450,51.000,34.600,-18.800,3.6747,5,52.500,25.250,-22.250,6.4688,4,52.000,37.667,-17.667,6.7994,3,52.500,27.250,-20.250,4.0056,4
150,16,ok,51.125,33.167,-18.542,7.1388,4.7037,11.4461,48.000,33.000,-15.000,4.7262,1,52.750,27.000,-21.750,7.1388,8,52.000,37.667,-17.667,4.6670,3,51.750,35.000,-19.750,2.2829,4
151,16,ok,51.792,33.979,-18.688,7.4914,4.8615,12.0214,49.000,34.000,-15.000,4.6251,1,53.000,27.250,-21.750,7.4914,8,52.500,36.000,-20.000,2.5116,4,52.667,38.667,-18.000,4.8178,3
152,16,ok,51.917,34.167,-18.750,7.1482,4.7049,11.4224,52.500,36.000,-20.000,2.2943,4,53.500,28.000,-22.000,7.1482,8,49.000,34.000,-15.000,4.7537,1,52.667,38.667,-18.000,4.6233,3
153,16,ok,52.214,32.411,-20.089,6.1868,5.3435,11.5271,52.857,38.143,-19.857,5.7727,7,53.500,27.250,-23.250,6.1868,4,49.000,35.000,-16.000,5.8102,1,53.500,29.250,-21.250,3.6042,4
154,16,ok,52.958,33.200,-21.058,5.9086,4.6964,11.6673,51.333,36.000,-19.333,3.6683,3,53.750,28.000,-23.750,5.9086,4,53.750,30.000,-21.750,3.3683,4,53.000,38.800,-19.400,5.8405,5
155,16,ok,53.562,34.000,-21.188,6.3103,5.1051,12.5847,54.000,28.250,-23.750,6.3103,4,53.500,38.000,-21.000,4.0049,4,52.750,39.500,-18.250,6.2880,4,54.000,30.250,-21.750,3.8171,4
156,16,ok,53.867,34.567,-21.250,6.5048,4.9738,12.7203,53.667,40.667,-19.000,6.5048,3,54.500,31.000,-22.000,3.6993,4,52.800,37.600,-20.000,3.4498,5,54.500,29.000,-24.000,6.2411,4
157,16,ok,53.938,35.000,-21.812,6.2706,5.0852,12.5050,54.500,29.250,-24.250,6.2706,4,54.500,31.250,-22.250,3.8171,4,53.000,40.500,-19.000,6.2481,4,53.750,39.000,-21.750,4.0049,4
158,16,ok,53.125,37.167,-20.542,7.1388,4.7037,11.4461,50.000,37.000,-17.000,4.7262,1,54.000,41.667,-19.667,4.6670,3,54.750,31.000,-23.750,7.1388,8,53.750,39.000,-21.750,2.2829,4
159,16,ok,53.792,37.979,-20.688,7.4914,4.8615,12.0214,54.500,40.000,-22.000,2.5116,4,55.000,31.250,-23.750,7.4914,8,54.667,42.667,-20.000,4.8178,3,51.000,38.000,-17.000,4.6251,1
160,16,ok,53.917,38.167,-20.750,7.1482,4.7049,11.4224,51.000,38.000,-17.000,4.7537,1,54.667,42.667,-20.000,4.6233,3,54.500,40.000,-22.000,2.2943,4,55.500,32.000,-24.000,7.1482,8
