step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size
145,12,ok,53.667,20.467,49.300,16.9027,11.9229,15.9440,56.000,26.000,33.500,16.9027,2,53.200,21.800,58.000,8.8139,5,51.800,13.600,56.400,10.0521,5
146,12,ok,54.583,22.500,51.000,16.0054,12.1972,14.7839,56.500,26.000,34.500,16.0054,2,52.250,15.500,57.000,9.5102,8,55.000,26.000,61.500,11.0758,2
147,12,ok,54.958,22.458,51.792,16.2316,12.3018,15.3882,52.375,15.375,57.375,9.3819,8,55.500,26.000,62.500,11.2918,2,57.000,26.000,35.500,16.2316,2
148,12,ok,54.350,19.561,50.617,17.2269,11.9879,17.3819,52.250,12.750,57.250,9.7366,4,53.800,19.600,59.600,9.0002,5,57.000,26.333,35.000,17.2269,3
149,12,ok,55.833,22.542,42.792,17.2832,11.6144,16.0127,53.000,15.625,58.375,17.2832,8,58.000,26.000,37.500,6.6825,2,56.500,26.000,32.500,10.8776,2
150,12,ok,54.583,18.444,40.333,15.9377,12.7521,17.5161,52.500,13.000,57.500,15.9377,2,53.500,16.333,27.500,13.0509,6,57.750,26.000,36.000,9.2678,4
151,12,ok,55.000,18.917,30.583,10.0950,6.8806,17.1464,53.250,13.000,27.000,7.1351,4,58.250,26.000,37.000,10.0950,4,53.500,17.750,27.750,3.4116,4
152,12,ok,55.417,19.000,31.333,10.2252,6.9770,17.9269,54.250,18.250,28.750,2.9321,4,58.750,26.000,38.000,10.2252,4,53.250,12.750,27.250,7.7737,4
153,12,ok,55.179,17.762,31.238,12.0287,8.0703,21.1320,54.286,16.286,28.714,3.0571,7,59.250,26.000,39.000,12.0287,4,52.000,11.000,26.000,9.1249,1
154,12,ok,57.917,22.500,36.333,10.7806,7.3908,18.2089,54.250,15.500,29.000,10.7806,8,59.000,26.000,37.500,3.8451,2,60.500,26.000,42.500,7.5466,2
155,12,ok,58.292,22.458,37.125,11.2061,7.6574,18.8758,61.000,26.000,43.500,7.7794,2,54.375,15.375,29.375,11.2061,8,59.500,26.000,38.500,3.9867,2
156,12,ok,56.750,19.000,34.000,11.3578,7.7512,19.5032,54.250,12.750,29.250,8.2386,4,60.750,26.000,42.000,11.3578,4,55.250,18.250,30.750,3.6572,4
157,12,ok,59.333,22.097,39.458,11.9655,8.2565,19.0599,62.000,24.000,46.000,7.3161,1,61.000,26.667,42.000,5.4880,3,55.000,15.625,30.375,11.9655,8
158,12,ok,57.383,18.622,35.200,12.2857,8.2976,20.4778,55.000,12.667,30.000,8.2577,3,55.400,17.200,31.600,4.3493,5,61.750,26.000,44.000,12.2857,4
159,12,ok,57.667,18.917,35.917,12.3971,8.4332,20.3470,55.500,17.750,31.750,4.8391,4,62.250,26.000,45.000,12.3971,4,55.250,13.000,31.000,8.0635,4
160,12,ok,50.028,22.278,42.000,15.8630,14.1765,19.5784,32.000,25.000,49.000,15.8630,1,55.750,15.500,32.000,13.3672,8,62.333,26.333,45.000,13.2994,3
