step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size
138,12,ok,51.722,50.889,-18.333,13.1985,10.8953,7.3655,52.500,58.000,-21.000,7.6344,8,51.667,62.667,-17.000,11.8531,3,51.000,32.000,-17.000,13.1985,1
139,12,ok,52.322,50.511,-20.022,14.0368,10.8632,7.8299,52.800,58.200,-22.400,8.0623,5,51.667,32.333,-17.667,14.0368,3,52.500,61.000,-20.000,10.4904,4
140,12,ok,53.167,51.000,-20.667,14.2673,10.8728,7.8740,53.500,59.000,-23.000,8.3400,4,52.500,33.000,-18.000,14.2673,4,53.500,61.000,-21.000,10.0111,4
141,12,ok,53.417,52.000,-21.417,14.2673,10.8728,7.8740,52.750,34.000,-18.750,14.2673,4,53.750,62.000,-21.750,10.0111,4,53.750,60.000,-23.750,8.3400,4
142,12,ok,54.256,52.689,-21.867,13.9127,10.8279,7.0235,54.500,61.000,-24.000,8.5840,4,53.600,34.400,-19.600,13.9127,5,54.667,62.667,-22.000,9.9871,3
143,12,ok,54.406,43.511,-22.272,13.4859,10.8747,7.5077,54.667,32.333,-22.667,11.1878,3,54.800,62.200,-24.400,13.4859,5,53.750,36.000,-19.750,7.9504,4
144,12,ok,55.167,33.667,-22.667,4.3205,2.8987,7.8740,55.500,31.000,-25.000,3.5590,4,54.500,37.000,-20.000,4.3205,4,55.500,33.000,-23.000,0.8165,4
145,12,ok,55.417,34.667,-23.417,4.3205,2.8987,7.8740,55.750,32.000,-25.750,3.5590,4,55.750,34.000,-23.750,0.8165,4,54.750,38.000,-20.750,4.3205,4
146,12,ok,56.167,35.667,-23.667,4.3205,2.8987,7.8740,56.500,35.000,-24.000,0.8165,4,55.500,39.000,-21.000,4.3205,4,56.500,33.000,-26.000,3.5590,4
147,12,ok,56.417,36.667,-24.417,4.3205,2.8987,7.8740,56.750,34.000,-26.750,3.5590,4,55.750,40.000,-21.750,4.3205,4,56.750,36.000,-24.750,0.8165,4
148,12,ok,57.167,37.667,-24.667,4.3205,2.8987,7.8740,56.500,41.000,-22.000,4.3205,4,57.500,35.000,-27.000,3.5590,4,57.500,37.000,-25.000,0.8165,4
149,12,ok,57.417,38.667,-25.417,4.3205,2.8987,7.8740,57.750,36.000,-27.750,3.5590,4,56.750,42.000,-22.750,4.3205,4,57.750,38.000,-25.750,0.8165,4
150,12,ok,58.167,39.667,-25.667,4.3205,2.8987,7.8740,57.500,43.000,-23.000,4.3205,4,58.500,37.000,-28.000,3.5590,4,58.500,39.000,-26.000,0.8165,4
151,12,ok,58.361,42.333,-24.917,4.3921,3.0577,6.9011,57.333,44.000,-24.000,2.1620,3,59.000,44.000,-23.000,2.6191,1,58.750,39.000,-27.750,4.3921,8
152,12,ok,59.167,41.667,-26.667,4.3205,2.8987,7.8740,59.500,41.000,-27.000,0.8165,4,59.500,39.000,-29.000,3.5590,4,58.500,45.000,-24.000,4.3205,4
153,12,ok,59.417,42.667,-27.417,4.3205,2.8987,7.8740,59.750,42.000,-27.750,0.8165,4,59.750,40.000,-29.750,3.5590,4,58.750,46.000,-24.750,4.3205,4
154,12,ok,60.167,43.667,-27.667,4.3205,2.8987,7.8740,59.500,47.000,-25.000,4.3205,4,60.500,41.000,-30.000,3.5590,4,60.500,43.000,-28.000,0.8165,4
155,12,ok,60.417,44.667,-28.417,4.3205,2.8987,7.8740,60.750,42.000,-30.750,3.5590,4,59.750,48.000,-25.750,4.3205,4,60.750,44.000,-28.750,0.8165,4
156,12,ok,61.167,45.667,-28.667,4.3205,2.8987,7.8740,61.500,43.000,-31.000,3.5590,4,60.500,49.000,-26.000,4.3205,4,61.500,45.000,-29.000,0.8165,4
157,12,ok,61.774,46.952,-28.917,3.8769,2.7978,6.7221,61.571,44.857,-31.000,2.9616,7,63.000,46.000,-29.000,1.5548,1,60.750,50.000,-26.750,3.8769,4
158,12,ok,62.167,47.667,-29.667,4.3205,2.8987,7.8740,61.500,51.000,-27.000,4.3205,4,62.500,45.000,-32.000,3.5590,4,62.500,47.000,-30.000,0.8165,4
159,12,ok,52.111,47.762,-20.381,16.3352,15.2484,5.7755,62.000,50.286,-29.143,13.4510,7,62.333,46.000,-1.000,16.3352,3,32.000,47.000,-31.000,15.9590,2
160,12,ok,52.556,48.944,-15.333,17.7937,15.5308,15.0333,32.000,47.500,-16.000,11.5545,4,63.000,47.500,-1.000,17.7937,2,62.667,51.833,-29.000,17.2441,6
