step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size,g3_x,g3_y,g3_z,g3_dist_bary,g3_clust_size
119,16,ok,43.229,17.729,40.812,8.4560,4.8351,13.7181,43.333,19.000,38.333,2.7879,3,43.250,23.750,46.750,8.4560,8,43.333,12.667,38.667,5.4995,3,43.000,15.500,39.500,2.5970,2
120,16,ok,43.500,21.875,45.750,8.9382,5.0215,13.6702,44.000,25.000,48.000,3.8831,2,43.500,15.250,39.750,8.9382,8,43.500,20.750,47.750,2.2947,4,43.000,26.500,47.500,4.9702,2
121,16,ok,44.250,19.750,44.750,7.6322,5.9521,15.2643,44.250,26.250,48.750,7.6322,4,44.250,13.250,40.750,7.6322,4,44.250,18.250,40.750,4.2720,4,44.250,21.250,48.750,4.2720,4
122,16,ok,44.500,19.250,45.750,7.6322,5.9521,15.2643,44.500,17.750,41.750,4.2720,4,44.500,25.750,49.750,7.6322,4,44.500,20.750,49.750,4.2720,4,44.500,12.750,41.750,7.6322,4
123,16,ok,45.250,19.750,46.750,7.6322,5.9521,15.2643,45.250,21.250,50.750,4.2720,4,45.250,13.250,42.750,7.6322,4,45.250,18.250,42.750,4.2720,4,45.250,26.250,50.750,7.6322,4
124,16,ok,45.583,21.750,49.958,8.9889,4.9968,13.4490,45.500,15.250,43.750,8.9889,8,46.000,25.000,53.000,4.4708,1,45.500,20.750,51.750,2.0535,4,45.333,26.000,51.333,4.4739,3
125,16,ok,46.258,20.075,48.708,7.3801,5.8460,14.6652,46.250,21.250,52.750,4.2090,4,46.333,19.000,44.333,4.5058,3,46.250,26.250,52.750,7.3801,4,46.200,13.800,45.000,7.2891,5
126,16,ok,46.500,19.250,49.750,7.6322,5.9521,15.2643,46.500,20.750,53.750,4.2720,4,46.500,12.750,45.750,7.6322,4,46.500,25.750,53.750,7.6322,4,46.500,17.750,45.750,4.2720,4
127,16,ok,47.258,20.075,50.708,7.3801,5.8460,14.6652,47.250,26.250,54.750,7.3801,4,47.200,13.800,47.000,7.2891,5,47.333,19.000,46.333,4.5058,3,47.250,21.250,54.750,4.2090,4
128,16,ok,47.500,19.250,51.750,7.6322,5.9521,15.2643,47.500,17.750,47.750,4.2720,4,47.500,25.750,55.750,7.6322,4,47.500,20.750,55.750,4.2720,4,47.500,12.750,47.750,7.6322,4
129,16,ok,48.258,20.075,52.708,7.8898,6.1728,15.7028,48.333,27.000,56.333,7.8168,3,48.250,18.250,48.750,4.3588,4,48.250,13.250,48.750,7.8898,4,48.200,21.800,57.000,4.6257,5
130,16,ok,48.583,20.500,55.958,8.1310,4.5684,13.2004,48.333,21.000,57.333,1.4843,3,48.500,15.250,49.750,8.1310,8,49.000,20.000,59.000,3.1105,1,48.500,25.750,57.750,5.5479,4
131,16,ok,49.271,21.438,56.771,8.2824,4.8646,13.5675,49.250,15.750,50.750,8.2824,8,49.333,27.000,58.333,5.7781,3,49.500,20.000,59.000,2.6624,2,49.000,23.000,59.000,2.7357,3
132,16,ok,49.417,22.083,57.792,9.1216,5.1646,14.3658,49.500,15.250,51.750,9.1216,8,49.500,20.750,59.750,2.3706,4,49.667,25.333,59.667,3.7604,3,49.000,27.000,60.000,5.4059,1
133,16,ok,50.208,16.750,54.958,9.0854,5.3480,14.4287,50.333,14.000,52.333,3.8038,3,50.250,23.750,60.750,9.0854,8,50.250,18.250,52.750,2.6699,4,50.000,11.000,54.000,5.8330,1
134,16,ok,50.500,19.250,57.750,7.6322,5.9521,15.2643,50.500,17.750,53.750,4.2720,4,50.500,12.750,53.750,7.6322,4,50.500,25.750,61.750,7.6322,4,50.500,20.750,61.750,4.2720,4
135,16,ok,51.208,19.375,50.958,13.2153,9.2128,13.5675,51.250,18.250,54.750,3.9553,4,51.333,24.500,62.333,12.4769,6,51.000,21.500,32.000,13.2153,2,51.250,13.250,54.750,7.2038,4
136,16,ok,51.500,21.188,53.562,11.1793,9.3364,12.5549,51.500,15.250,55.750,6.3276,8,51.500,23.500,32.500,11.1793,4,51.500,25.500,63.000,10.3761,2,51.500,20.500,63.000,9.4625,2
137,16,ok,52.250,19.750,44.750,13.6473,12.8704,15.2643,52.250,18.250,56.750,12.0934,4,52.250,26.250,32.750,13.6473,4,52.250,21.250,32.750,12.0934,4,52.250,13.250,56.750,13.6473,4
138,16,ok,52.500,19.250,45.750,13.6473,12.8704,15.2643,52.500,20.750,33.750,12.0934,4,52.500,17.750,57.750,12.0934,4,52.500,25.750,33.750,13.6473,4,52.500,12.750,57.750,13.6473,4
139,16,ok,53.208,17.062,52.958,15.3276,9.1675,14.4287,53.250,23.750,34.750,15.3276,8,53.000,11.000,60.000,9.2942,1,53.333,19.000,58.333,5.7149,3,53.250,14.500,58.750,6.3334,4
140,16,ok,53.500,19.250,47.750,13.6473,12.8704,15.2643,53.500,20.750,35.750,12.0934,4,53.500,12.750,59.750,13.6473,4,53.500,25.750,35.750,13.6473,4,53.500,17.750,59.750,12.0934,4
141,16,ok,54.250,19.750,48.750,13.6473,12.8704,15.2643,54.250,26.250,36.750,13.6473,4,54.250,18.250,60.750,12.0934,4,54.250,21.250,36.750,12.0934,4,54.250,13.250,60.750,13.6473,4
142,16,ok,54.500,19.250,49.750,13.6473,12.8704,15.2643,54.500,25.750,37.750,13.6473,4,54.500,12.750,61.750,13.6473,4,54.500,20.750,37.750,12.0934,4,54.500,17.750,61.750,12.0934,4
143,16,ok,55.208,19.375,42.958,12.9488,9.5131,14.4287,55.333,16.500,62.333,12.9488,6,55.250,26.250,38.750,8.0609,4,55.250,21.250,38.750,4.6073,4,55.000,13.500,32.000,12.4356,2
144,16,ok,55.500,19.250,35.750,7.6322,5.9521,15.2643,55.500,17.750,31.750,4.2720,4,55.500,25.750,39.750,7.6322,4,55.500,20.750,39.750,4.2720,4,55.500,12.750,31.750,7.6322,4
145,16,ok,56.237,19.012,34.688,7.6940,4.4728,12.6122,56.500,18.500,32.000,2.7485,2,56.250,23.750,40.750,7.6940,8,56.200,13.800,33.000,5.4790,5,56.000,20.000,33.000,1.9696,1
146,16,ok,56.500,17.875,35.750,8.0555,4.4911,13.2004,56.500,23.250,41.750,8.0555,8,56.500,12.750,33.750,5.5014,4,56.000,18.500,33.500,2.3881,2,57.000,17.000,34.000,2.0194,2
147,16,ok,57.208,21.062,40.958,8.1712,5.0614,13.5675,57.333,27.000,42.333,6.0959,3,57.250,15.750,34.750,8.1712,8,57.000,19.000,44.000,3.6809,1,57.250,22.500,42.750,2.2974,4
148,16,ok,57.500,19.250,39.750,7.6322,5.9521,15.2643,57.500,17.750,35.750,4.2720,4,57.500,12.750,35.750,7.6322,4,57.500,20.750,43.750,4.2720,4,57.500,25.750,43.750,7.6322,4
149,16,ok,58.258,20.075,40.708,7.8898,6.1728,15.7028,58.333,27.000,44.333,7.8168,3,58.250,13.250,36.750,7.8898,4,58.250,18.250,36.750,4.3588,4,58.200,21.800,45.000,4.6257,5
150,16,ok,58.500,19.250,41.750,7.6322,5.9521,15.2643,58.500,12.750,37.750,7.6322,4,58.500,25.750,45.750,7.6322,4,58.500,20.750,45.750,4.2720,4,58.500,17.750,37.750,4.2720,4
151,16,ok,59.208,17.062,40.958,8.8469,5.4091,14.4287,59.000,11.000,40.000,6.1413,1,59.250,23.750,46.750,8.8469,8,59.250,14.500,38.750,3.3830,4,59.333,19.000,38.333,3.2650,3
152,16,ok,59.500,19.250,43.750,7.6322,5.9521,15.2643,59.500,20.750,47.750,4.2720,4,59.500,25.750,47.750,7.6322,4,59.500,12.750,39.750,7.6322,4,59.500,17.750,39.750,4.2720,4
153,16,ok,60.258,20.075,44.708,7.8898,6.1728,15.7028,60.250,18.250,40.750,4.3588,4,60.333,27.000,48.333,7.8168,3,60.250,13.250,40.750,7.8898,4,60.200,21.800,49.000,4.6257,5
154,16,ok,60.500,19.250,45.750,7.6322,5.9521,15.2643,60.500,17.750,41.750,4.2720,4,60.500,25.750,49.750,7.6322,4,60.500,20.750,49.750,4.2720,4,60.500,12.750,41.750,7.6322,4
155,16,ok,61.229,21.729,48.812,8.5150,4.8420,13.5675,61.333,20.667,50.667,2.1396,3,61.000,23.500,51.500,3.2266,2,61.250,15.750,42.750,8.5150,8,61.333,27.000,50.333,5.4868,3
156,16,ok,61.500,19.250,47.750,7.6322,5.9521,15.2643,61.500,17.750,43.750,4.2720,4,61.500,25.750,51.750,7.6322,4,61.500,20.750,51.750,4.2720,4,61.500,12.750,43.750,7.6322,4
157,16,ok,62.258,20.075,48.708,7.3801,5.8460,14.6652,62.200,13.800,45.000,7.2891,5,62.250,26.250,52.750,7.3801,4,62.333,19.000,44.333,4.5058,3,62.250,21.250,52.750,4.2090,4
158,16,ok,62.500,19.250,49.750,7.6322,5.9521,15.2643,62.500,12.750,45.750,7.6322,4,62.500,20.750,53.750,4.2720,4,62.500,17.750,45.750,4.2720,4,62.500,25.750,53.750,7.6322,4
159,16,ok,47.500,19.667,50.500,16.6692,16.5076,12.3063,63.000,15.833,47.000,16.3461,6,32.000,23.500,54.000,16.3461,2,63.000,23.833,55.000,16.6692,6,32.000,15.500,46.000,16.6692,2
160,16,ok,47.500,19.250,51.750,16.6396,16.5185,12.1450,32.000,14.500,48.000,16.6396,4,63.000,16.000,47.500,16.3974,4,32.000,22.500,56.000,16.3974,4,63.000,24.000,55.500,16.6396,4
