rule_id,composite_fitness,total_displacement,std_dev,velocities,annihilated
rule_066,0.38293516,0.459053,0.19877599,0.4591;0.0000;0.0000;0.0000,0
rule_067,0.74005643,1.054015,0.42423636,0.9983;0.0169;0.0188;0.0201,0
rule_068,0.29116686,0.333173,0.14426812,0.3332;0.0000;0.0000;0.0000,0
rule_069,0.73943748,0.991039,0.34026005,0.8366;0.0636;0.0294;0.0614,0
rule_070,0.80409889,1.146017,0.42521882,1.0227;0.0595;0.0381;0.0257,0
rule_071,0.81558702,1.225634,0.5027628,1.1772;0.0070;0.0175;0.0240,0
rule_072,1.05291656,1.581561,0.50207585,1.2644;0.1105;0.1288;0.0778,0
rule_073,1.1910289,2.064953,0.73375591,1.7851;0.0262;0.1347;0.1190,0
rule_074,0.58426044,0.782134,0.3386741,0.7821;0.0000;0.0000;0.0000,0
rule_075,0.74171896,0.95508,0.28765754,0.7346;0.0291;0.1067;0.0847,0
rule_076,0.52797378,0.684453,0.29637683,0.6845;0.0000;0.0000;0.0000,0
rule_077,0.39555899,0.477314,0.20668319,0.4773;0.0000;0.0000;0.0000,0
rule_078,1.01739079,1.626555,0.59875191,1.4435;0.0800;0.0511;0.0519,0
rule_079,0.61956305,0.84672,0.36664049,0.8467;0.0000;0.0000;0.0000,0
rule_080,0.21363052,0.235407,0.10193411,0.2354;0.0000;0.0000;0.0000,0
rule_081,0.60467636,0.795738,0.31597373,0.7460;0.0020;0.0229;0.0249,0
rule_082,0.5458872,0.714864,0.30954517,0.7149;0.0000;0.0000;0.0000,0
rule_083,0.77074973,1.125191,0.45986557,1.0778;0.0120;0.0230;0.0124,0
rule_084,0.96873212,1.445053,0.49169472,1.2127;0.0772;0.0610;0.0942,0
rule_085,0.80373109,1.115016,0.38730017,0.9488;0.0740;0.0259;0.0663,0
rule_086,0.49058723,0.622913,0.26972921,0.6229;0.0000;0.0000;0.0000,0
rule_087,0.16255719,0.174866,0.07571915,0.1749;0.0000;0.0000;0.0000,0
rule_088,0.63767908,0.867983,0.36115969,0.8425;0.0127;0.0126;0.0002,0
rule_089,0.87258097,1.37777,0.57895909,1.3472;0.0153;0.0002;0.0151,0
rule_090,0.47918563,0.578463,0.20718013,0.5031;0.0286;0.0354;0.0113,0
rule_091,0.79315711,1.129386,0.42391219,1.0165;0.0267;0.0464;0.0398,0
rule_092,0.8086984,1.24449,0.53887983,1.2445;0.0000;0.0000;0.0000,0
rule_093,0.60088255,0.780134,0.29831346,0.7116;0.0105;0.0303;0.0277,0
rule_094,0.3879037,0.443694,0.14382507,0.3598;0.0173;0.0309;0.0358,0
rule_095,0.78159184,1.118302,0.43080054,1.0256;0.0393;0.0350;0.0183,0
rule_096,0.70448618,1.011214,0.43539159,1.0069;0.0021;0.0012;0.0010,0
rule_097,0.25503228,0.276263,0.08324865,0.2113;0.0429;0.0059;0.0161,0
rule_098,0.28137593,0.320415,0.1387438,0.3204;0.0000;0.0000;0.0000,0
rule_099,0.12109324,0.127794,0.05533647,0.1278;0.0000;0.0000;0.0000,0
rule_100,0.6360511,0.790481,0.2427943,0.6175;0.0631;0.0728;0.0370,0
