generation,champion_fitness
0,42.33333333333333
1,71.01331301242043
2,71.01331301242043
3,84.11294581882737
4,84.33926197869597
5,84.33926197869597
6,84.33926197869597
7,84.33926197869597
8,84.33926197869597
9,84.33926197869597
10,84.33926197869597
